r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
3,0,0,1773412,38748,1150908,0,0,0,0,9893,495,0,51,49,0,0,"0,5376500857","-0,473330121","-0,268462915","-0,235964281","0,1613353299","-0,02910603","-0,628062772"
5,0,0,1773160,38756,1150900,0,0,0,52,10251,491,0,51,49,0,0,"0,8169290313","-0,470364403","0,2073219399","0,0554500478","0,1594236483","-0,140533031","0,0067601735"
4,0,0,1773160,38756,1150900,0,0,0,0,10031,475,0,51,49,0,0,"0,6731716091","-0,481450418","-0,028553739","-0,095641651","0,1707202027","-0,115042651","-0,320875237"
4,0,0,1773160,38756,1150900,0,0,0,0,9981,480,1,51,49,0,0,"0,6392749428","-0,478480263","-0,026738016","-0,093469098","0,1629380164","-0,100444822","-0,306152537"
4,0,0,1773160,38756,1150900,0,0,0,112,10055,481,0,51,49,0,0,"0,659395269","-0,483081692","-0,022921537","-0,09508887","0,1691141921","-0,101909889","-0,311040974"
5,0,0,1773160,38756,1150900,0,0,0,4,9757,488,0,51,49,0,0,"0,7708905624","-0,439483611","0,1554376041","0,0347584547","0,1364028142","-0,159974633","0,0105398744"
5,0,0,1773160,38764,1150892,0,0,0,16,9257,491,0,51,49,0,0,"0,716009312","-0,406247175","0,1034793943","0,0141986303","0,1096226264","-0,16849021","0,0213455917"
5,0,0,1771592,38764,1150892,0,0,0,0,10314,492,0,51,49,0,0,"0,8306105987","-0,472105967","0,2117021608","0,0591615076","0,1616520232","-0,138298105","0,0031490382"
5,0,0,1771592,38764,1150892,0,0,0,0,10358,481,0,51,49,0,0,"0,8330768238","-0,482939106","0,220778192","0,0585204805","0,1715790584","-0,154483623","-0,003270814"
6,0,0,1771592,38764,1150892,0,0,0,0,8842,490,0,51,49,0,0,"0,7974607635","-0,365440049","0,2787474155","0,1358082799","0,0783754762","-0,239571632","0,3469203767"
6,0,0,1771592,38764,1150892,0,0,0,0,9657,492,0,51,49,0,0,"0,8852392449","-0,415356255","0,3615695376","0,1705615494","0,1174229545","-0,214278791","0,3341098065"
6,0,0,1771592,38772,1150884,0,0,0,20,10585,502,0,51,49,0,0,"0,9836185678","-0,467341664","0,4536827904","0,2115569778","0,1567009199","-0,172739898","0,3247827625"
2,0,0,1781536,38772,1150908,0,0,0,0,4880,715,0,53,47,0,0,"-0,085737678","0,1001758145","-0,963742668","-0,525031274","-0,211578442","0,2725317381","-0,85157719"
3,0,0,1760028,38772,1150908,0,0,0,0,809,878,1,56,44,0,0,"-0,432862972","0,642300373","-1,010679052","-0,50074869","-0,502957952","0,4247020618","-0,515129891"
4,0,0,1773364,38772,1150912,0,0,0,0,5661,712,0,52,48,0,0,"0,2467294816","0,0220270444","-0,50910569","-0,220313392","-0,202284286","0,1575900963","-0,174948636"
4,0,0,1773364,38772,1150912,0,0,0,0,9129,480,0,51,49,0,0,"0,5777009677","-0,420842562","-0,123330254","-0,132465947","0,1223689197","-0,13168336","-0,303012452"
4,0,0,1773364,38780,1150904,0,0,0,16,9903,491,0,51,49,0,0,"0,6604035969","-0,462225203","-0,047640022","-0,09766024","0,1532477372","-0,092853742","-0,309463553"
6,0,0,1773364,38780,1150904,0,0,0,12,9965,484,0,51,49,0,0,"0,9163657545","-0,440442762","0,3960264329","0,1815286419","0,1379684198","-0,218614835","0,3252229399"
6,0,0,1773364,38780,1150904,0,0,0,0,9615,533,1,51,49,0,0,"0,8611944228","-0,385838843","0,3482047259","0,1812413262","0,0841701367","-0,142963887","0,36696523"
6,0,0,1773364,38780,1150904,0,0,0,0,9817,487,0,51,49,0,0,"0,9029969638","-0,428430523","0,3789861721","0,1761744593","0,12835743","-0,218215435","0,3285177989"
5,0,0,1773364,38780,1150904,0,0,0,0,8942,485,0,51,49,0,0,"0,6837263159","-0,39006091","0,0727041508","-0,000154463","0,0979482959","-0,186998994","0,0225451149"
6,0,0,1773364,38788,1150896,0,0,0,44,10222,496,0,51,49,0,0,"0,9413388081","-0,449143464","0,4190455161","0,194542972","0,1426840138","-0,191816547","0,329089352"
0,0,1773364,38788,1150896,0,0,0,0,15110,475,0,66,34,0,0,,"-9,529745277","-1,502766738","1,0400487798","-1,173693092","0,2829743553","0,6796370997","0,6244432884"
5,0,0,1772244,38788,1150896,0,0,0,4,10038,468,1,51,49,0,0,"0,7665237431","-0,476047027","0,2021480716","0,0451902032","0,1629216303","-0,175691954","0,0069015534"
5,0,0,1770428,38788,1150896,0,0,0,0,11035,361,0,66,34,0,0,"0,7800776695","0,1998438419","1,3359787586","0,1427778764","0,4519796091","-0,07218858","-0,833598265"
6,0,0,1770428,38788,1150896,0,0,0,0,8852,485,0,51,49,0,0,"0,7964564459","-0,370177522","0,2825561268","0,1350910224","0,0827407672","-0,246951383","0,3443653889"
6,0,0,1770428,38796,1150888,0,0,0,12,9369,493,0,51,49,0,0,"0,8516222044","-0,397394386","0,3329096111","0,1584656817","0,1029232995","-0,219948338","0,3404768329"
6,0,0,1770428,38796,1150888,0,0,0,0,9263,477,0,51,49,0,0,"0,838868404","-0,401950409","0,3280563885","0,1505733488","0,1087713017","-0,248429071","0,3332603119"
3,0,0,1783492,38796,1150912,0,0,0,0,7417,554,0,52,48,0,0,"0,286800921","-0,215905479","-0,486846448","-0,321214217","0,0046832493","0,0115995317","-0,607738771"
3,0,0,1783240,38796,1150912,0,0,0,4,10225,500,0,51,49,0,0,"0,5825819063","-0,487010855","-0,242244902","-0,220871519","0,1714065199","-0,014189496","-0,632503663"
3,0,0,1783240,38796,1150912,0,0,0,0,9421,491,0,51,49,0,0,"0,4951781571","-0,442755485","-0,321238242","-0,256683283","0,1377814613","-0,050351047","-0,623745003"
3,0,0,1783240,38804,1150912,0,0,0,20,9546,493,1,50,49,0,0,"0,4647046331","-0,488835124","-0,341948944","-0,247287737","0,1316811695","-0,046318482","-0,571932058"
3,0,0,1783240,38804,1150912,0,0,0,0,9862,486,0,51,49,0,0,"0,5414310264","-0,474221498","-0,273901543","-0,239256483","0,1631915116","-0,046275101","-0,633813373"
5,0,0,1783240,38804,1150912,0,0,0,0,9358,489,1,51,49,0,0,"0,7085757883","-0,413435747","0,1167479764","0,0214568139","0,1110480104","-0,163443898","0,0271932655"
5,0,0,1783240,38804,1150912,0,0,0,0,9352,484,0,51,49,0,0,"0,7364691671","-0,412875393","0,1091844409","0,0169274491","0,1160504469","-0,179562506","0,0134216687"
5,0,0,1783240,38804,1150912,0,0,0,4,10120,480,0,51,49,0,0,"0,8173538083","-0,464385622","0,1898717233","0,0482780738","0,157039278","-0,164919089","-0,001429499"
6,0,0,1783240,38812,1150912,0,0,0,20,9962,509,0,51,49,0,0,"0,9288985777","-0,418493239","0,3797426846","0,1869913715","0,1173702711","-0,181098771","0,3370322934"
7,0,0,1781672,38812,1150912,0,0,0,0,9117,485,0,51,49,0,0,"0,9601752088","-0,367266619","0,5202080398","0,2853567297","0,0809174785","-0,300305642","0,6577941123"
7,0,0,1781672,38812,1150912,0,0,0,0,10017,490,1,51,49,0,0,"1,028120027","-0,42418902","0,6195312895","0,3275109146","0,1202917612","-0,259908883","0,6563820304"
7,0,0,1781420,38812,1150912,0,0,0,0,9465,531,1,51,49,0,0,"0,9771042939","-0,359445679","0,5460318592","0,3135695493","0,0641067144","-0,210063865","0,6869422901"
7,0,0,1781420,38812,1150912,0,0,0,0,9785,496,0,51,49,0,0,"1,033807263","-0,401417477","0,5843648734","0,3159616299","0,1064083914","-0,264730499","0,6521633061"
8,0,0,1780076,38820,1150904,0,0,0,36,10477,467,0,54,46,0,0,"1,2002402214","-0,290160614","1,0864024556","0,4935634945","0,1828087512","-0,29799093","0,7963517199"
8,0,0,1780076,38820,1150904,0,0,0,0,9689,481,0,51,49,0,0,"1,1442732963","-0,391538475","0,7988490666","0,4475635791","0,1009851608","-0,348887583","0,9660852501"
8,0,0,1778732,38820,1150904,0,0,0,0,9357,471,0,51,49,0,0,"1,1054137603","-0,378446661","0,7697369889","0,4313178857","0,0919464737","-0,373415969","0,9667907205"
7,0,0,1778732,38820,1150904,0,0,0,4,8705,482,0,51,49,0,0,"0,9120811695","-0,344772785","0,4811566141","0,2672552789","0,0635068776","-0,315495907","0,6639898167"
9,0,0,1778732,38820,1150904,0,0,0,0,10459,485,0,51,49,0,0,"1,3514744105","-0,422335624","1,0943437481","0,6199197404","0,1251766717","-0,379507371","1,2750962847"
2,0,0,1770940,38828,1150916,0,0,0,32,4492,805,0,54,46,0,0,"-0,130231721","0,2395005922","-0,9664515","-0,516006046","-0,279810442","0,4242097351","-0,845246895"
2,0,0,1768924,38828,1150916,0,0,0,8,10589,464,0,51,49,0,0,"0,4755326079","-0,557284478","-0,398337407","-0,352899199","0,2307683803","0,0001275996","-0,974415632"
3,0,0,1768924,38828,1150916,0,0,0,0,10162,497,1,51,49,0,0,"0,5332654223","-0,494380472","-0,229926252","-0,22106743","0,1728446928","-0,009624646","-0,619558998"
4,0,0,1768924,38828,1150916,0,0,0,0,10481,469,0,51,49,0,0,"0,7163534903","-0,515831383","0,0227039012","-0,078080606","0,1985527546","-0,111396861","-0,330908896"
4,0,0,1768924,38828,1150916,0,0,0,0,10286,484,0,51,49,0,0,"0,6985182452","-0,492547874","-0,003528838","-0,082888078","0,178314706","-0,092991865","-0,319861715"
4,0,0,1768924,38836,1150908,0,0,0,28,10146,502,0,51,49,0,0,"0,6827876452","-0,471662664","-0,023946853","-0,085157255","0,1590495027","-0,067601757","-0,306413817"
4,0,0,1768924,38836,1150908,0,0,0,0,10023,475,1,51,49,0,0,"0,6389121382","-0,486406563","-0,017772687","-0,092854532","0,1698121249","-0,106297774","-0,30874021"
3,0,0,1768924,38836,1150908,0,0,0,4,9102,527,0,51,49,0,0,"0,4546906979","-0,401889579","-0,35997943","-0,262090633","0,1009404764","0,0010431866","-0,597124322"
3,0,0,1768924,38836,1150908,0,0,0,0,9693,501,0,51,49,0,0,"0,513354861","-0,458036777","-0,288743558","-0,243045048","0,1485273411","-0,024095315","-0,620824994"
3,0,0,1768924,38836,1150908,0,0,0,0,10328,478,0,51,49,0,0,"0,5767219619","-0,51492121","-0,214033153","-0,221532718","0,1962375142","-0,043191636","-0,643470622"
3,0,0,1768924,38844,1150900,0,0,0,24,9924,488,0,51,49,0,0,"0,5316810606","-0,483092168","-0,258433713","-0,236660639","0,1694480781","-0,037718387","-0,629919727"
5,0,0,1768924,38844,1150900,0,0,0,0,9509,469,1,51,49,0,0,"0,7076319317","-0,443068429","0,1492584937","0,0232020457","0,1369026942","-0,187874085","0,0166985619"
5,0,0,1768924,38844,1150900,0,0,0,0,9699,481,0,51,49,0,0,"0,7600150843","-0,442409779","0,1547651928","0,0307740443","0,1396678837","-0,171809325","0,0083647837"
3,0,0,1770748,38844,1150916,0,0,0,4,7031,627,0,53,47,0,0,"0,2414777472","-0,088852625","-0,482408595","-0,315515258","-0,051197837","0,1361819455","-0,611638191"
3,0,0,1770748,38844,1150916,0,0,0,0,9773,471,0,51,49,0,0,"0,5174631317","-0,484364052","-0,269206803","-0,246465235","0,1730717501","-0,069715998","-0,637958693"
4,0,0,1770748,38852,1150916,0,0,0,16,10193,488,0,51,49,0,0,"0,6885151566","-0,483703381","-0,015035781","-0,086145697","0,1705405821","-0,089159521","-0,315501885"
2,0,0,1784128,38852,1150916,0,0,0,0,3960,782,0,54,46,0,0,"-0,174950357","0,2625085044","-1,021172665","-0,543020401","-0,294382468","0,3697377269","-0,852309086"
2,0,0,1782560,38852,1150916,0,0,0,0,9650,331,0,51,49,0,0,"0,3613175671","-0,59000547","-0,448294863","-0,422357638","0,2735945112","-0,238654355","-1,029833802"
3,0,0,1782560,38852,1150916,0,0,0,0,10259,469,0,51,49,0,0,"0,5798987393","-0,51196455","-0,22569181","-0,226403401","0,1950688636","-0,062209364","-0,649209949"
4,0,0,1782560,38852,1150916,0,0,0,8,10123,485,0,51,49,0,0,"0,6923975773","-0,476661188","-0,02857782","-0,089580473","0,165540792","-0,098546428","-0,318336289"
4,0,0,1782560,38884,1150884,0,0,0,216,10259,528,0,51,49,0,0,"0,6830881201","-0,462115658","-0,021943195","-0,07749475","0,1446638846","-0,021333891","-0,285193824"
4,0,0,1782560,38884,1150884,0,0,0,0,10120,485,0,51,49,0,0,"0,6932872493","-0,47615067","-0,029293181","-0,089585101","0,1652817063","-0,09883751","-0,318792551"
4,0,0,1782560,38884,1150884,0,0,0,0,9934,484,0,51,49,0,0,"0,6731431547","-0,46515699","-0,047969592","-0,097639703","0,1567528702","-0,105468706","-0,316149218"
5,0,0,1782560,38888,1150880,0,0,4,0,9593,479,1,51,49,0,0,"0,7310135989","-0,435653371","0,1454300388","0,0290782671","0,1298211818","-0,1729379","0,01825429"
5,0,0,1782560,38888,1150880,0,0,0,0,10572,484,0,51,49,0,0,"0,8665922982","-0,490050421","0,2348155092","0,0682605969","0,1768044763","-0,146280786","-0,007182287"
5,0,0,1782560,38888,1150880,0,0,0,12,9105,487,0,51,49,0,0,"0,7080581891","-0,395849404","0,0836057609","0,0070057185","0,1020260435","-0,18105814","0,0200461043"
5,0,0,1782688,38896,1150872,0,0,0,12,9190,666,2,51,47,0,0,"0,6582822144","-0,239221365","0,0833075054","0,0702204284","-0,020500814","0,1317035173","0,113194318"
7,0,0,1782688,38896,1150872,0,0,0,0,10066,508,0,51,49,0,0,"1,0674843321","-0,409859003","0,6074552743","0,33050359","0,1115200732","-0,238404832","0,6533722147"
7,0,0,1782688,38896,1150872,0,0,0,0,9454,473,0,51,49,0,0,"0,9947158369","-0,396918394","0,5591486504","0,29681534","0,1057780262","-0,310326095","0,6457173662"
7,0,0,1781948,38936,1152232,0,0,1260,116,9700,674,4,53,42,2,0,"0,7762423095","0,2701278151","0,673842464","0,4276812346","-0,069336645","-0,104384035","0,6420873318"
7,0,0,1781948,38936,1152232,0,0,0,0,10300,474,0,51,49,0,0,"1,0868187043","-0,449759074","0,6461640854","0,3329894171","0,1476426941","-0,285813852","0,6318458145"
7,0,0,1781948,38936,1152232,0,0,0,4,9562,492,0,51,49,0,0,"1,0107590796","-0,390205504","0,5631564926","0,3059442496","0,0983902198","-0,277307697","0,653917635"
4,0,0,1781948,38936,1152336,0,0,0,0,9703,554,0,51,49,0,0,"0,6641511503","-0,399493623","-0,100167973","-0,091131355","0,0965731801","-0,001222728","-0,276177523"
5,0,0,1781948,38936,1152336,0,0,0,0,9855,478,0,51,49,0,0,"0,7899559589","-0,449428672","0,164239477","0,037093166","0,1459982863","-0,175316457","0,0018509939"
6,0,0,1776988,39228,1157932,0,0,3591,116,5791,1769,4,68,26,3,0,"0,2987867477","2,3888749152","0,5660098556","0,477382608","-0,944532843","1,6328026184","0,2236892901"
5,0,0,1758596,39400,1158768,0,0,764,0,5917,1823,2,60,33,5,0,"0,2956770749","2,157798582","-0,306724757","0,3252955279","-0,982501104","1,6495858046","0,1975923173"
5,0,0,1758596,39400,1158892,0,0,0,0,9608,488,0,51,49,0,0,"0,7533382669","-0,435219703","0,1496743896","0,0305137562","0,1353889121","-0,162188135","0,0144047595"
7,0,0,1757252,39400,1158956,0,0,0,4,9247,640,1,51,48,0,0,"0,9462877485","-0,255713751","0,5178719776","0,3373492436","-0,01264096","-0,033891207","0,7401494145"
6,0,0,1757252,39400,1158956,0,0,0,0,9275,475,0,51,49,0,0,"0,8389062083","-0,408931411","0,3390116832","0,1526129277","0,1168122653","-0,24963194","0,3333757666"
7,0,0,1757252,39400,1158956,0,0,0,4,9649,489,0,51,49,0,0,"1,0062963781","-0,40708498","0,5890988879","0,3105113338","0,1139566483","-0,275386298","0,6543009457"
7,0,0,1757252,39408,1158948,0,0,0,68,9532,562,1,51,49,0,0,"0,9690753383","-0,352650268","0,5590805142","0,3242338933","0,0557960385","-0,153449497","0,7093135548"
7,0,0,1755908,39408,1158948,0,0,0,0,9241,474,0,51,49,0,0,"0,9588831941","-0,392704065","0,554056025","0,2899968692","0,1046119561","-0,309984776","0,6534643216"
7,0,0,1755908,39408,1158948,0,0,76,0,9468,505,0,55,45,0,0,"0,9620332251","-0,163771622","0,8300125342","0,3288729766","0,1348571767","-0,191594176","0,4654511755"
8,0,0,1755908,39408,1159032,0,0,0,4,9993,501,0,51,49,0,0,"1,1695714551","-0,405161331","0,8375610193","0,4667712099","0,1113907007","-0,304945801","0,9746647202"
8,0,0,1755908,39408,1159032,0,0,60,0,10355,557,0,59,41,0,0,"1,1664611537","0,0500187259","1,3821888692","0,5391466176","0,1743869083","-0,075054065","0,5947210778"
8,0,0,1755908,39416,1159092,0,0,0,24,9548,465,0,51,49,0,0,"1,1114451943","-0,404285969","0,8078261849","0,4395755189","0,1149124034","-0,373384937","0,9649279833"
6,0,0,1785572,39432,1159120,0,0,24,136,3808,871,2,54,45,0,0,"0,2408665831","0,4066140023","-0,155909226","0,0395811431","-0,410503091","0,2963265674","0,4959637168"
8,0,0,1782660,39432,1159120,0,0,0,8,9130,492,0,51,49,0,0,"1,0990440192","-0,347303823","0,7366258089","0,428507874","0,0669556715","-0,348241602","0,9804749317"
6,0,0,1782660,39432,1159124,0,0,0,0,9280,496,0,51,49,0,0,"0,8670835358","-0,38416593","0,3153569575","0,1577570501","0,0947182825","-0,22178549","0,339874525"
7,0,0,1782412,39436,1159124,0,0,0,8,8651,492,1,51,49,0,0,"0,8928547214","-0,336374433","0,4793318681","0,2724417043","0,0530900417","-0,295002967","0,680143884"
8,0,0,1782412,39480,1159280,0,0,228,120,9631,803,20,53,26,1,0,"0,1925660822","0,4369118022","1,4130283805","0,7360202279","-0,131672171","0,3904412294","1,0401546982"
9,0,0,1782412,39480,1159384,0,0,0,4,9378,488,0,51,49,0,0,"1,2506385369","-0,350464926","0,9810175346","0,5772200927","0,0705567784","-0,406058604","1,2937608904"
9,0,0,1782412,39480,1159384,0,0,0,0,9649,514,0,51,49,0,0,"1,2856376065","-0,348339906","0,9978529078","0,5945823637","0,0656563408","-0,357725309","1,3023108163"
0,0,1782412,39480,1159384,0,0,0,0,9837,506,0,51,49,0,0,,"-8,081107266","-0,709057633","1,2823429583","-1,146930499","0,3844441987","0,5849225832","-0,487140085"
0,0,1782412,39480,1159384,0,0,0,36,9382,505,0,51,49,0,0,,"-8,010220388","-0,68899288","1,2593124499","-1,139508836","0,3774662723","0,5706714306","-0,5153272"
0,0,1756960,39724,1160040,0,0,872,200,10203,884,14,57,29,0,0,,"-8,54720419","-1,477337346","0,4706474339","-0,813339418","0,2047444324","0,4258761199","0,3485097405"
0,0,1756960,39724,1160040,0,0,0,0,10183,500,0,51,49,0,0,,"-8,135828281","-0,722531683","1,2990516673","-1,152794966","0,3884789563","0,5939775941","-0,464997322"
0,0,1756960,39724,1160040,0,0,0,0,10726,514,0,51,49,0,0,,"-8,219543559","-0,745299672","1,3279104524","-1,161014946","0,3960878991","0,6089061778","-0,430581239"
0,0,1756960,39724,1160040,0,0,0,0,9826,507,1,51,49,0,0,,"-8,078847212","-0,707851626","1,2813268897","-1,146482073","0,3835768489","0,5861827663","-0,487383999"
0,0,1756960,39724,1160040,0,0,0,0,10162,508,0,51,49,0,0,,"-8,131675018","-0,722189646","1,2988122705","-1,152117592","0,388608671","0,5936322033","-0,466473398"
0,0,1756960,39724,1160040,0,0,0,352,9435,518,0,51,49,0,0,,"-8,020536007","-0,677256839","1,2636127238","-1,139098698","0,3687525112","0,55454383","-0,504888449"
9,0,0,1756960,39732,1160192,0,0,0,32,9900,545,1,51,49,0,0,"1,2622700869","-0,356266711","1,0369955276","0,6148695461","0,0627479662","-0,287679647","1,331522626"
0,0,1756960,39732,1160184,0,0,0,0,7910,502,0,51,49,0,0,,"-7,778891693","-0,631042513","1,1844641818","-1,11583548","0,3596337873","0,5331305832","-0,610093801"
0,0,1756960,39732,1160184,0,0,0,0,9274,523,0,51,49,0,0,,"-7,990700792","-0,68734184","1,2555024456","-1,137080084","0,378043971","0,5702459998","-0,523400993"
0,0,1789376,39732,1160184,0,0,0,0,9510,548,1,51,49,0,0,,"-8,02485298","-0,697697178","1,2695720417","-1,139629986","0,3815860086","0,5788280135","-0,50824856"
6,0,0,1762000,39788,1162948,0,0,2448,128,6381,1985,21,73,4,2,0,"-0,419484352","2,8377859636","1,4932978928","0,7303320895","-0,962443051","2,4494702132","0,0851223799"
7,0,0,1716680,39836,1192888,0,0,29696,320,8985,1082,19,65,14,2,0,"-0,392681723","2,7973075468","1,8344358837","0,7775165369","-1,129983188","-0,656047654","0,9441990321"
0,0,1633520,39836,1242684,0,0,49792,4,10567,595,26,74,0,1,0,,"-11,74695203","-4,030203954","-4,166785788","15,168940432","0,5185554675","-0,628350502","-2,038470035"
7,0,0,1543056,39844,1323608,0,0,75572,96,9172,907,18,81,0,1,0,"-0,899944373","5,4109380518","3,1647933895","0,9500878484","-2,173975437","-3,183675336","1,1320653655"
7,0,0,1450324,39844,1415708,0,0,0,0,9291,571,22,79,0,0,0,"-0,159316546","1,4057571016","3,2847940534","0,7362216099","0,4900728777","0,6433502238","-0,651144518"
0,0,1480872,39848,1415776,0,0,0,86032,11465,697,32,68,0,0,0,,"-10,36321456","1,4304126516","-0,451064409","-0,86590124","-2,809324769","-4,582675998","3,7905676251"
8,0,0,1479976,39848,1415632,0,0,0,4120,9328,610,5,52,44,0,0,"0,3506759611","-0,434055415","1,333552601","0,5074974007","0,2108559117","0,0609527207","1,2894152849"
8,0,0,1479976,39848,1415632,0,0,0,4,10211,491,0,51,49,0,0,"1,2943939212","-0,523013103","1,0597652279","0,5376434923","0,2784383047","-0,293616242","0,9849438503"
8,0,0,1479976,39848,1415632,0,0,0,0,9116,475,0,51,49,0,0,"1,1743622896","-0,465540259","0,9538055433","0,4879983908","0,2352958045","-0,348740677","0,9950350402"
8,0,0,1479976,39856,1415632,0,0,0,120,9692,509,1,51,49,0,0,"1,1946750293","-0,485625794","1,0139121315","0,5211419024","0,2397019848","-0,268106503","1,0217390019"
9,0,0,1479976,39856,1415632,0,0,0,4,9162,506,0,51,49,0,0,"1,3100686144","-0,430560057","1,163179884","0,6359451338","0,2041924248","-0,356541814","1,3302976437"
7,0,0,1479976,39856,1415632,0,0,0,4432,9967,498,0,51,49,0,0,"0,4496974951","-0,696299375","1,0381346185","0,3180741505","0,3293974684","-0,112405849","0,9554871446"
5,0,0,1471936,39856,1415632,0,0,0,0,6824,589,0,53,47,0,0,"0,5561581322","-0,178063083","0,1569940901","0,0112407116","0,1001325922","-0,020951791","0,0337297004"
5,0,0,1471936,39856,1415632,0,0,0,4,9366,471,0,51,49,0,0,"0,8172226692","-0,533447227","0,3343196295","0,0803552827","0,2878280061","-0,172025313","0,0309126537"
6,0,0,1471936,39864,1415632,0,0,0,156,9261,491,1,51,49,0,0,"0,8817048188","-0,506816842","0,5492497663","0,2201969675","0,2570759103","-0,189286751","0,3838075977"
6,0,0,1471936,39864,1415632,0,0,0,0,9275,470,0,51,49,0,0,"0,9329505387","-0,512952303","0,5424934973","0,2154142338","0,2723472376","-0,234322475","0,3514895249"
6,0,0,1471936,39864,1415632,0,0,0,0,9521,490,0,51,49,0,0,"0,9634142025","-0,513808291","0,5594520998","0,2302997503","0,2704801973","-0,196041156","0,3576252054"
6,0,0,1471936,39864,1415632,0,0,0,4,9851,489,0,51,49,0,0,"0,9979583713","-0,535506943","0,5939396734","0,2438965951","0,2876157016","-0,188552289","0,3517600818"
2,0,0,1471376,39864,1415632,0,0,0,0,6871,621,0,53,47,0,0,"0,192054307","-0,20378274","-0,503010385","-0,396683842","0,1149581947","0,2054218677","-0,909880251"
3,0,0,1471376,39872,1415632,0,0,0,20,9429,486,0,51,49,0,0,"0,5739049027","-0,557946269","-0,098885967","-0,191957491","0,3040012742","-0,029787794","-0,600912319"
3,0,0,1471376,39872,1415632,0,0,0,0,9523,476,1,51,49,0,0,"0,5555149164","-0,574238248","-0,077082131","-0,186799385","0,3136709193","-0,035515809","-0,597647002"
3,0,0,1471376,39872,1415632,0,0,0,0,9263,473,1,50,49,0,0,"0,5154440935","-0,595057465","-0,145266752","-0,197559307","0,2935054553","-0,058430119","-0,554445111"
3,0,0,1471376,39872,1415632,0,0,0,0,9527,487,0,51,49,0,0,"0,5877539743","-0,562585917","-0,090251844","-0,187281988","0,3079072726","-0,026082246","-0,603337447"
3,0,0,1471376,39872,1415632,0,0,0,4,9142,487,0,51,49,0,0,"0,5458536298","-0,538474888","-0,129566049","-0,203549963","0,288847425","-0,036430431","-0,596543338"
4,0,0,1471376,39880,1415624,0,0,0,16,9241,500,0,51,49,0,0,"0,6822922279","-0,520346489","0,0931129739","-0,05758363","0,2731449424","-0,071017415","-0,270951862"
4,0,0,1471376,39880,1415624,0,0,0,4,10138,475,0,51,49,0,0,"0,775220159","-0,594730307","0,1949379928","-0,025303347","0,3351153861","-0,086480249","-0,299844498"
5,0,0,1471376,39880,1415624,0,0,0,0,9481,544,1,51,49,0,0,"0,815034614","-0,491111759","0,3250207781","0,1049420467","0,2404852502","-0,045490022","0,0777384607"
5,0,0,1471376,39880,1415624,0,0,0,0,9437,487,0,51,49,0,0,"0,828214927","-0,526253586","0,3351128002","0,0870292333","0,280204446","-0,14480255","0,0377965319"
5,0,0,1471376,39880,1415624,0,0,0,0,9977,488,0,51,49,0,0,"0,8863083747","-0,559565125","0,3901235951","0,1099822536","0,3063052716","-0,128557858","0,0291408693"
5,0,0,1471376,39888,1415616,0,0,0,12,9966,488,1,51,49,0,0,"0,8536752685","-0,563200892","0,3986200858","0,1124663462","0,3041292224","-0,12047841","0,0413894249"
6,0,0,1471376,39888,1415616,0,0,0,120,9470,480,0,51,49,0,0,"0,936537084","-0,522970152","0,5647623971","0,2239334138","0,276679075","-0,209889034","0,3610876908"
6,0,0,1471376,39888,1415616,0,0,0,4,9328,478,0,51,49,0,0,"0,9391097985","-0,510807769","0,5451585885","0,2193858622","0,2695612072","-0,220013314","0,3550650078"
6,0,0,1471376,39888,1415616,0,0,0,0,9860,484,0,51,49,0,0,"0,9979963965","-0,539790473","0,5970735863","0,2432001823","0,2916944728","-0,196192857","0,348868375"
6,0,0,1471376,39888,1415616,0,0,0,0,8998,466,1,51,49,0,0,"0,8723461701","-0,502478929","0,5250803567","0,2059867263","0,2597957115","-0,239987192","0,3655212662"
7,0,0,1471376,39896,1415608,0,0,0,16,8991,493,0,51,49,0,0,"1,0292177232","-0,463726535","0,7222577176","0,3474559678","0,2308085789","-0,263280573","0,6890928731"
7,0,0,1471376,39896,1415608,0,0,0,0,9557,475,0,51,49,0,0,"1,0887219078","-0,511952746","0,7870053089","0,3674570337","0,2713704547","-0,276779204","0,6691764662"
7,0,0,1471376,39896,1415608,0,0,0,8,9513,473,1,51,49,0,0,"1,0527807373","-0,514811857","0,7927426244","0,3681659844","0,2689152918","-0,272864358","0,6806980071"
8,0,0,1471376,39896,1415608,0,0,0,8,9386,492,0,51,49,0,0,"1,1976732951","-0,473710164","0,9801123807","0,5030335728","0,2394011353","-0,312486717","1,0011602527"
8,0,0,1471376,39896,1415636,0,0,0,0,9806,507,0,51,49,0,0,"1,2470611797","-0,488875846","1,0166019378","0,5242458677","0,2495961002","-0,277598788","1,0012488093"
6,0,0,1475320,39904,1415636,0,0,0,40,7266,570,0,53,47,0,0,"0,721520193","-0,204841524","0,427497091","0,1639570866","0,1233279271","-0,096762031","0,3382162334"
6,0,0,1475320,39904,1415636,0,0,0,0,9632,479,0,51,49,0,0,"0,9761467342","-0,527574791","0,5733435862","0,2324970644","0,2827213206","-0,211133","0,3495038685"
1,0,0,1492500,39904,1415636,0,0,0,0,7469,501,0,42,58,0,0,"0,1990798607","-0,933481011","-1,351916425","-0,598491202","0,1156229265","-0,100060075","-0,750001017"
