r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
2,0,0,1171288,34424,1749380,0,0,0,4,8587,478,0,51,49,0,0,"-0,411533066","-0,430052734","-0,096445655","-0,276690579","0,2360444265","-0,643528799","0,0057453443"
2,0,0,1171288,34424,1749380,0,0,0,8,12244,406,0,51,49,0,0,"-0,075832177","-0,867485103","-0,341115041","0,2685078274","-0,138986574","-0,666498113","0,4931640926"
2,0,0,1171288,34424,1749380,0,0,0,0,11242,416,1,51,49,0,0,"-0,146911579","-0,724860491","-0,179973261","0,1492894342","-0,160153005","-0,635377511","0,4292204342"
3,0,0,1171288,34432,1749380,0,0,0,24,11031,427,0,51,49,0,0,"0,0192637661","-0,505728432","-0,347305399","0,3877350871","-0,17792049","-0,119931349","-0,048990105"
4,0,0,1171064,34432,1749380,0,0,0,0,11395,415,0,51,49,0,0,"0,2482882947","-0,335382764","-0,473624201","0,7531669824","-0,391825906","0,4089125388","-0,376372821"
2,0,0,1148664,34432,1749380,0,0,0,4,8978,506,0,52,48,0,0,"-0,255488896","-0,348015089","-0,119472554","-0,349562645","0,2372413019","-0,74950662","-0,064721235"
2,0,0,1148664,34432,1749380,0,0,0,0,10897,267,0,51,49,0,0,"-0,285323555","-1,119682522","-0,40481014","0,6791305812","-0,052198712","-0,29413155","0,9767891864"
2,0,0,1170472,34432,1749380,0,0,0,4,11139,473,0,51,49,0,0,"-0,130939917","-0,629426555","-0,219955915","-0,078322189","0,0002798906","-0,742721978","0,1713320417"
3,0,0,1159048,34440,1749380,0,0,0,36,10077,386,1,51,49,0,0,"-0,057739614","-0,498385199","-0,229013427","0,4549323215","-0,209454366","0,0283401939","0,097846693"
3,0,0,1159048,34440,1749380,0,0,0,0,11935,420,0,51,49,0,0,"0,1397092656","-0,597482784","-0,398303984","0,4642624165","-0,25670467","-0,136536369","0,0363444414"
2,0,0,1151432,34440,1749380,0,0,0,0,9759,485,0,51,49,0,0,"-0,229097934","-0,514068696","-0,139499825","-0,243163075","0,150617733","-0,691961701","0,0563577356"
3,0,0,1169768,34440,1749380,0,0,0,0,9949,375,0,51,49,0,0,"-0,127792925","-0,556069311","-0,342237392","0,4928405961","-0,091329167","0,0587438185","0,1003506688"
4,0,0,1169768,34440,1749380,0,0,0,0,12324,428,0,51,49,0,0,"0,3695707344","-0,374431569","-0,501368591","0,7627457217","-0,466416164","0,3496438688","-0,37194117"
2,0,0,1170512,34448,1749380,0,0,0,20,7623,549,1,52,48,0,0,"-0,356598438","-0,092777323","0,1080168662","-0,62725026","0,2720180247","-0,740170144","-0,277634288"
2,0,0,1161104,34448,1749380,0,0,0,0,10051,377,0,51,49,0,0,"-0,291482411","-0,791825397","-0,247929483","0,1842575762","0,0826792486","-0,458255424","0,4995862297"
2,0,0,1161104,34448,1749380,0,0,0,0,12218,421,0,51,49,0,0,"-0,023271606","-0,84265474","-0,312207351","0,1770410247","-0,104592535","-0,657629558","0,4465469906"
3,0,0,1161104,34448,1749380,0,0,0,4,11959,434,0,51,49,0,0,"0,158946086","-0,566776712","-0,379891602","0,4049012264","-0,246088588","-0,153495823","-0,014510246"
2,0,0,1151920,34448,1749380,0,0,0,0,10699,495,1,51,48,0,0,"-0,061857934","-0,485152034","-0,071641069","-0,217589355","-0,050922799","-0,756107936","0,110271874"
2,0,0,1174448,34456,1749380,0,0,0,16,9504,353,0,51,49,0,0,"-0,382710686","-0,804719616","-0,233588462","0,2332738505","0,1287555934","-0,363949745","0,5635305123"
3,0,0,1174448,34456,1749380,0,0,0,4,12190,423,0,51,49,0,0,"0,1614557048","-0,604792692","-0,394036001","0,4599087382","-0,270299051","-0,124010018","0,041614599"
4,0,0,1174448,34456,1749380,0,0,0,0,12358,419,0,51,49,0,0,"0,3758276199","-0,400731688","-0,499808142","0,783051825","-0,460092207","0,3962747505","-0,328530589"
2,0,0,1154288,34456,1749380,0,0,0,0,8944,519,1,51,48,0,0,"-0,226512081","-0,301670488","0,0420570114","-0,447030209","0,1315836573","-0,708048258","-0,079033237"
3,0,0,1154288,34456,1749380,0,0,0,0,12232,420,0,51,49,0,0,"0,1972557367","-0,626497825","-0,402469399","0,4660909356","-0,267787456","-0,124181873","0,0615620957"
3,0,0,1154288,34464,1749380,0,0,0,12,11781,461,1,51,49,0,0,"0,2194413238","-0,451397681","-0,230154668","0,2630397181","-0,318569713","-0,173264697","-0,090591162"
2,0,0,1146576,34464,1749380,0,0,0,0,10916,530,0,51,49,0,0,"-0,034097086","-0,499516409","-0,137928178","-0,358234012","0,0840024832","-0,803881922","-0,044412816"
2,0,0,1167344,34464,1749392,0,0,0,4,9933,376,0,51,49,0,0,"-0,297681252","-0,78698838","-0,230565019","0,1639766178","0,1064982702","-0,42124191","0,5024949305"
2,0,0,1167344,34464,1749392,0,0,0,0,11876,414,0,51,49,0,0,"-0,058436007","-0,836091387","-0,290255005","0,1625168483","-0,062484525","-0,596703028","0,4607127671"
2,0,0,1146960,34464,1749392,0,0,0,0,8972,530,0,52,48,0,0,"-0,198859346","-0,300581596","-0,075720908","-0,4791589","0,2779941857","-0,745165256","-0,144512018"
3,0,0,1146960,34472,1749392,0,0,0,16,12257,424,1,50,49,0,0,"0,238667056","-0,610793322","-0,256086798","0,4139509698","-0,382583298","-0,084227152","0,0858138108"
2,0,0,1167336,34472,1749392,0,0,0,0,10478,484,0,51,49,0,0,"-0,143922587","-0,569145906","-0,15121528","-0,216580914","0,1058926447","-0,665163057","0,1104704196"
2,0,0,1156360,34472,1749392,0,0,0,4,9761,505,1,51,49,0,0,"-0,15693584","-0,426776675","0,0068749845","-0,359310514","0,0681097281","-0,674607879","0,0219624904"
2,0,0,1156360,34472,1749392,0,0,0,4,12149,426,0,51,49,0,0,"0,0078138911","-0,835578548","-0,287698035","0,1241264519","-0,070960837","-0,624518151","0,4353046393"
3,0,0,1155464,34472,1749392,0,0,0,0,12369,412,0,51,49,0,0,"0,2212774659","-0,659830248","-0,405488961","0,4888433509","-0,269379699","-0,085516915","0,1077568299"
3,0,0,1155464,34480,1749392,0,0,0,16,11708,427,1,51,49,0,0,"0,2001612231","-0,532035248","-0,246592371","0,3697680804","-0,310373786","-0,068849995","0,0464454408"
3,0,0,1155464,34480,1749392,0,0,0,0,11904,415,0,51,49,0,0,"0,1824974499","-0,621431007","-0,374565989","0,4338732977","-0,216583655","-0,055484229","0,0737276783"
2,0,0,1171872,34480,1749344,0,0,0,4,9008,564,0,51,49,0,0,"-0,236766197","-0,27030985","0,0020442332","-0,636778181","0,2837626749","-0,750688559","-0,284581459"
3,0,0,1171872,34480,1749344,0,0,0,0,12308,413,0,51,49,0,0,"0,1967735157","-0,646119452","-0,393744125","0,4777692583","-0,262332911","-0,066885156","0,0994121389"
3,0,0,1171872,34480,1749344,0,0,0,4,12099,414,0,51,49,0,0,"0,175180042","-0,628571136","-0,381939128","0,4590169099","-0,241660189","-0,059092886","0,0837940842"
2,0,0,1160224,34488,1749344,0,0,0,12,10959,537,0,51,49,0,0,"-0,020096856","-0,485206469","-0,112963264","-0,402280286","0,1013087459","-0,776513329","-0,062651775"
2,0,0,1146536,34488,1749344,0,0,0,0,9921,483,0,51,49,0,0,"-0,152224911","-0,547892866","-0,117041229","-0,28033338","0,1817467797","-0,613060159","0,0966708252"
3,0,0,1146536,34488,1749344,0,0,0,0,11621,423,1,50,49,0,0,"0,1874269417","-0,57243637","-0,217943677","0,3502013921","-0,30943889","-0,022723036","0,0620181822"
2,0,0,1170528,34488,1749344,0,0,0,0,10634,484,0,51,49,0,0,"-0,114939896","-0,583436039","-0,14737289","-0,22207462","0,1049063769","-0,644087683","0,1255692725"
2,0,0,1154848,34492,1749340,0,0,4,0,10608,482,0,52,48,0,0,"-0,043818935","-0,538134945","-0,179977345","-0,204266004","0,1268681931","-0,67078486","0,1465100792"
2,0,0,1156548,34500,1749344,0,0,0,24,12022,570,1,51,49,0,0,"0,169049564","-0,442072854","-0,019601863","-0,468868403","-0,090798204","-0,875700776","-0,09614639"
3,0,0,1156612,34500,1749344,0,0,0,4,11916,447,1,51,49,0,0,"0,2583304812","-0,504471842","-0,226203556","0,2850534858","-0,304980763","-0,086134428","-0,011905126"
4,0,0,1148228,34516,1750340,0,0,940,0,10269,740,7,53,39,1,0,"0,7081153988","2,4053237888","0,6957710507","-1,352099422","-0,990599634","-0,063744323","0,3582391095"
2,0,0,1169432,34540,1750760,0,0,340,0,10143,564,3,52,46,0,0,"0,1287958727","-0,108820815","0,2522930892","-0,597790349","-0,115889894","-0,751288908","-0,072927179"
2,0,0,1169432,34540,1750760,0,0,0,0,11958,415,1,50,49,0,0,"0,0391577352","-0,84555312","-0,109994633","0,0584338979","-0,132329189","-0,445876251","0,5254690158"
2,0,0,1149728,34548,1750760,0,0,0,92,9037,518,0,51,49,0,0,"-0,154147618","-0,41623325","0,0161341792","-0,53506433","0,3467228941","-0,54471202","-0,064565226"
2,0,0,1149728,34548,1750760,0,0,0,8,11767,404,1,50,49,0,0,"0,0517982773","-0,871710891","-0,106933754","0,0704191952","-0,102208558","-0,404127612","0,567416677"
2,0,0,1149728,34548,1750760,0,0,0,0,12064,417,0,51,49,0,0,"0,0887031","-0,878746511","-0,241760802","0,061540928","0,00805659","-0,470390057","0,5033472461"
2,0,0,1149728,34548,1750760,0,0,0,12,12121,418,0,51,49,0,0,"0,095870594","-0,880351499","-0,241506075","0,063500688","0,0045027907","-0,475867508","0,5024313424"
2,0,0,1171972,34548,1750760,0,0,0,0,11098,519,0,51,49,0,0,"0,029182102","-0,551048548","-0,096095218","-0,389647129","0,13195822","-0,637095626","0,0408992343"
2,0,0,1158532,34560,1750764,0,0,0,44,10605,446,0,51,49,0,0,"-0,045610739","-0,701802168","-0,126452405","-0,161429996","0,1710020001","-0,441003073","0,3102716425"
2,0,0,1158532,34560,1750764,0,0,0,0,11945,421,1,50,49,0,0,"0,0828712442","-0,842425862","-0,091593888","0,0075236944","-0,105351335","-0,425852574","0,513354628"
2,0,0,1169900,34560,1750764,0,0,0,4,9260,521,1,51,49,0,0,"-0,121244432","-0,371937884","0,1082671782","-0,55322914","0,2002950645","-0,528466044","-0,03203105"
3,0,0,1169900,34560,1750764,0,0,0,0,12175,272,0,51,49,0,0,"0,1636740475","-1,001800931","-0,464924265","0,9119530862","-0,230059424","0,3805460194","0,6860090392"
2,0,0,1170800,34560,1750764,0,0,0,8,10821,598,0,51,49,0,0,"0,0779580471","-0,345289797","0,0007830318","-0,724075339","0,2030706948","-0,772866421","-0,280417765"
2,0,0,1162040,34568,1750764,0,0,0,28,7922,362,0,51,49,0,0,"-0,398679794","-0,71044777","-0,071305771","-0,049938958","0,3950735246","-0,115310113","0,4952725504"
2,0,0,1162040,34568,1750764,0,0,0,0,11870,423,0,51,49,0,0,"0,0740794231","-0,84938911","-0,211230922","0,0062565375","0,0427448903","-0,43611379","0,474568291"
3,0,0,1161816,34568,1750764,0,0,0,0,11833,420,1,51,48,0,0,"0,3178257858","-0,553231703","-0,206733508","0,3139219744","-0,250627755","0,0805163012","0,1266337137"
2,0,0,1184920,34568,1750764,0,0,0,4,10933,512,0,51,49,0,0,"0,0062906179","-0,554650827","-0,078356027","-0,392524882","0,1588350464","-0,576382481","0,0647907748"
3,0,0,1173496,34568,1750764,0,0,0,0,10674,487,0,51,49,0,0,"0,1770808201","-0,376693874","-0,184637338","-0,025450957","0,0055684205","0,0069352392","-0,243014904"
3,0,0,1173496,34576,1750764,0,0,0,24,12592,425,1,50,49,0,0,"0,3482827726","-0,649868697","-0,19519636","0,3267785156","-0,324863913","0,0841361901","0,1410554954"
3,0,0,1177028,34576,1750764,0,0,0,0,5139,1001,0,52,48,0,0,"0,0409337065","1,3171626017","0,5393708646","-2,377005554","0,7548225301","-0,848078029","-2,567834212"
2,0,0,1165488,34576,1750764,0,0,0,0,802,1000,1,53,46,0,0,"-0,511414565","1,5290206048","0,907244609","-2,968717493","1,2276223246","-1,204931415","-2,360856847"
4,0,0,1171432,34576,1750764,0,0,0,0,8874,457,0,52,48,0,0,"0,216286815","-0,038252491","-0,245535739","0,264410288","0,0104850674","0,6560331466","-0,607707241"
4,0,0,1171432,34576,1750764,0,0,0,4,11827,421,0,51,49,0,0,"0,4601995474","-0,396440115","-0,389793372","0,5977108967","-0,293345447","0,6255343537","-0,309612989"
3,0,0,1157992,34584,1750764,0,0,0,16,10846,519,1,51,49,0,0,"0,2939198515","-0,279437362","-0,047101531","-0,16279817","-0,093530811","-0,042949424","-0,316977276"
3,0,0,1162264,34584,1750764,0,0,0,4,7078,572,0,52,48,0,0,"-0,060160505","0,1346595162","0,0475349526","-0,6145109","0,4108228547","-0,011666073","-0,759741191"
3,0,0,1162264,34628,1750920,0,0,228,68,12045,733,26,54,20,0,0,"2,0446669814","2,221887779","2,4963837453","-0,775094746","-3,142939376","-0,883139155","-0,103093412"
6,0,0,1151032,34772,1751052,0,0,220,4,10304,623,6,57,36,0,0,"1,6975826794","1,4139614164","0,2078032988","0,2415058314","-0,900714212","1,3496534264","-1,602007308"
4,0,0,1150984,34868,1753492,0,0,2136,0,6484,1524,32,67,0,1,0,"3,1887475282","7,1800112961","3,8548798892","-4,615007445","-2,914179703","-1,709431335","-1,711836695"
4,0,0,1146584,34960,1755180,0,0,1276,180,11144,1439,20,65,14,1,0,"3,0534564959","5,5686547224","2,5320543177","-4,120314675","-1,829084908","-1,409540087","-1,555825241"
6,0,0,1105820,34960,1800084,0,0,44872,0,11325,517,27,72,0,1,0,"3,1372116891","5,9063213665","1,4181158223","0,4758308718","-2,455195724","1,8905440562","2,3409585952"
6,0,0,1050132,34960,1833692,0,0,33536,0,10829,439,29,71,0,0,0,"3,5790455936","4,2239621346","1,5682028075","1,3447153371","-2,791866773","1,7455239395","0,7949948881"
7,0,0,975036,34968,1901508,0,0,67648,352,11269,646,21,79,0,0,0,"3,892543636","5,6658457549","0,271382235","1,3010085269","-1,039088444","2,0627410595","-0,043228607"
8,0,0,867188,34968,2007084,0,0,8764,8,10517,507,7,93,0,0,0,"4,7356292187","3,5792900756","-1,20388808","1,7327473358","-0,466048412","1,6920573263","-1,208577012"
5,0,0,899188,34968,2007256,0,0,0,120,10699,570,38,52,11,0,0,"3,9306934275","2,71920242","3,640946495","-0,273320555","-4,372418958","0,9906023379","0,4130993326"
5,0,0,891848,34968,2007264,0,0,0,4,10348,671,9,52,39,0,0,"2,550381378","0,8369942783","0,8635144681","-0,781545271","-0,718868689","1,1047401412","-1,083755135"
5,0,0,886376,34968,2007240,0,0,0,47260,9163,580,34,54,12,0,0,"4,6422061214","3,1260410438","11,478882981","5,7028996724","1,9350396553","-1,242464039","-0,391775477"
5,0,0,886376,34968,2007240,0,0,0,0,11543,406,0,51,49,0,0,"1,9795549045","-0,62262383","-0,299924009","0,2628742639","0,1675549012","1,7504764193","-0,316282885"
5,0,0,886152,34980,2007228,0,0,0,152,11212,418,0,51,49,0,0,"1,9701680163","-0,572202334","-0,237877808","0,1985332428","0,2333757298","1,7544015562","-0,378260804"
5,0,0,886152,34980,2007240,0,0,0,0,11263,462,1,51,49,0,0,"2,0366744381","-0,425264104","-0,121273853","0,0091500786","0,1091131771","1,6684212679","-0,516058157"
3,0,0,922156,34980,2007252,0,0,0,0,10376,596,1,51,48,0,0,"1,610393094","-0,441521941","0,2330527421","-1,1356481","0,5717072524","0,3783545095","-0,307230349"
3,0,0,910060,34980,2007252,0,0,0,47304,9457,417,0,54,46,0,0,"2,4131685226","-0,277493769","8,1621004576","5,6501895621","6,4062605866","-1,541214732","-0,219930514"
3,0,0,910060,34980,2007252,0,0,0,0,12030,469,0,51,49,0,0,"1,6567331003","-0,948282387","-0,066735241","-0,53749909","0,4923458161","0,5789388151","0,2516875895"
3,0,0,910060,34988,2007252,0,0,0,32,12449,427,1,50,49,0,0,"1,6829127476","-1,064940325","0,0157727085","-0,371280757","0,3129236505","0,6854990949","0,4733797507"
4,0,0,910060,34988,2007252,0,0,0,0,10846,423,0,51,49,0,0,"1,7010272927","-0,749881117","-0,139838804","-0,163091735","0,4215067046","1,268561433","-0,024348333"
2,0,0,904320,34988,2007252,0,0,0,0,8248,512,1,51,48,0,0,"1,1534784126","-0,72808552","0,3540808252","-1,285323224","0,9255978584","0,1516966263","0,3098373095"
3,0,0,904320,34988,2007252,0,0,0,0,10990,426,0,51,49,0,0,"1,5289372796","-0,982186554","-0,051705456","-0,462092153","0,5832063796","0,7341377989","0,3687755531"
3,0,0,904320,34988,2007252,0,0,0,4,11929,421,0,51,49,0,0,"1,6259837931","-1,062045472","-0,101386218","-0,373071348","0,4927507126","0,6991713954","0,4406863285"
3,0,0,917124,34996,2007252,0,0,0,16,8689,571,1,51,48,0,0,"1,4353801464","-0,387253541","0,3047944184","-1,183445571","0,7403218651","0,5396397665","-0,293860737"
3,0,0,917124,34996,2007252,0,0,0,0,11480,422,0,51,49,0,0,"1,5658008003","-1,022396726","-0,071979924","-0,4147862","0,5375404689","0,7359325491","0,4118458572"
3,0,0,917124,34996,2007252,0,0,0,4,11610,431,0,51,49,0,0,"1,587058982","-1,01011462","-0,069185122","-0,438919508","0,5293709804","0,7101400499","0,3835248716"
3,0,0,917124,34996,2007256,0,0,0,0,11707,421,1,51,49,0,0,"1,6182368998","-0,994986275","0,0204485859","-0,400169714","0,3965030536","0,7307121065","0,4595687766"
2,0,0,902852,34996,2007256,0,0,0,0,8085,569,1,51,48,0,0,"1,1928386285","-0,582497746","0,4206392719","-1,524127967","0,9723581762","0,0509300186","0,07999461"
2,0,0,902180,35004,2007256,0,0,0,24,11717,427,0,51,49,0,0,"1,430029048","-1,264035445","0,0218524045","-0,724144596","0,7054118921","0,2033320001","0,8082586661"
2,0,0,903996,35004,2007256,0,0,0,0,10569,505,0,51,49,0,0,"1,3654729477","-0,992685138","0,1468039009","-1,10845264","0,8422085372","0,0932368914","0,4364554482"
2,0,0,894812,35004,2007256,0,0,0,0,9515,378,0,51,49,0,0,"1,1659174973","-1,227093545","0,077914175","-0,706442623","0,8940839377","0,4145272249","0,8814530274"
5,0,0,894812,35004,2007256,0,0,0,0,11942,429,0,51,49,0,0,"2,0664466842","-0,60230427","-0,271928728","0,166927235","0,1696959804","1,7465091516","-0,370691486"
3,0,0,917120,35004,2007256,0,0,0,0,10746,522,1,51,49,0,0,"1,6045335589","-0,685081223","0,1672371478","-0,864969222","0,5361107722","0,5745896721","0,011338247"
3,0,0,911296,35012,2007256,0,0,0,24,9786,458,0,50,50,0,0,"1,3954454449","-0,87952712","0,0909329947","-0,717382446","0,722814666","0,8017257892","0,1761699624"
4,0,0,911296,35012,2007256,0,0,0,8,11826,426,0,51,49,0,0,"1,8333579944","-0,820008934","-0,166698858","-0,127944139","0,3530559184","1,2563560341","0,0289019054"
3,0,0,908932,35012,2007256,0,0,0,0,7849,527,1,51,49,0,0,"1,3195627625","-0,470721431","0,3172191663","-1,11065225","0,8232982152","0,7162436946","-0,163536686"
3,0,0,908932,35012,2007256,0,0,0,0,11649,431,0,51,49,0,0,"1,6225390816","-1,022464112","-0,06198364","-0,458029194","0,5436316605","0,7343749616","0,3954147943"
3,0,0,908932,35012,2007256,0,0,0,0,11768,425,1,50,49,0,0,"1,6358064306","-1,028738648","0,0577546819","-0,446061614","0,3958701639","0,7658467725","0,4551038996"
3,0,0,908932,35020,2007256,0,0,0,16,11834,424,0,51,49,0,0,"1,6459687952","-1,054947281","-0,069263851","-0,42477056","0,5327364606","0,7535981971","0,4368040223"
4,0,0,903768,35020,2007260,0,0,0,0,4412,791,1,49,50,0,0,"1,3098259243","0,5453669953","0,702368346","-2,121695066","1,0689172531","0,9052394491","-1,796278628"
3,0,0,908668,35020,2007260,0,0,0,12,682,797,0,50,50,0,0,"0,7007261168","0,5896764346","0,8543150307","-2,693349506","1,7297839678","0,5296723568","-1,663049795"
4,0,0,926428,35020,2007260,0,0,0,184,8301,583,1,51,48,0,0,"1,6170767777","-0,104959119","0,2888371883","-0,963963071","0,6491399131","1,0883704194","-0,751708738"
4,0,0,926428,35020,2007260,0,0,0,8,11998,414,1,51,49,0,0,"1,8545566943","-0,808929207","-0,074240197","-0,078783714","0,2141594288","1,2949020566","0,1163325152"
5,0,0,929864,35028,2007260,0,0,0,184,10045,487,0,51,49,0,0,"1,8802891864","-0,31144922","-0,071762969","-0,184300995","0,4033254296","1,7553648745","-0,70613949"
3,0,0,921128,35028,2007260,0,0,0,8,9664,630,1,51,49,0,0,"1,5945058118","-0,352105309","0,3394043697","-1,381076801","0,7044541567","0,4377532231","-0,465127301"
3,0,0,921128,35028,2007260,0,0,0,4,12410,423,1,51,49,0,0,"1,7240871318","-1,048391442","0,0113164897","-0,390295759","0,3598198441","0,7488527629","0,5042882374"
2,0,0,913500,35028,2007260,0,0,0,4,8429,563,1,51,48,0,0,"1,2425594597","-0,625427939","0,4224411138","-1,507771959","0,9637126933","0,1051937036","0,1344164271"
3,0,0,913500,35028,2007260,0,0,0,0,12513,418,0,51,49,0,0,"1,7150372954","-1,118442469","-0,104577542","-0,361135509","0,4697950695","0,7493392508","0,5008082222"
3,0,0,913500,35036,2007260,0,0,0,28,12158,430,1,50,49,0,0,"1,7011137717","-1,049339757","0,0654447479","-0,458298492","0,3851322235","0,7777765697","0,4664619103"
3,0,0,913500,35036,2007260,0,0,0,0,12433,405,1,50,49,0,0,"1,7101263121","-1,129591244","0,0237783819","-0,346384579","0,3455793017","0,81940227","0,5807149091"
2,0,0,925196,35036,2007260,0,0,0,0,9186,588,1,51,48,0,0,"1,3331095537","-0,615866614","0,4154602471","-1,552077981","0,9045319088","0,0317807076","0,0782953521"
3,0,0,925196,35036,2007260,0,0,0,4,11819,431,1,50,49,0,0,"1,6453972681","-1,016027886","0,0803664352","-0,485742835","0,4100123943","0,795962002","0,4406190933"
3,0,0,925196,35036,2007260,0,0,0,4,12264,422,1,51,49,0,0,"1,7095948832","-1,040364567","0,0235526065","-0,404856356","0,3791356056","0,7729678958","0,5026278572"
3,0,0,925196,35044,2007260,0,0,0,16,11901,419,1,51,49,0,0,"1,6772208287","-1,023655586","0,0459883374","-0,42788514","0,421270944","0,8103560662","0,4978011166"
3,0,0,925196,35044,2007260,0,0,0,0,11962,420,1,50,49,0,0,"1,6607133129","-1,055277867","0,0678983407","-0,442945419","0,3990735193","0,8267506441","0,4956880556"
2,0,0,916216,35044,2007260,0,0,0,0,8886,528,1,51,48,0,0,"1,2767089374","-0,745973467","0,3781010488","-1,358457513","0,9197347622","0,1868183733","0,3045326646"
2,0,0,916216,35044,2007260,0,0,0,0,11916,401,0,51,49,0,0,"1,4507470025","-1,345342293","0,0130774606","-0,653814668","0,7051865599","0,3235841587","0,9365546801"
2,0,0,909028,35044,2007260,0,0,0,0,10097,518,1,51,48,0,0,"1,4109612562","-0,861624322","0,3087770757","-1,233585679","0,8039341266","0,1478884728","0,4133886616"
2,0,0,910752,35052,2007260,0,0,0,24,10056,386,1,50,49,0,0,"1,2624670889","-1,235513082","0,2295927012","-0,762153332","0,7537726663","0,4817563612","0,9266066256"
3,0,0,910752,35052,2007260,0,0,0,0,12175,423,0,51,49,0,0,"1,7137546924","-1,090821493","-0,067386788","-0,433686997","0,5275995615","0,7961495569","0,4740784968"
2,0,0,932440,35052,2007260,0,0,0,4,9330,605,1,51,48,0,0,"1,3677804889","-0,586107585","0,4370674873","-1,621116215","0,9104515571","0,0177325245","0,024478458"
2,0,0,932440,35052,2007260,0,0,0,0,11783,414,1,50,49,0,0,"1,4337663398","-1,280949858","0,1706693376","-0,735677657","0,5899729493","0,3442827903","0,9063322151"
2,0,0,932440,35052,2007260,0,0,0,0,11881,425,0,51,49,0,0,"1,4478323476","-1,278337147","0,0450502243","-0,750629194","0,7192228475","0,2915721621","0,8389888616"
2,0,0,910912,35060,2007260,0,0,0,16,9244,617,1,52,47,0,0,"1,4581370398","-0,507334948","0,4245284338","-1,666380383","0,9512939416","-0,031127229","-0,009854446"
2,0,0,910912,35060,2007260,0,0,0,4,11659,421,0,51,49,0,0,"1,4657150953","-1,286491496","0,0552132294","-0,768814989","0,7553869025","0,3195689315","0,852162496"
4,0,0,910464,35060,2007260,0,0,0,0,12135,414,1,50,49,0,0,"1,9164143302","-0,86954628","-0,030429288","-0,135317314","0,2295579853","1,3752832214","0,1451943516"
2,0,0,902000,35060,2007260,0,0,0,0,8644,563,1,51,48,0,0,"1,3201365116","-0,657221556","0,4315742875","-1,533438952","0,977754831","0,147990075","0,1643793163"
3,0,0,902000,35060,2007260,0,0,0,0,12116,424,1,50,49,0,0,"1,7369598415","-1,074780076","0,0717990844","-0,474086858","0,4106425568","0,833101107","0,5024101389"
3,0,0,902000,35068,2007260,0,0,0,20,11973,426,1,50,49,0,0,"1,7324006996","-1,06187616","0,0896031945","-0,498844039","0,4349396808","0,8487246342","0,4900016493"
3,0,0,902000,35068,2007260,0,0,0,0,12221,409,1,51,49,0,0,"1,7686179492","-1,091394631","0,031400908","-0,404655598","0,4170675139","0,8533857089","0,5728481908"
2,0,0,923724,35068,2007260,0,0,0,4,9222,551,1,51,48,0,0,"1,3452025749","-0,717940717","0,4015027354","-1,44518135","0,917360738","0,1645953812","0,2413228524"
3,0,0,923724,35068,2007260,0,0,0,0,10911,416,1,50,49,0,0,"1,5734271785","-0,997039294","0,1315473117","-0,533481075","0,5202044134","0,9277143536","0,4644395316"
3,0,0,923500,35068,2007260,0,0,0,0,11613,414,1,51,49,0,0,"1,6712344132","-1,023246623","0,0687459519","-0,460321372","0,4679332071","0,8772007352","0,5131927037"
3,0,0,923500,35076,2007260,0,0,0,12,11257,414,1,50,49,0,0,"1,6184644389","-1,029300193","0,1203820371","-0,507953054","0,4957117519","0,9285496271","0,4951702969"
3,0,0,923500,35076,2007264,0,0,0,40,11512,465,1,51,49,0,0,"1,7107973853","-0,895368761","0,1338569338","-0,665956135","0,5105746944","0,7847429462","0,3095798792"
4,0,0,923500,35076,2007280,0,0,0,0,12338,480,0,51,49,0,0,"1,981614429","-0,739747003","-0,096847914","-0,36515241","0,3810512946","1,2304663651","-0,12963826"
4,0,0,923500,35076,2007280,0,0,0,8,11930,424,1,50,49,0,0,"1,8983728675","-0,82808838","0,0031334886","-0,200763701","0,2638097943","1,3943328874","0,0978925539"
4,0,0,923500,35076,2007280,0,0,0,0,12119,409,1,50,49,0,0,"1,906535897","-0,877893066","-0,021499652","-0,130702865","0,2388589612","1,4177268624","0,1676755617"
2,0,0,910732,35084,2007264,0,0,0,48,10543,552,0,52,48,0,0,"1,5230522844","-0,83958257","0,2237877673","-1,349238894","0,9524016998","0,0967793069","0,2919786338"
4,0,0,898776,35084,2007264,0,0,0,0,9322,576,1,50,49,0,0,"1,7895885749","-0,290563157","0,2728838221","-0,992217862","0,5891612149","1,2031793219","-0,636036214"
4,0,0,898776,35084,2007264,0,0,0,0,12278,404,1,50,49,0,0,"1,9698309783","-0,917828627","-0,03196681","-0,11864657","0,2393558883","1,4288456522","0,2069378945"
