timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Principale1,Principale2,Principale3,Principale4
"1,700239e+12",157905,HTTP Request L1,200,OK,Thread Group 1-14,true,24636579,122,44,44,3246,0,"2,7248787892","2,3330422748","-0,298461862","-1,629441787"
"1,700239e+12",4695,HTTP Request ML4,200,OK,Thread Group 1-14,true,441133,122,44,44,135,0,"0,0463830503","-0,362464435","-0,024589402","-0,099987796"
"1,700239e+12",3261,HTTP Request S1,200,OK,Thread Group 1-14,true,19767,121,43,43,3169,0,"1,2090101748","-0,591914349","0,1862353329","0,5508693067"
"1,700239e+12",11,HTTP Request ML5,200,OK,Thread Group 1-15,true,472760,122,15,15,3,0,"-1,381473394","-0,180944902","0,2108057977","-0,449298963"
"1,700239e+12",4941,HTTP Request L10,200,OK,Thread Group 1-15,true,195723481,122,25,25,8,0,"-1,631960802","4,4896007158","-0,876878642","3,3648819336"
"1,700239e+12",5221,HTTP Request S2,200,OK,Thread Group 1-15,true,43732,121,36,36,5177,0,"1,7160895829","-0,627165019","0,4264526673","0,8483667274"
"1,700239e+12",14,HTTP Request ML8,200,OK,Thread Group 1-16,true,542325,122,16,16,5,0,"-1,335111898","-0,187740472","0,2025483471","-0,433686461"
"1,700239e+12",66,HTTP Request MH6,200,OK,Thread Group 1-16,true,855008,122,22,22,27,0,"-1,052172884","-0,231129488","0,1543809853","-0,340484562"
"1,700239e+12",5021,HTTP Request S3,200,OK,Thread Group 1-16,true,42123,121,36,36,4979,0,"1,634407962","-0,617984939","0,408361229","0,8095699714"
"1,700239e+12",186797,HTTP Request L5,200,OK,Thread Group 1-16,true,62235226,122,43,43,115,0,"1,5591830606","3,8713112605","-0,860771719","-2,088673053"
"1,700239e+12",4388,HTTP Request S9,200,OK,Thread Group 1-16,true,148145,121,43,43,151,0,"0,0048226015","-0,385430285","-0,102408727","-0,110009264"
"1,700239e+12",6784,HTTP Request MH7,200,OK,Thread Group 1-16,true,937262,122,42,42,2107,0,"0,767400632","-0,424153707","0,1690379906","0,2661752901"
"1,700239e+12",417,HTTP Request S4,200,OK,Thread Group 1-16,true,50099,121,42,42,349,0,"-0,000293922","-0,451438981","-0,063630791","-0,014641467"
"1,700239e+12",16545,HTTP Request MH3,200,OK,Thread Group 1-16,true,1188301,122,39,39,3578,0,"1,3180294581","-0,336827623","0,3024813582","0,3736998681"
"1,700239e+12",111,HTTP Request S1,200,OK,Thread Group 1-16,true,19766,121,39,39,89,0,"-0,245264865","-0,415559758","-0,062867013","-0,107072572"
"1,700239e+12",14,HTTP Request MH10,200,OK,Thread Group 1-17,true,974939,122,17,17,3,0,"-1,291802351","-0,18563132","0,1920758049","-0,411884397"
"1,700239e+12",40,HTTP Request ML4,200,OK,Thread Group 1-17,true,441133,122,23,23,7,0,"-1,013074822","-0,248591617","0,1465908414","-0,338370719"
"1,700239e+12",8,HTTP Request ML5,200,OK,Thread Group 1-18,true,472760,122,18,18,3,0,"-1,244111551","-0,206144444","0,1865635955","-0,407551669"
"1,700239e+12",13,HTTP Request S9,200,OK,Thread Group 1-18,true,148145,121,25,25,7,0,"-0,920905909","-0,291506029","0,0421991396","-0,31496948"
"1,700239e+12",10505,HTTP Request MH3,200,OK,Thread Group 1-18,true,1188301,122,44,44,987,0,"0,4440949712","-0,30967299","0,0351404105","-0,004687778"
"1,700239e+12",24,HTTP Request MH4,200,OK,Thread Group 1-19,true,899173,122,19,19,4,0,"-1,199411494","-0,204128263","0,1763592151","-0,385506741"
"1,700239e+12",5,HTTP Request ML2,200,OK,Thread Group 1-19,true,419926,122,26,26,2,0,"-0,877960741","-0,274472647","0,1220775887","-0,297543002"
"1,700239e+12",8866,HTTP Request ML10,200,OK,Thread Group 1-19,true,644856,122,44,44,4244,0,"1,7410238438","-0,548582471","0,349927901","0,7080670369"
"1,700239e+12",19,HTTP Request MH10,200,OK,Thread Group 1-20,true,974939,122,20,20,3,0,"-1,154361124","-0,210710364","0,1678104024","-0,370275944"
"1,700239e+12",32,HTTP Request MH8,200,OK,Thread Group 1-20,true,944400,122,28,28,4,0,"-0,787333177","-0,278386674","0,1033532885","-0,259689019"
"1,700239e+12",6451,HTTP Request ML4,200,OK,Thread Group 1-20,true,441133,122,44,44,2048,0,"0,8338703375","-0,454187316","0,150793536","0,277612347"
"1,700239e+12",4852,HTTP Request L10,200,OK,Thread Group 1-21,true,195723481,122,25,25,7,0,"-1,633246485","4,4883219514","-0,876714881","3,3662132258"
"1,700239e+12",5297,HTTP Request S9,200,OK,Thread Group 1-21,true,148145,121,36,36,5178,0,"1,7168401719","-0,623579131","0,425795574","0,8492715987"
"1,700239e+12",159,HTTP Request ML4,200,OK,Thread Group 1-22,true,441133,122,22,22,42,0,"-1,043602232","-0,24057649","0,1576313262","-0,346868291"
"1,700239e+12",10782,HTTP Request MH10,200,OK,Thread Group 1-22,true,974939,122,41,41,5376,0,"2,0770381772","-0,556583595","0,4737382183","0,8809503735"
"1,700239e+12",3992,HTTP Request ML6,200,OK,Thread Group 1-22,true,494594,123,44,44,1518,0,"0,5962118325","-0,43848917","0,1974446304","0,2074824789"
"1,700239e+12",8486,HTTP Request ML11,200,OK,Thread Group 1-22,true,639340,122,44,44,1014,0,"0,4370642955","-0,35491089","0,0463347479","0,0255412238"
