timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1703692377889,71,HTTP Request1 M 3,200,OK,Thread Group 3-1,text,true,,1188301,122,1,6,http://192.168.52.128/25.pdf,44,0,32
1703692377962,11,HTTP Request1 M 3,200,OK,Thread Group 3-1,text,true,,1188300,122,1,6,http://192.168.52.128/25.pdf,2,0,0
1703692378047,387,HTTP Request1 L 1,200,OK,Thread Group 3-1,text,true,,24636578,122,1,6,http://192.168.52.128/34.pdf,3,0,0
1703692378435,13,HTTP Request1 M 3,200,OK,Thread Group 3-1,text,true,,1188300,122,1,6,http://192.168.52.128/25.pdf,3,0,0
1703692378522,251,HTTP Request1 L 1,200,OK,Thread Group 3-1,text,true,,24636578,122,1,6,http://192.168.52.128/34.pdf,3,0,0
1703692378786,9,HTTP Request1 S 3,200,OK,Thread Group 2-2,bin,true,,42123,121,2,11,http://192.168.52.128/3.jpg,7,0,1
1703692378792,7,HTTP Request1S 2,200,OK,Thread Group 4-2,bin,true,,43732,121,2,12,http://192.168.52.128/2.mp4,7,0,3
1703692378774,30,HTTP Request1 M 1,200,OK,Thread Group 3-1,text,true,,1072802,122,2,12,http://192.168.52.128/23.csv,2,0,0
1703692378791,16,HTTP Request1S 2,200,OK,Thread Group 3-2,bin,true,,43732,121,2,12,http://192.168.52.128/2.mp4,14,0,3
1703692378781,28,HTTP Request1 M 1,200,OK,Thread Group 1-2,text,true,,1072803,122,2,12,http://192.168.52.128/23.csv,6,0,3
1703692378799,34,HTTP Request1 M 1,200,OK,Thread Group 6-2,text,true,,1072803,122,2,12,http://192.168.52.128/23.csv,10,0,1
1703692378794,50,HTTP Request1 M 2,200,OK,Thread Group 5-2,bin,true,,1046521,122,2,12,http://192.168.52.128/24.jpg,14,0,2
1703692378881,18,HTTP Request1 M 3,200,OK,Thread Group 1-2,text,true,,1188300,122,2,12,http://192.168.52.128/25.pdf,2,0,0
1703692377889,1051,HTTP Request1S 2,200,OK,Thread Group 1-1,bin,true,,43732,121,2,12,http://192.168.52.128/2.mp4,1046,0,1044
1703692378919,53,HTTP Request1 M 3,200,OK,Thread Group 2-2,text,true,,1188300,122,2,12,http://192.168.52.128/25.pdf,1,0,0
1703692377889,1096,HTTP Request1 M 3,200,OK,Thread Group 4-1,text,true,,1188301,122,2,12,http://192.168.52.128/25.pdf,1047,0,1044
1703692377889,3585,HTTP Request1 M 3,200,OK,Thread Group 6-1,text,true,,1188301,122,4,24,http://192.168.52.128/25.pdf,1056,0,1044
1703692378991,2510,HTTP Request1 S 3,200,OK,Thread Group 4-2,bin,true,,42122,121,4,24,http://192.168.52.128/3.jpg,1483,0,0
1703692379793,1953,HTTP Request1 S 3,200,OK,Thread Group 4-3,bin,true,,42123,121,4,24,http://192.168.52.128/3.jpg,1762,0,1697
1703692379781,1965,HTTP Request1S 2,200,OK,Thread Group 1-3,bin,true,,43732,121,4,24,http://192.168.52.128/2.mp4,1771,0,1709
1703692379791,1955,HTTP Request1 S 3,200,OK,Thread Group 3-3,bin,true,,42123,121,4,24,http://192.168.52.128/3.jpg,1763,0,1699
1703692378940,2915,HTTP Request1 M 3,200,OK,Thread Group 1-1,text,true,,1188300,122,5,30,http://192.168.52.128/25.pdf,26,0,0
1703692381856,2175,HTTP Request1 M 2,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 1-1,text,false,,2094,0,6,36,http://192.168.52.128/24.jpg,0,0,0
1703692377889,7883,HTTP Request1 M 2,200,OK,Thread Group 2-1,bin,true,,1046521,122,6,36,http://192.168.52.128/24.jpg,1081,0,1044
1703692378986,6825,HTTP Request1 M 1,200,OK,Thread Group 4-1,text,true,,1072802,122,6,36,http://192.168.52.128/23.csv,10,0,0
1703692381475,4400,HTTP Request1 M 3,200,OK,Thread Group 6-1,text,true,,1188300,122,6,36,http://192.168.52.128/25.pdf,66,0,0
1703692379052,6857,HTTP Request1 M 2,200,OK,Thread Group 2-2,bin,true,,1046520,122,6,36,http://192.168.52.128/24.jpg,2437,0,0
1703692381799,4135,HTTP Request1 S 3,200,OK,Thread Group 6-5,bin,true,,42123,121,6,36,http://192.168.52.128/3.jpg,3856,0,3666
1703692385909,1352,HTTP Request1 M 3,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 2-2,text,false,,2094,0,6,36,http://192.168.52.128/25.pdf,0,0,0
1703692385812,1449,HTTP Request1 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 4-1,text,false,,2094,0,6,36,http://192.168.52.128/34.pdf,0,0,0
1703692385876,1385,HTTP Request1 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 6-1,text,false,,2094,0,6,36,http://192.168.52.128/34.pdf,0,0,0
1703692385773,1488,HTTP Request1 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 2-1,text,false,,2094,0,6,36,http://192.168.52.128/34.pdf,0,0,0
1703692381780,6262,HTTP Request1S 2,200,OK,Thread Group 1-5,bin,true,,43732,121,6,36,http://192.168.52.128/2.mp4,3863,0,154
1703692382790,5363,HTTP Request1 S 3,200,OK,Thread Group 4-6,bin,true,,42123,121,6,36,http://192.168.52.128/3.jpg,3059,0,2853
1703692381787,6366,HTTP Request1S 2,200,OK,Thread Group 2-5,bin,true,,43732,121,6,36,http://192.168.52.128/2.mp4,4065,0,3855
1703692382781,5372,HTTP Request1S 2,200,OK,Thread Group 1-6,bin,true,,43732,121,6,36,http://192.168.52.128/2.mp4,3073,0,2861
1703692378962,9388,HTTP Request1 M 2,200,OK,Thread Group 3-2,bin,true,,1046520,122,6,36,http://192.168.52.128/24.jpg,10,0,0
1703692379141,11705,HTTP Request1 M 2,200,OK,Thread Group 6-2,bin,true,,1046520,122,6,36,http://192.168.52.128/24.jpg,2354,0,0
1703692379063,13929,HTTP Request1 M 3,200,OK,Thread Group 5-2,text,true,,1188300,122,6,36,http://192.168.52.128/25.pdf,2430,0,0
1703692381793,11261,HTTP Request1S 2,200,OK,Thread Group 4-5,bin,true,,43732,121,6,36,http://192.168.52.128/2.mp4,8948,0,3851
1703692381794,11407,HTTP Request1 S 3,200,OK,Thread Group 5-5,bin,true,,42123,121,6,36,http://192.168.52.128/3.jpg,8943,0,3667
1703692381501,11760,HTTP Request1 M 3,200,OK,Thread Group 4-2,text,true,,1188300,122,6,36,http://192.168.52.128/25.pdf,84,0,0
1703692378946,14336,HTTP Request1 L 1,200,OK,Thread Group 3-1,text,true,,24636578,122,6,36,http://192.168.52.128/34.pdf,4,0,0
1703692380792,17082,HTTP Request1 M 2,200,OK,Thread Group 3-4,bin,true,,1046521,122,6,36,http://192.168.52.128/24.jpg,800,0,713
