procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2315852  39712 652256    0    0  7057   339 1206   13 14 17 67  2  0
 1  0      0 2315852  39712 652336    0    0    32     0  354  695  1  1 98  1  0
 1  0      0 2315852  39720 652328    0    0     0    36  244  421  1  1 99  0  0
 2  0      0 2312156  39724 655540    0    0  3256     0  437  385  0  4 96  0  0
 2  0      0 2308768  39724 657936    0    0  2312     0 2262  936  2 43 55  1  0
 3  0      0 2308068  39724 657952    0    0     0     0 2294  956  1 41 59  0  0
 2  0      0 2307592  39724 657968    0    0     0     4 2358 1018  1 39 60  0  0
 2  0      0 2306472  39732 657972    0    0     0    24 2053  919  1 40 59  0  0
 2  0      0 2306248  39732 657992    0    0     0    72 2161  917  1 38 61  0  0
 2  0      0 2305128  39732 658008    0    0     0     0 2374  990  1 41 58  0  0
 2  0      0 2305128  39732 658036    0    0     0     0 2417 1110  1 39 61  0  0
 2  0      0 2304008  39732 658056    0    0     0     0 2182  957  0 40 60  0  0
 2  0      0 2303112  39732 658068    0    0     0     4 2331 1075  1 41 59  0  0
 2  0      0 2292108  39740 658084    0    0     0    28 2342 1086  1 50 49  0  0
 2  0      0 2281488  39740 658104    0    0     0    80 1684 1320  1 67 32  0  0
 3  0      0 2299812  39740 658128    0    0     0     0 1441 1360  2 69 29  0  0
 5  0      0 2289712  39740 658152    0    0     0     0 1734 1347  2 63 35  0  0
 3  0      0 2294344  39748 658168    0    0     0    28 1445 1428  2 67 31  0  0
 2  0      0 2306776  39748 658200    0    0     0     4 1600 1361  1 64 35  0  0
 3  0      0 2281904  39748 658228    0    0     0   176 1522 1480  1 68 31  0  0
 3  0      0 2278980  39748 658252    0    0     0     0 2618 1294  2 64 34  0  0
 5  0      0 2278980  39748 658252    0    0     0     0 11885  519  1 51 49  0  0
 6  0      0 2278980  39748 658252    0    0     0     0 11993  537  1 51 49  0  0
 5  0      0 2278980  39756 658252    0    0     0    32 12725  559  1 50 49  0  0
 5  0      0 2278980  39756 658252    0    0     0    52 11982  534  1 51 49  0  0
 7  0      0 2278980  39756 658252    0    0     0     0 11843  535  2 52 46  0  0
 5  0      0 2278980  39756 658252    0    0     0     0 12459  515  0 51 49  0  0
 5  0      0 2278980  39756 658252    0    0     0     0 11765  536  0 51 49  0  0
 6  0      0 2278980  39764 658252    0    0     0   136 12084  536  0 51 49  0  0
 7  0      0 2278980  39764 658252    0    0     0     0 12197  529  0 51 49  0  0
 6  0      0 2278980  39764 658252    0    0     0     4 12275  519  1 51 49  0  0
 6  0      0 2278980  39764 658252    0    0     0     0 12050  529  0 51 49  0  0
 8  0      0 2278980  39764 658252    0    0     0     0 12236  538  0 51 49  0  0
 7  0      0 2278980  39772 658252    0    0     0    28 11813  538  0 51 49  0  0
 6  0      0 2278980  39772 658252    0    0     0     0 12258  524  1 50 49  0  0
 6  0      0 2278980  39772 658252    0    0     0    64 11568  523  0 51 49  0  0
 7  0      0 2278980  39772 658252    0    0     0     4 12066  528  0 51 49  0  0
 8  0      0 2278980  39772 658252    0    0     0     0 11288  529  0 51 49  0  0
 2  0      0 2274208  39780 658268    0    0     0    12 2939 1400  1 62 37  0  0
 7  0      0 2271496  39780 658300    0    0     0     0 1292 1439  3 71 26  0  0
 4  0      0 2287380  39780 658308    0    0     0     0 10255  670  0 54 46  0  0
 5  0      0 2287380  39780 658304    0    0     0     0 11892  562  1 50 49  0  0
 5  0      0 2287380  39780 658304    0    0     0     4 12198  536  0 51 49  0  0
 5  0      0 2287380  39788 658308    0    0     0   320 12021  557  0 51 49  0  0
 7  0      0 2287380  39788 658304    0    0     0     0 12399  547  0 51 49  0  0
 8  0      0 2287380  39788 658304    0    0     0     0 11831  533  1 51 49  0  0
 8  0      0 2287380  39788 658304    0    0     0     0 12425  540  1 51 49  0  0
 9  0      0 2287380  39788 658304    0    0     0     0 12217  461  0 61 39  0  0
 9  0      0 2287380  39796 658308    0    0     0    48 12701  530  0 51 49  0  0
10  0      0 2287380  39796 658308    0    0     0     0 12443  545  0 51 49  0  0
 9  0      0 2287380  39796 658312    0    0     0     0 12043  562  1 51 49  0  0
 9  0      0 2287380  39796 658312    0    0     0     0 12214  539  0 51 49  0  0
 9  0      0 2287380  39796 658312    0    0     0     0 12101  535  0 51 49  0  0
 9  0      0 2287380  39804 658312    0    0     0    88 12143  558  1 51 49  0  0
 9  0      0 2287380  39804 658312    0    0     0     4 11462  531  0 51 49  0  0
 9  0      0 2287380  39804 658312    0    0     0    64 12373  561  0 51 49  0  0
 9  0      0 2287380  39804 658312    0    0     0     0 11962  522  0 51 49  0  0
10  0      0 2287380  39804 658312    0    0     0     0 11998  529  0 51 49  0  0
10  0      0 2287380  39812 658312    0    0     0    12 11717  537  1 51 49  0  0
 2  0      0 2293688  39812 658320    0    0     0     0 6598 1144  2 59 39  0  0
 2  0      0 2282088  39812 658348    0    0     0     4 1372 1353  2 70 28  0  0
 5  0      0 2268972  39812 658364    0    0     0     0 6342  923  2 55 43  0  0
 5  0      0 2268972  39812 658364    0    0     0     0 12253  494  1 50 49  0  0
 5  0      0 2268748  39820 658364    0    0     0    40 11635  492  0 55 45  0  0
 5  0      0 2268300  39820 658364    0    0     0    56 12255  487  1 52 48  0  0
 4  0      0 2268300  39820 658364    0    0     0     0 11922  491  0 51 49  0  0
 5  0      0 2268300  39820 658364    0    0     0    68 12015  497  1 51 49  0  0
 5  0      0 2268300  39820 658364    0    0     0     0 12241  495  1 51 49  0  0
 7  0      0 2268300  39828 658364    0    0     0    44 11986  496  0 51 49  0  0
 8  0      0 2268300  39828 658364    0    0     0     0 11588  458  1 58 40  0  0
 7  0      0 2268556  39828 658380    0    0     0     0 12039  538  1 51 49  0  0
 6  0      0 2275468  39828 658388    0    0     0     0 4746  964  1 57 42  0  0
 5  0      0 2272060  39836 658404    0    0     0    20 1209 1202  2 70 28  0  0
 4  0      0 2289516  39836 658420    0    0     0     0 6994  754  1 56 43  0  0
 5  0      0 2289516  39836 658420    0    0     0     0 11243  532  1 51 49  0  0
 5  0      0 2289516  39836 658420    0    0     0     0 11392  522  0 51 49  0  0
 6  0      0 2289516  39836 658420    0    0     0    44 12391  532  0 51 49  0  0
 6  0      0 2289516  39836 658420    0    0     0     0 12322  528  1 50 49  0  0
 6  0      0 2289516  39844 658424    0    0     0    32 12152  557  0 51 49  0  0
 6  0      0 2289516  39844 658424    0    0     0     0 12101  561  1 51 48  0  0
 7  0      0 2289516  39844 658424    0    0     0     0 12090  523  0 51 49  0  0
 7  0      0 2289516  39844 658424    0    0     0     0 12223  518  0 51 49  0  0
 7  0      0 2289516  39844 658424    0    0     0     0 11864  524  0 51 49  0  0
 3  0      0 2285232  39852 658424    0    0     0    12 10664  604  1 51 49  0  0
 3  0      0 2289484  39852 658440    0    0     0     4 1181 1177  1 68 32  0  0
 3  0      0 2292260  39852 658460    0    0     0     0 2212 1132  2 64 34  0  0
 3  0      0 2292260  39852 658464    0    0     0     0 11797  521  0 51 49  0  0
 3  0      0 2292260  39852 658464    0    0     0     0 12093  529  1 51 49  0  0
 5  0      0 2292008  39860 658464    0    0     0    60 10490  541  0 51 49  0  0
 5  0      0 2292008  39860 658464    0    0     0     0 10486  529  1 51 49  0  0
 5  0      0 2292008  39860 658464    0    0     0     4 11192  524  0 51 49  0  0
 5  0      0 2291560  39860 658464    0    0     0     0 12275  523  0 53 47  0  0
 8  0      0 2291560  39860 658464    0    0     0     0 12473  491  0 55 45  0  0
 7  0      0 2291560  39868 658464    0    0     0    92 11786  531  0 51 49  0  0
 2  0      0 2292692  39868 658468    0    0     0     4 8061  869  1 55 44  0  0
 4  0      0 2292692  39868 658476    0    0     0     0 12745  349  1 71 28  0  0
 6  0      0 2292692  39868 658476    0    0     0    68 12048  539  0 51 49  0  0
 7  0      0 2292692  39868 658476    0    0     0     0 11671  531  0 51 49  0  0
 7  0      0 2292692  39868 658480    0    0     0     0 11726  525  1 51 49  0  0
