procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2298964  39748 659784    0    0  7569   456 1317   15 19 27 52  2  0
 1  0      0 2298964  39748 659820    0    0     0     4  597 1408  2  3 95  0  0
 1  0      0 2295556  39752 659864    0    0    20     0  605 1870  3  5 92  0  0
 1  0      0 2295052  39752 660004    0    0   128  1576  337  546  1  1 98  0  0
 3  0      0 2283264  39760 665296    0    0  5312    68  744  667  1 20 79  1  0
 3  0      0 2270188  39760 665604    0    0   256     8 1573 1252  2 60 38  0  0
 4  0      0 2289024  39760 665616    0    0     0     0 1514 1164  1 61 38  0  0
 1  0      0 2273428  39760 665628    0    0     0     4 1449 1250  1 52 46  0  0
 1  0      0 2258700  39760 665648    0    0     0     0 1486 1273  2 56 42  0  0
 3  0      0 2279256  39768 665664    0    0     0   116 1522 1271  2 60 38  0  0
 2  0      0 2268320  39768 665672    0    0     0     0 1643 1151  2 57 41  0  0
 2  0      0 2259304  39768 665688    0    0     0     0 1852 1133  2 52 47  0  0
 2  0      0 2253620  39768 665700    0    0     0     0 1995 1156  1 48 51  0  0
 2  0      0 2277368  39768 665716    0    0     0     4 1641 1175  1 57 42  0  0
 2  0      0 2251524  39776 665724    0    0     0    92 1741 1235  1 57 42  0  0
 3  0      0 2263692  39776 665740    0    0     0     0 1570 1465  2 62 36  0  0
 2  0      0 2279284  39776 665760    0    0     0    88 1512 1306  3 62 35  0  0
 3  0      0 2259012  39776 665776    0    0     0     0 4899 1028  1 58 41  0  0
 4  0      0 2259012  39776 665776    0    0     0     0 10085  676  0 51 49  0  0
 3  0      0 2258788  39776 665776    0    0     0     4 9684  697  0 51 49  0  0
 4  0      0 2277360  39784 665784    0    0     0    76 6549  944  1 54 45  0  0
 5  0      0 2261740  39784 665804    0    0     0     0 1512 1315  1 59 40  0  0
 2  0      0 2250644  39784 665820    0    0     0     0 1372 1236  2 66 32  0  0
 2  0      0 2253132  39784 665832    0    0     0     0 4542 1081  2 61 38  0  0
 3  0      0 2253132  39784 665836    0    0     0     0 9534  683  0 51 49  0  0
 4  0      0 2253132  39792 665836    0    0     0    88 9443  688  1 51 49  0  0
 6  0      0 2253132  39792 665836    0    0     0     0 9189  668  0 51 49  0  0
 6  0      0 2253132  39792 665836    0    0     0     0 8644  680  0 52 48  0  0
12  0      0 2253132  39792 665836    0    0     0    36 11892  412  0 78 22  0  0
 8  0      0 2253132  39792 665836    0    0     0     0 9389  704  1 51 48  0  0
 9  0      0 2253132  39800 665836    0    0     0    28 10842  684  0 51 49  0  0
 7  0      0 2253132  39800 665836    0    0     0     0 10191  657  0 51 49  0  0
 7  0      0 2253132  39800 665836    0    0     0     0 10815  684  1 51 49  0  0
 7  0      0 2253132  39800 665836    0    0     0     0 10013  655  0 51 49  0  0
 9  0      0 2253132  39800 665836    0    0     0     0 10040  668  0 51 49  0  0
 2  0      0 2253356  39808 665836    0    0     0   108 7052 1004  2 53 46  0  0
 4  0      0 2271140  39808 665856    0    0     0     4 1291 1364  2 65 33  0  0
 2  0      0 2269084  39808 665872    0    0     0     0 5890  955  0 57 43  0  0
