procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2332420  33592 640144    0    0  9862   394 1570   18 20 26 52  3  0
 1  0      0 2332172  33592 640228    0    0    32     0  557 1162  1  1 99  0  0
 1  0      0 2332172  33592 640240    0    0     0  3860  246  417  0  1 99  0  0
 1  0      0 2332172  33592 640240    0    0     0     4  219  331  0  0 100  0  0
 1  0      0 2325760  33596 645828    0    0  5572     0  961  636  1 14 85  1  0
 1  0      0 2325508  33604 645832    0    0     0    72  887  626  0 11 89  0  0
 2  0      0 2324388  33604 645836    0    0     0     0  883  614  0 12 88  0  0
 1  0      0 2321924  33604 645840    0    0     0  1068  956  725  0 17 83  1  0
 1  0      0 2319012  33604 645844    0    0     0     0  785  673  1 12 87  0  0
 1  0      0 2317192  33604 645848    0    0     0    28  848  668  0 14 86  0  0
 1  0      0 2313832  33612 645852    0    0     0    48  838  666  1 11 89  0  0
 1  0      0 2310416  33612 645856    0    0     0   320  707  655  1 11 88  0  0
 1  0      0 2308596  33612 645860    0    0     0     0  825  663  0 11 89  0  0
 1  0      0 2306776  33620 645864    0    0     0    60 1103  679  1 16 84  0  0
 1  0      0 2299132  33620 645868    0    0     0    24  776  622  1 16 84  0  0
 4  0      0 2295544  33620 645872    0    0     0    12  814  595  0 11 89  0  0
 1  0      0 2322948  33620 645876    0    0     0     0  828  603  1 14 85  0  0
 1  0      0 2320232  33620 645880    0    0     0     0  706  593  0 13 87  0  0
 2  0      0 2315220  33628 645884    0    0     0    68  779  623  1 11 88  0  0
 1  0      0 2311636  33628 645888    0    0     0    28  646  557  1  6 93  0  0
 1  0      0 2304888  33628 645892    0    0     0     0  798  596  0 14 86  0  0
 4  0      0 2299260  33628 645896    0    0     0     4  756  587  0 10 90  0  0
 1  0      0 2295632  33628 645900    0    0     0     0  791  616  0 11 89  0  0
 1  0      0 2320080  33636 645932    0    0     0    40 1114 1660  2 14 84  0  0
 1  0      0 2299612  33636 645936    0    0     0   132  691  669  1 15 84  0  0
 1  0      0 2293312  33636 645940    0    0     0     0  637  587  1 15 85  0  0
 1  0      0 2319252  33636 645948    0    0     0     0  707  645  1 13 86  0  0
 2  0      0 2313372  33636 645948    0    0     0     4  669  587  1 11 88  0  0
 1  0      0 2305476  33644 645956    0    0     0    28  644  610  1 13 86  0  0
 1  0      0 2300296  33644 645960    0    0     0    24  698  575  0 11 89  0  0
 1  0      0 2297132  33644 645964    0    0     0     0  675  592  1  9 91  0  0
 2  0      0 2291504  33644 645968    0    0     0     0  703  575  1 11 88  0  0
 2  0      0 2317532  33644 645972    0    0     0     0  719  601  0 10 90  0  0
 1  0      0 2310280  33652 645976    0    0     0    32  878  620  1 12 88  0  0
 1  0      0 2300372  33652 645980    0    0     0    24  663  597  1 10 89  0  0
 1  0      0 2291160  33652 645984    0    0     0     0  761  598  0 20 80  0  0
 1  0      0 2314304  33652 645988    0    0     0     0  722  602  1 14 85  0  0
 1  0      0 2303300  33652 645992    0    0     0     0  709  613  0 17 83  0  0
 2  0      0 2295656  33660 645996    0    0     0    28  813  640  1 19 80  0  0
 2  0      0 2317124  33660 646000    0    0     0    32  757  606  0 20 80  0  0
 2  0      0 2308108  33660 646004    0    0     0     0  670  619  0 19 81  0  0
 1  0      0 2298868  33660 646008    0    0     0     0  722  649  1 21 78  0  0
 2  0      0 2287176  33660 646012    0    0     0     0  675  618  1 15 84  0  0
 1  0      0 2305900  33668 646016    0    0     0   100  815  638  1 16 83  0  0
 1  0      0 2296888  33668 646020    0    0     0     0  661  644  0 16 84  0  0
 1  0      0 2292828  33668 646024    0    0     0    28  756  588  0 13 87  0  0
 1  0      0 2314988  33668 646028    0    0     0     0  736  614  1 18 82  0  0
 1  0      0 2299280  33668 646032    0    0     0     0  787  634  1 22 77  0  0
 1  0      0 2292728  33676 646040    0    0     0    28  794  614  1 18 81  0  0
 2  0      0 2285980  33676 646044    0    0     0     0  713  611  1 17 82  0  0
 2  0      0 2310756  33676 646048    0    0     0    24  818  629  1 25 74  0  0
 1  0      0 2308236  33676 646052    0    0     0     8  776  610  0 18 82  0  0
 1  0      0 2301220  33676 646056    0    0     0     0  710  621  1 16 83  0  0
 1  0      0 2291784  33684 646060    0    0     0    48  718  614  1 19 80  0  0
 1  0      0 2285484  33684 646064    0    0     0   104  745  628  1 15 84  0  0
 1  0      0 2312000  33684 646068    0    0     0    28  740  578  1 14 86  0  0
 1  0      0 2304580  33684 646072    0    0     0     0  768  603  1 19 81  0  0
 3  0      0 2299400  33684 646076    0    0     0     4  778  598  0 19 81  0  0
 3  0      0 2293548  33692 646080    0    0     0    28  770  629  1 17 82  0  0
 1  0      0 2290356  33692 646084    0    0     0     0  702  594  1 14 85  0  0
 1  0      0 2285596  33692 646088    0    0     0    24  638  602  1 19 80  0  0
 1  0      0 2308656  33692 646092    0    0     0     0  756  607  0 16 84  0  0
 1  0      0 2300520  33692 646096    0    0     0     0  601  602  1 14 86  0  0
 4  0      0 2291252  33700 646100    0    0     0    32  606  586  1 12 87  0  0
