procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2317552  33548 650316    0    0  9969   410 1608   19 21 27 49  2  0
 1  0      0 2317552  33556 650396    0    0    32   136  424  833  2  1 97  1  0
 1  0      0 2317552  33556 650396    0    0     0     0  228  378  1  1 99  0  0
 1  0      0 2317552  33556 650404    0    0     0  7620  234  330  0  1 99  0  0
 4  0      0 2316404  33556 650404    0    0     0     0  246  337  0  4 96  0  0
 1  0      0 2313716  33560 652392    0    0  1984     0  338  399  1  5 94  1  0
 1  0      0 2313464  33568 652632    0    0   248    88  287  375  1  1 98  1  0
 1  0      0 2312036  33568 653208    0    0   648     4  269  359  1  2 97  0  0
 1  0      0 2310664  33568 653504    0    0   208     0  258  349  0  3 97  1  0
 1  0      0 2307024  33568 655904    0    0  2484     0  286  386  0  3 95  2  0
 1  0      0 2306128  33568 656000    0    0     0     4  344  372  0  3 97  0  0
 1  0      0 2306128  33568 656000    0    0     0     0  363  390  0  3 97  0  0
 1  0      0 2306128  33576 656000    0    0     0    56  326  356  0  3 97  0  0
 1  0      0 2306128  33576 656000    0    0     0     4  332  349  1  2 98  0  0
 1  0      0 2306128  33576 656000    0    0     0     0  299  374  0  3 97  0  0
 1  0      0 2306128  33584 656004    0    0     0    64  274  382  0  1 99  0  0
 1  0      0 2306128  33584 656004    0    0     0     8  313  381  0  2 98  0  0
 1  0      0 2306128  33584 656004    0    0     0     0  315  372  0  2 98  0  0
 2  0      0 2306128  33584 656004    0    0     0     0  267  360  1  1 98  0  0
 1  0      0 2305904  33584 656004    0    0     0     4  285  370  0  2 98  0  0
 1  0      0 2305680  33592 656008    0    0     0    84  290  360  0  2 98  1  0
 1  0      0 2304560  33592 656008    0    0     0     0  310  366  0  4 96  0  0
 1  0      0 2304560  33592 656008    0    0     0     0  262  333  0  1 99  0  0
 1  0      0 2303440  33592 656008    0    0     0     0  264  364  1  2 98  0  0
 1  0      0 2301872  33592 656008    0    0     0     0  279  355  0  1 99  0  0
 1  0      0 2301200  33600 656008    0    0     0    80  324  382  0  2 98  0  0
 1  0      0 2300528  33600 656008    0    0     0     4  295  364  0  1 99  0  0
 1  0      0 2300304  33600 656008    0    0     0     0  265  354  0  1 99  0  0
