procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2309580  33724 648456    0    0  6619   338 1182   13 15 19 64  2  0
 1  0      0 2309580  33724 648500    0    0     0     4  494  905  3  2 96  0  0
 1  0      0 2309580  33724 648500    0    0     0    96  311  440  0  0 100  0  0
 1  0      0 2309328  33724 648500    0    0     0     0  313  515  2  1 97  0  0
 3  0      0 2301572  33732 653800    0    0  5420    52  743  599  1 13 85  1  0
 3  0      0 2296588  33732 654096    0    0   148  1720 1480  957  2 37 62  0  0
 2  0      0 2292080  33732 654096    0    0     0     0 1360 1041  2 32 67  0  0
 3  0      0 2287068  33732 654112    0    0     0     4 1374  990  1 43 56  0  0
 3  0      0 2283680  33740 654104    0    0     0   160 1347 1002  1 36 63  0  0
 4  0      0 2279368  33740 654128    0    0     0    80 1370  998  2 41 57  0  0
 1  0      0 2275980  33740 654128    0    0     0     0 1355  951  2 35 64  0  0
 1  0      0 2275980  33740 654144    0    0     0     0 1681  908  1 26 73  0  0
 1  0      0 2272340  33740 654148    0    0     0     0 1483  920  1 30 69  0  0
 1  0      0 2300112  33748 654148    0    0     0    56 1457  959  2 40 59  0  0
 2  0      0 2296052  33748 654164    0    0     0    44 1621  953  1 26 73  0  0
 2  0      0 2279880  33748 654180    0    0     0     0 1365 1007  1 35 64  0  0
 3  0      0 2272208  33748 654192    0    0     0     0 1483 1027  1 42 57  0  0
 2  0      0 2285072  33748 654200    0    0     0     0 1172  979  2 33 65  0  0
 2  0      0 2269532  33756 654200    0    0     0    24 1260  971  2 45 54  0  0
 6  0      0 2286856  33756 654220    0    0     0    40 1214 1041  2 35 63  0  0
 3  0      0 2278488  33756 654228    0    0     0    52 1346 1079  2 38 61  0  0
 1  0      0 2294012  33756 654240    0    0     0     0 1234 1014  2 40 58  0  0
 1  0      0 2284968  33756 654244    0    0     0     0 1137  966  2 38 61  0  0
 2  0      0 2275952  33764 654244    0    0     0    36 1274 1016  2 37 61  0  0
 1  0      0 2294508  33764 654268    0    0     0     0 1264 1055  1 47 52  0  0
 1  0      0 2271788  33764 654280    0    0     0    60 1112 1050  1 39 60  0  0
 3  0      0 2276604  33764 654288    0    0     0     0 1066  982  1 42 57  0  0
 4  0      0 2264648  33764 654292    0    0     0     0 4640  898  2 48 50  0  0
 4  0      0 2264396  33764 654292    0    0     0     0 11207  667  1 52 48  0  0
 6  0      0 2264396  33772 654292    0    0     0    48 10690  667  1 51 49  0  0
 6  0      0 2264396  33772 654292    0    0     0    28 10718  664  1 51 48  0  0
 3  0      0 2272104  33772 654300    0    0     0     4 4634  895  1 48 51  0  0
 2  0      0 2270872  33772 654304    0    0     0     0 1092  963  1 47 52  0  0
 4  0      0 2262108  33772 654316    0    0     0     0 7405  799  1 48 51  0  0
 4  0      0 2262108  33780 654316    0    0     0    40 11682  658  0 51 49  0  0
 5  0      0 2262108  33780 654316    0    0     0    24 10981  665  0 51 49  0  0
 5  0      0 2262108  33780 654316    0    0     0     0 10917  624  0 51 49  0  0
 7  0      0 2262108  33780 654316    0    0     0     4 11190  647  1 51 49  0  0
 4  0      0 2268304  33780 654320    0    0     0     0 5003 1011  1 46 53  0  0
 2  0      0 2267252  33788 654336    0    0     0    40 1034 1012  2 46 52  0  0
 2  0      0 2276444  33788 654348    0    0     0     0 1187 1000  1 47 52  0  0
 1  0      0 2284848  33788 654356    0    0     0     0 1160  984  1 42 58  0  0
 1  0      0 2288420  33788 654368    0    0     0     0 1099  976  1 38 61  0  0
