procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2320476  33660 642356    0    0  6883   350 1216   14 14 18 66  2  0
 1  0      0 2320476  33660 642432    0    0    32     0  299  727  1  1 98  1  0
 1  0      0 2320476  33660 642432    0    0     0     0  212  324  0  0 100  0  0
 1  0      0 2320476  33660 642432    0    0     0    12  292  461  1  0 99  0  0
 2  0      0 2311320  33664 648020    0    0  5572     0  748  614  0 15 85  0  0
 1  0      0 2307960  33672 648012    0    0     0    32  727  647  1 15 84  1  0
 2  0      0 2304600  33672 648028    0    0     0     4  768  635  1 16 83  0  0
 3  0      0 2301688  33672 648032    0    0     0     0  700  674  1 16 84  0  0
 1  0      0 2298552  33672 648032    0    0     0     0  754  665  1 17 82  0  0
 2  0      0 2296760  33672 648036    0    0     0    28  658  626  1 11 88  0  0
 1  0      0 2292000  33672 648040    0    0     0     0  784  658  1 15 84  0  0
 1  0      0 2290208  33680 648052    0    0     0    72  797  627  0 12 88  0  0
 2  0      0 2287520  33680 648052    0    0     0     4  725  660  1 11 88  0  0
 1  0      0 2314684  33680 648060    0    0     0     0  788  656  1 18 81  0  0
 1  0      0 2303624  33680 648064    0    0     0    24  640  582  1 13 87  0  0
 2  0      0 2293516  33680 648064    0    0     0     0  689  592  0 16 84  0  0
 1  0      0 2287188  33688 648068    0    0     0    28  589  537  2 10 89  0  0
 1  0      0 2308272  33688 648072    0    0     0     0  584  581  0 14 86  0  0
 1  0      0 2290772  33688 648080    0    0     0     4  636  553  1 11 88  0  0
 1  0      0 2283800  33688 648080    0    0     0    24  699  579  0 14 86  0  0
 1  0      0 2310456  33688 648088    0    0     0     0  658  574  1 14 86  0  0
 2  0      0 2301468  33696 648096    0    0     0    44  792  616  1 18 82  0  0
 1  0      0 2291808  33696 648100    0    0     0     0  612  570  1 13 86  0  0
 1  0      0 2288224  33696 648104    0    0     0     0  674  558  1 12 87  0  0
 1  0      0 2311160  33696 648104    0    0     0    32  763  623  1 15 84  0  0
 1  0      0 2302596  33696 648112    0    0     0     0  763  605  0 17 83  0  0
 1  0      0 2293160  33704 648116    0    0     0    40  623  586  1 14 85  0  0
 4  0      0 2289772  33704 648116    0    0     0     0 10579  527  1 46 54  0  0
 4  0      0 2289548  33704 648116    0    0     0   104 12162  521  1 50 49  0  0
 5  0      0 2289548  33704 648116    0    0     0    12 12477  518  1 50 48  0  0
 5  0      0 2289548  33704 648116    0    0     0     4 12004  529  2 50 49  0  0
 1  0      0 2286860  33712 648136    0    0     0    40 8466  547  1 37 62  0  0
 1  0      0 2311048  33712 648140    0    0     0     0  543  513  1 12 87  0  0
 1  0      0 2305672  33712 648144    0    0     0     0  522  531  0 12 88  0  0
 1  0      0 2282796  33712 648148    0    0     0     0  497  500  1 14 85  0  0
 4  0      0 2309468  33712 648152    0    0     0     0  476  485  1 13 86  0  0
 5  0      0 2298268  33720 648156    0    0     0    60  515  540  1 17 82  0  0
 1  0      0 2288356  33720 648160    0    0     0     0  688  573  1 26 73  0  0
 1  0      0 2303376  33720 648164    0    0     0     0  588  555  0 23 77  0  0
 3  0      0 2299096  33720 648164    0    0     0     0 9887  523  1 47 52  0  0
 3  0      0 2299096  33720 648164    0    0     0     0 12399  539  1 51 49  0  0
 5  0      0 2299096  33728 648164    0    0     0    56 11968  543  1 50 49  0  0
 5  0      0 2299096  33728 648164    0    0     0     4 12369  557  2 50 49  0  0
 6  0      0 2299096  33728 648164    0    0     0     0 11424  535  1 51 49  0  0
16  0      0 2299096  33728 648164    0    0     0   128 15059  119  0 93  7  0  0
11  0      0 2299096  33728 648164    0    0     0     0 11758  512  1 52 48  0  0
 8  0      0 2299096  33736 648156    0    0     0    44 11457  511  1 51 49  0  0
 6  0      0 2299096  33736 648164    0    0     0     4 11727  436  0 64 36  0  0
 6  0      0 2299096  33736 648176    0    0     0     0 11514  523  1 50 49  0  0
 7  0      0 2298844  33736 648180    0    0     0     0 12012  546  1 51 49  0  0
 8  0      0 2298844  33736 648180    0    0     0     0 12972  525  0 51 49  0  0
 8  0      0 2298844  33736 648180    0    0     0     8 12253  520  1 51 49  0  0
 8  0      0 2298844  33744 648180    0    0     0   184 11925  540  0 51 49  0  0
 9  0      0 2298844  33744 648180    0    0     0     0 12241  527  0 51 49  0  0
 9  0      0 2298844  33744 648180    0    0     0     0 11985  508  0 51 49  0  0
 9  0      0 2298844  33744 648180    0    0     0     0 12495  522  1 51 49  0  0
 8  0      0 2299592  33744 648180    0    0     0     0 11715  518  0 51 49  0  0
 9  0      0 2299592  33752 648180    0    0     0    60 12225  530  1 50 49  0  0
 1  0      0 2299596  33752 648176    0    0     0     4 6812  571  1 28 71  0  0
 1  0      0 2289072  33752 648180    0    0     0     0  593  544  1 14 85  0  0
 2  0      0 2282128  33752 648180    0    0     0     0  492  547  1 12 88  0  0
 1  0      0 2305524  33752 648184    0    0     0     0  555  547  1 15 85  0  0
 2  0      0 2300148  33760 648188    0    0     0    28  546  527  0 11 89  0  0
 1  0      0 2294324  33760 648188    0    0     0   204  590  584  1 12 87  0  0
 1  0      0 2287828  33760 648192    0    0     0    20  671  570  1 19 81  0  0
 1  0      0 2283936  33760 648196    0    0     0     0  601  545  0 10 90  0  0
 1  0      0 2281220  33760 648196    0    0     0     0  600  523  1 11 88  0  0
 1  0      0 2279876  33768 648204    0    0     0    56  535  531  1 10 90  0  0
 1  0      0 2308588  33768 648208    0    0     0     0  554  546  0 10 90  0  0
 1  0      0 2298480  33768 648208    0    0     0    20  576  532  1 21 78  0  0
 1  0      0 2292852  33768 648212    0    0     0     0  546  535  1 15 84  0  0
 2  0      0 2289940  33768 648216    0    0     0     0  516  527  1 12 87  0  0
 1  0      0 2286776  33776 648216    0    0     0    28  578  535  1 13 87  0  0
 3  0      0 2283388  33776 648220    0    0     0     0  578  569  1  9 90  0  0
 1  0      0 2279048  33776 648228    0    0     0    24  578  546  0 14 86  0  0
 1  0      0 2276108  33776 648232    0    0     0     0  538  523  1 15 84  0  0
 1  0      0 2274828  33776 648232    0    0     0     0  546  514  0 13 87  0  0
 1  0      0 2301080  33784 648236    0    0     0    44  696  603  1 16 83  0  0
