procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2277668  39780 654868    0    0  7488   388 1338   15 17 21 59  4  0
 2  0      0 2277668  39780 654952    0    0    32     0  438  982  2  0 98  0  0
 1  0      0 2277668  39780 654952    0    0     0    80  184  338  1  0 99  1  0
 1  0      0 2277668  39780 654960    0    0     0     0  230  414  1  1 98  0  0
 2  0      0 2271564  39780 660360    0    0  5472     0 1001  575  1 17 82  1  0
 2  0      0 2270624  39780 660556    0    0    96     0 2106  879  1 40 60  0  0
 2  0      0 2270372  39788 660580    0    0     0    40 2053  907  1 35 64  0  0
 1  0      0 2270148  39788 660596    0    0     0     0 2079  883  1 40 59  0  0
 2  0      0 2270148  39788 660608    0    0     0     4 2211  959  1 35 64  0  0
 1  0      0 2269924  39788 660620    0    0     0    64 2266  995  1 36 63  0  0
 1  0      0 2269028  39796 660628    0    0     0    24 2230  965  1 39 61  0  0
 2  0      0 2268776  39796 660652    0    0     0    32 2228  992  1 38 61  0  0
 2  0      0 2268328  39796 660664    0    0     0     0 2151  996  1 32 67  0  0
 2  0      0 2267432  39796 660676    0    0     0     0 2305  977  1 39 60  0  0
 2  0      0 2254216  39796 660688    0    0     0    84 2076 1092  2 49 49  0  0
 2  0      0 2248472  39804 660724    0    0     0    24 1612 1266  2 56 42  0  0
 4  0      0 2243148  39804 660736    0    0     0     0 1560 1246  2 58 41  0  0
18  0      0 2244632  39804 660760    0    0     0     0 17804  984  1 87 13  0  0
 5  0      0 2244632  39804 660768    0    0     0   184 9712  535  1 51 48  0  0
 4  0      0 2248572  39812 660784    0    0     0    44 1936 1167  2 59 39  0  0
 6  0      0 2275256  39812 660796    0    0     0     0 1526 1262  2 60 38  0  0
 7  0      0 2276256  39812 660816    0    0     0     0 1435 1178  1 61 39  0  0
 4  0      0 2265216  39812 660836    0    0     0     0 1450 1275  1 56 43  0  0
 4  0      0 2294900  39812 660864    0    0     0     0 1406 1224  2 56 42  0  0
 3  0      0 2269172  39828 660880    0    0     0   140 1463 1268  0 61 39  0  0
 3  0      0 2271652  39828 660904    0    0     0     0 1316 1216  3 62 36  0  0
 2  0      0 2271896  39828 660924    0    0     0     0 1300 1237  2 59 39  0  0
 5  0      0 2280776  39828 660944    0    0     0     0 1372 1242  0 58 42  0  0
 4  0      0 2270436  39828 660972    0    0     0     0 1338 1331  1 60 39  0  0
 3  0      0 2260832  39836 660988    0    0     0   284 1361 1258  2 59 39  0  0
 1  0      0 2264032  39836 661012    0    0     0     4 1375 1265  1 59 40  0  0
 5  0      0 2264804  39836 661040    0    0     0     4 1390 1341  1 60 38  0  0
 3  0      0 2268924  39836 661060    0    0     0     0 1370 1266  2 62 36  0  0
 2  0      0 2281204  39836 661080    0    0     0     0 1366 1232  1 57 42  0  0
 3  0      0 2256924  39844 661096    0    0     0   136 1396 1260  1 60 39  0  0
 2  0      0 2264156  39844 661120    0    0     0     0 1360 1217  2 56 43  0  0
 3  0      0 2267524  39844 661144    0    0     0     4 4847  784  0 57 43  0  0
 3  0      0 2267524  39844 661144    0    0     0     0 10158  512  1 50 49  0  0
 3  0      0 2267524  39844 661144    0    0     0     0 10256  525  0 51 49  0  0
 3  0      0 2267524  39852 661136    0    0     0    24 9886  537  1 51 49  0  0
 4  0      0 2267524  39852 661136    0    0     0    44 10324  530  1 51 49  0  0
 4  0      0 2267524  39852 661136    0    0     0     0 10666  527  0 51 49  0  0
 4  0      0 2267524  39852 661136    0    0     0     4 10231  522  1 51 49  0  0
 6  0      0 2267524  39852 661144    0    0     0     0 10085  537  1 50 49  0  0
 7  0      0 2267524  39852 661144    0    0     0     0 10241  530  0 51 49  0  0
 7  0      0 2267524  39860 661144    0    0     0    40 9300  530  0 51 49  0  0
 4  0      0 2267524  39860 661144    0    0     0     0 9758  531  1 51 49  0  0
 4  0      0 2267524  39860 661144    0    0     0     8 9024  530  0 51 49  0  0
 5  0      0 2267524  39860 661144    0    0     0     8 9449  535  0 51 49  0  0
 5  0      0 2267524  39860 661144    0    0     0     0 9527  513  1 51 49  0  0
 4  0      0 2267284  39868 661136    0    0     0    56 9020  542  0 51 49  0  0
 5  0      0 2267284  39868 661136    0    0     0     0 9539  519  0 51 49  0  0
 6  0      0 2267284  39868 661136    0    0     0     0 10212  525  0 51 49  0  0
 5  0      0 2267284  39868 661164    0    0     0     0 10196  523  1 51 49  0  0
 3  0      0 2262104  39868 661188    0    0     0     0 7756  658  1 45 54  0  0
 2  0      0 2263076  39876 661204    0    0     0     0 1300 1052  0 50 50  0  0
 5  0      0 2264596  39876 661212    0    0     0    36 1310 1071  1 50 49  0  0
 3  0      0 2260172  39876 661232    0    0     0     0 1289 1070  1 56 43  0  0
 2  0      0 2264788  39876 661248    0    0     0     0 1309 1055  1 58 41  0  0
 3  0      0 2275220  39884 661252    0    0     0   120 1393 1063  2 53 45  0  0
 3  0      0 2258560  39884 661272    0    0     0    36 4123  740  1 49 50  0  0
 3  0      0 2258560  39884 661272    0    0     0     0 8086  483  0 51 49  0  0
 1  0      0 2267488  39884 661284    0    0     0     0 1633 1061  1 55 44  0  0
 3  0      0 2269308  39884 661296    0    0     0     0 1276 1052  2 60 38  0  0
 3  0      0 2246628  39884 661308    0    0     0     0 4225  835  1 52 47  0  0
 4  0      0 2246628  39892 661312    0    0     0    64 12730  477  0 51 49  0  0
 3  0      0 2270960  39892 661312    0    0     0     4 8792  673  1 47 52  0  0
 3  0      0 2243964  39892 661324    0    0     0     0 1328 1096  2 47 51  0  0
 1  0      0 2254608  39892 661348    0    0     0     0 1364 1077  1 48 51  0  0
 2  0      0 2261364  39892 661356    0    0     0     0 1253 1044  1 54 45  0  0
 4  0      0 2266672  39900 661368    0    0     0    36 1335 1039  1 46 53  0  0
 4  0      0 2245700  39900 661384    0    0     0    80 1336 1039  2 52 47  0  0
 3  0      0 2241504  39900 661404    0    0     0   152 1313 1075  2 54 44  0  0
 7  0      0 2278332  39900 661412    0    0     0     0 1333 1094  1 52 47  0  0
 1  0      0 2281024  39900 661452    0    0     0     0 1283 1029  2 49 48  0  0
 4  0      0 2284468  39908 661460    0    0     0    32 1216 1244  1 57 42  0  0
 4  0      0 2270556  39908 661492    0    0     0    88 1230 1159  1 63 36  0  0
 5  0      0 2285744  39908 661524    0    0     0     0 1359 1372  1 58 41  0  0
 3  0      0 2284716  39908 661540    0    0     0     4 1256 1273  2 64 34  0  0
 7  0      0 2259384  39908 661556    0    0     0     0 1391 1287  2 57 41  0  0
 2  0      0 2266020  39916 661588    0    0     0    44 1420 1302  1 59 40  0  0
 3  0      0 2280092  39916 661604    0    0     0   112 1363 1277  1 57 42  0  0
 2  0      0 2254088  39916 661624    0    0     0     0 3282 1108  1 61 39  0  0
 3  0      0 2254344  39916 661628    0    0     0     4 9801  516  0 51 49  0  0
 4  0      0 2254344  39916 661628    0    0     0     0 9665  524  1 51 49  0  0
 3  0      0 2273120  39924 661628    0    0     0    24 3097  686  1 26 73  0  0
 2  0      0 2286508  39924 661628    0    0     0     0 7092  740  0 55 45  0  0
 5  0      0 2286508  39924 661628    0    0     0    32 9585  564  0 51 49  0  0
 4  0      0 2284940  39924 661656    0    0     0     0 9858  554  1 51 49  0  0
 3  0      0 2284940  39924 661656    0    0     0     4 9592  524  1 51 49  0  0
 2  0      0 2275056  39932 661660    0    0     0    60 5010  451  0 41 59  0  0
 3  0      0 2275056  39932 661660    0    0     0     0 9937  535  0 51 49  0  0
 4  0      0 2275056  39932 661660    0    0     0     0 9281  531  0 51 49  0  0
 4  0      0 2275056  39932 661660    0    0     0     8 8911  524  0 51 49  0  0
 4  0      0 2275056  39932 661660    0    0     0     0 8152  530  0 51 49  0  0
17  0      0 2275056  39940 661660    0    0     0    28 18280  441  0 78 22  0  0
 9  0      0 2259128  39940 661664    0    0     0     0  831  941  1 34 65  0  0
 2  0      0 2267284  39940 661684    0    0     0     0 5492  880  1 53 46  0  0
 7  0      0 2267284  39940 661688    0    0     0     0 9589  516  0 51 49  0  0
 9  0      0 2263476  39948 661692    0    0     0    40 8589  550  0 51 49  0  0
 8  0      0 2263476  39948 661692    0    0     0     0 9643  523  0 51 49  0  0
 8  0      0 2263476  39948 661692    0    0     0    28 8892  524  1 51 49  0  0
 8  0      0 2263476  39948 661692    0    0     0     0 9909  519  0 51 49  0  0
 9  0      0 2263476  39948 661692    0    0     0     0 9574  512  0 51 49  0  0
 5  0      0 2263476  39956 661684    0    0     0    48 9659  532  1 51 49  0  0
 6  0      0 2263476  39956 661684    0    0     0     4 9000  514  1 51 49  0  0
 6  0      0 2263476  39956 661684    0    0     0     0 10709  519  0 51 49  0  0
 4  0      0 2263476  39956 661692    0    0     0     8 10733  534  0 51 49  0  0
 2  0      0 2263252  39956 661692    0    0     0     0 9037  535  0 51 49  0  0
 3  0      0 2263252  39956 661692    0    0     0    24 10669  514  0 51 49  0  0
 3  0      0 2255424  39964 661692    0    0     0    16 4631  951  1 56 43  0  0
 1  0      0 2277564  39964 661720    0    0     0     4 1373 1274  2 64 34  0  0
 2  0      0 2268252  39964 661740    0    0     0     0 1481 1249  1 56 43  0  0
 2  0      0 2277860  39964 661760    0    0     0    76 1387 1314  1 65 34  0  0
