TIME;LIN2_VmSize;LIN2_VmData;LIN2_RSS;LIN2_byte_letti__sec;LIN2_byte_scritti__sec;;;;;;
131400;735284;666908;42116;86498704;66069564;;;;;;
131520;735284;666908;42116;80439616;64947885;;;;;;
131640;735284;666908;42116;80937016;60915710;;;;;;
131760;735284;666908;42116;74271142;60468584;;;;;;
131880;735284;666908;42116;79239341;63962754;;;;;;
132000;735284;666908;42116;84766902;66874240;;;;;;
132120;735284;666908;42116;86782849;68696957;;;;;;
132240;735284;666908;42116;79730148;63376068;;;;;;
132360;735284;666908;42116;77468777;63944138;;;;;;
132480;735284;666908;42116;75198927;63533059;;;;;;
132600;735284;666908;42116;79270495;65270068;;;;;;
132720;735284;666908;42116;83843037;64075828;;;;;;
132840;735284;666908;42116;85553685;65723217;;;;;;
132960;735284;666908;42116;83596442;68216325;;;;;;
133080;735284;666908;42116;81589792;67079864;;;;;;
133200;735284;666908;42116;85460929;65641163;;;;;;
133320;735284;666908;42116;79288517;64789402;;;;;;
133440;735284;666908;42116;77630269;64927651;;;;;;
133560;735284;666908;42116;83809703;65942479;;;;;;
133680;735284;666908;42116;85460833;64928701;;;;;;
133800;735284;666908;42116;84013485;68734390;;;;;;
133920;735284;666908;42116;80538854;63684732;;;;;;
134040;735284;666908;42116;80936271;66295461;;;;;;
134160;735284;666908;42116;80307240;63967129;;;;;;
134280;735284;666908;42116;91650430;68279592;;;;;;
134400;735284;666908;42116;83645341;68920133;;;;;;
134520;735284;666908;42116;80924946;67668366;;;;;;
134640;735284;666908;42116;86531681;66007276;;;;;;
134760;735284;666908;42116;82457788;67570628;;;;;;
134880;735284;666908;42116;84251363;64372590;;;;;;
135000;735284;666908;42116;81404855;63622334;;;;;;
135120;735284;666908;42116;85848727;68061636;;;;;;
135240;735284;666908;42116;83517568;63584300;;;;;;
135360;735284;666908;42116;83782457;66425960;;;;;;
135480;735284;666908;42116;79071954;67691963;;;;;;
135600;735284;666908;42116;84253448;65864966;;;;;;
135720;735284;666908;42116;80205999;67083836;;;;;;
135840;735284;666908;42116;86736303;66057610;;;;;;
135960;735284;666908;42116;79639182;66334772;;;;;;
136080;735284;666908;42116;81825110;64351575;;;;;;
136200;735284;666908;42116;83095217;65126647;;;;;;
136320;735284;666908;42116;89304536;62458866;;;;;;
136440;735284;666908;42116;82043826;65776807;;;;;;
136560;735284;666908;42116;81424509;65869618;;;;;;
136680;735284;666908;42116;82021206;63998374;;;;;;
136800;735284;666908;42116;76869643;63552223;;;;;;
136920;735284;666908;42116;81369613;65776884;;;;;;
137040;735284;666908;42116;82675462;68870493;;;;;;
137160;735284;666908;42116;81812600;65796647;;;;;;
137280;735284;666908;42116;85083718;63027490;;;;;;
137400;735284;666908;42116;82762729;63974299;;;;;;
137520;735284;666908;42116;86431632;66442364;;;;;;
137640;735284;666908;42116;82801359;66699614;;;;;;
137760;735284;666908;42116;89271502;67433191;;;;;;
137880;735284;666908;42116;84580019;66531737;;;;;;
138000;735284;666908;42116;83388594;63531101;;;;;;
138120;735284;666908;42116;84030046;67309631;;;;;;
138240;735284;666908;42116;81653588;67132244;;;;;;
138360;735284;666908;42116;83671726;64974377;;;;;;
138480;735284;666908;42116;81344366;68376263;;;;;;
138600;735284;666908;42116;80249324;64339185;;;;;;
138720;735284;666908;42116;83653486;67590222;;;;;;
138840;735284;666908;42116;90298939;66311866;;;;;;
138960;735284;666908;42116;89758523;66144213;;;;;;
139080;735284;666908;42116;83672997;67049550;;;;;;
139200;735284;666908;42116;82504153;66084541;;;;;;
139320;735284;666908;42116;85078684;65456148;;;;;;
139440;735284;666908;42116;90708580;68818659;;;;;;
139560;735284;666908;42116;78843512;66841982;;;;;;
139680;735284;666908;42116;91187953;66578575;;;;;;
139800;735284;666908;42116;82485793;66681321;;;;;;
139920;735284;666908;42116;77345440;66149428;;;;;;
140040;735284;666908;42116;80886158;64483353;;;;;;
140160;735284;666908;42116;80391573;68391768;;;;;;
140280;735284;666908;42116;87536090;68973483;;;;;;
140400;735284;666908;42116;84239928;67733604;;;;;;
140520;735284;666908;42116;83932487;63609256;;;;;;
140640;735284;666908;42116;81412854;64843313;;;;;;
140760;735284;666908;42116;81974241;64076080;;;;;;
140880;735284;666908;42116;77005392;64548523;;;;;;
141000;735284;666908;42116;79025601;65349819;;;;;;
141120;735284;666908;42116;81682632;65488028;;;;;;
141240;735284;666908;42116;78616783;65831662;;;;;;
141360;735284;666908;42116;84222243;65345729;;;;;;
141480;735284;666908;42116;79548589;63118591;;;;;;
141600;735284;666908;42116;84438887;64456075;;;;;;
141720;735284;666908;42116;80710014;63001349;;;;;;
141840;735284;666908;42116;92477201;67834759;;;;;;
141960;735284;666908;42116;80749225;66263664;;;;;;
142080;735284;666908;42116;87009875;68197311;;;;;;
142200;735284;666908;42116;89111996;68473951;;;;;;
142320;735284;666908;42116;83876190;64709232;;;;;;
142440;735284;666908;42116;85821342;68249651;;;;;;
142560;735284;666908;42116;78765102;66375657;;;;;;
142680;735284;666908;42116;81090023;62786874;;;;;;
142800;735284;666908;42116;83019648;67568248;;;;;;
142920;735284;666908;42116;78800275;65447082;;;;;;
143040;735284;666908;42116;83137936;62407648;;;;;;
143160;735284;666908;42116;89028593;67546082;;;;;;
143280;735284;666908;42116;88182530;63991673;;;;;;
143400;735284;666908;42116;83930911;65686499;;;;;;
143520;735284;666908;42116;89664366;68741829;;;;;;
143640;735284;666908;42116;78954293;64520486;;;;;;
143760;735284;666908;42116;83374001;68514757;;;;;;
143880;735284;666908;42116;84267603;62778577;;;;;;
144000;735284;666908;42116;85539980;63851129;;;;;;
144120;735284;666908;42116;85034126;69083698;;;;;;
144240;735284;666908;42116;82132524;66873785;;;;;;
144360;735284;666908;42116;80364285;66020929;;;;;;
144480;735284;666908;42116;82815239;65327228;;;;;;
144600;735284;666908;42116;92205123;68213519;;;;;;
144720;735284;666908;42116;80789460;67915259;;;;;;
144840;735284;666908;42116;84174506;66994026;;;;;;
144960;735284;666908;42116;84459344;67358556;;;;;;
145080;735284;666908;42116;83491813;70865077;;;;;;
145200;735284;666908;42116;82195817;65852701;;;;;;
145320;735284;666908;42116;84410558;68593602;;;;;;
145440;735284;666908;42116;81135236;66701867;;;;;;
145560;735284;666908;42116;83645128;65688388;;;;;;
145680;735284;666908;42116;78623319;64915700;;;;;;
145800;735284;666908;42116;88505748;67841224;;;;;;
145920;735284;666908;42116;83326254;64869298;;;;;;
146040;735284;666908;42116;84068707;65581244;;;;;;
146160;735284;666908;42116;82046859;65081332;;;;;;
146280;735284;666908;42116;89043297;70702135;;;;;;
146400;735284;666908;42116;84953290;66851506;;;;;;
146520;735284;666908;42116;81638079;64819398;;;;;;
146640;735284;666908;42116;78267763;62620592;;;;;;
146760;735284;666908;42116;80998338;64906073;;;;;;
146880;735284;666908;42116;87749785;68304303;;;;;;
147000;735284;666908;42116;86843128;66131265;;;;;;
147120;735284;666908;42116;86711740;68766186;;;;;;
147240;735284;666908;42116;81400293;68493070;;;;;;
147360;735284;666908;42116;80367591;65511786;;;;;;
147480;735284;666908;42116;84085816;64199570;;;;;;
147600;735284;666908;42116;89923708;67579096;;;;;;
147720;735284;666908;42116;80343151;66120800;;;;;;
147840;735284;666908;42116;83208100;66129366;;;;;;
147960;735284;666908;42116;80568785;65185751;;;;;;
148080;735284;666908;42116;83407300;63845011;;;;;;
148200;735284;666908;42116;89299044;67577288;;;;;;
148320;735284;666908;42116;85398966;65416694;;;;;;
148440;735284;666908;42116;73224888;61522244;;;;;;
148560;735284;666908;42116;82380017;61473687;;;;;;
148680;735284;666908;42116;81350027;61177993;;;;;;
148800;735284;666908;42116;90243934;66778939;;;;;;
148920;735284;666908;42116;88656310;66484003;;;;;;
149040;735284;666908;42116;84542052;66320301;;;;;;
149160;735284;666908;42116;89625507;68986024;;;;;;
149280;735284;666908;42116;85177703;69424970;;;;;;
149400;735284;666908;42116;76608182;64253821;;;;;;
149520;735284;666908;42116;83071827;66666264;;;;;;
149640;735284;666908;42116;84261337;67230527;;;;;;
149760;735284;666908;42116;88195466;67365066;;;;;;
149880;735284;666908;42116;85552631;65775305;;;;;;
150000;735284;666908;42116;75633098;60225485;;;;;;
150120;735284;666908;42116;84111007;67284274;;;;;;
150240;735284;666908;42116;84755745;66130123;;;;;;
150360;735284;666908;42116;77629528;62857059;;;;;;
150480;735284;666908;42116;79317428;64743238;;;;;;
150600;735284;666908;42116;80804234;65465925;;;;;;
150720;735284;666908;42116;84618678;65783113;;;;;;
150840;735284;666908;42116;84943574;64879281;;;;;;
150960;735284;666908;42116;83150597;65103711;;;;;;
151080;735284;666908;42116;80469050;62382053;;;;;;
151200;735284;666908;42116;89454486;67164149;;;;;;
151320;735284;666908;42116;84566545;69313213;;;;;;
151440;735284;666908;42116;84657364;66004051;;;;;;
151560;735284;666908;42116;77074390;64518709;;;;;;
151680;735284;666908;42116;81308475;66430218;;;;;;
151800;735284;666908;42116;84070181;65919841;;;;;;
151920;735284;666908;42116;81939938;65240817;;;;;;
152040;735284;666908;42116;76801748;65442621;;;;;;
152160;735284;666908;42116;80685184;65626012;;;;;;
152280;735284;666908;42116;87442202;63622216;;;;;;
152400;735284;666908;42116;80995894;66413704;;;;;;
152520;735284;666908;42116;88816258;66551312;;;;;;
152640;735284;666908;42116;81503219;64151086;;;;;;
152760;735284;666908;42116;81333292;66651920;;;;;;
152880;735284;666908;42116;90576933;65188570;;;;;;
153000;735284;666908;42116;86245323;67676532;;;;;;
153120;735284;666908;42116;84147750;65173957;;;;;;
153240;735284;666908;42116;86138962;69707348;;;;;;
153360;735284;666908;42116;81510385;68529902;;;;;;
153480;735284;666908;42116;87311049;65269039;;;;;;
153600;735284;666908;42116;79830126;65570519;;;;;;
153720;735284;666908;42116;81264445;63604423;;;;;;
153840;735284;666908;42116;83755791;64815293;;;;;;
153960;735284;666908;42116;76632213;59468696;;;;;;
154080;735284;666908;42116;84228809;66844630;;;;;;
154200;735284;666908;42116;84724653;66624397;;;;;;
154320;735284;666908;42116;75213206;66765304;;;;;;
154440;735284;666908;42116;82484930;66095521;;;;;;
154560;735284;666908;42116;79904332;64093406;;;;;;
154680;735284;666908;42116;84500369;62155920;;;;;;
154800;735284;666908;42116;88360127;70061791;;;;;;
154920;735284;666908;42116;85181656;67572031;;;;;;
155040;735284;666908;42116;81349420;65290987;;;;;;
155160;735284;666908;42116;86145788;71620834;;;;;;
155280;735284;666908;42116;84339639;65887312;;;;;;
155400;735284;666908;42116;85096206;71673893;;;;;;
155520;735284;666908;42116;76435077;61784885;;;;;;
155640;735284;666908;42116;83296631;64591805;;;;;;
155760;735284;666908;42116;87992867;68299915;;;;;;
155880;735284;666908;42116;75516740;64176308;;;;;;
156000;735284;666908;42116;81319693;67516587;;;;;;
156120;735284;666908;42116;85729559;69982919;;;;;;
156240;735284;666908;42116;82179591;64904096;;;;;;
156360;735284;666908;42116;88797463;67341856;;;;;;
156480;735284;666908;42116;80448296;64978218;;;;;;
156600;735284;666908;42116;82860918;67242983;;;;;;
156720;735284;666908;42116;89227290;70354495;;;;;;
156840;735284;666908;42116;78079455;60744713;;;;;;
156960;735284;666908;42116;85555341;68146313;;;;;;
157080;735284;666908;42116;91008972;68189583;;;;;;
157200;735284;666908;42116;80451238;67573453;;;;;;
157320;735284;666908;42116;81376365;65428866;;;;;;
157440;735284;666908;42116;78717970;63854930;;;;;;
157560;735284;666908;42116;78669215;63525955;;;;;;
157680;735284;666908;42116;79971486;67033284;;;;;;
157800;735284;666908;42116;82555996;64187674;;;;;;
157920;735284;666908;42116;80688389;65399805;;;;;;
158040;735284;666908;42116;78390277;66655272;;;;;;
158160;735284;666908;42116;78762628;61392511;;;;;;
158280;735284;666908;42116;85297100;67634567;;;;;;
158400;735284;666908;42116;82593692;64099459;;;;;;
158520;735284;666908;42116;86401198;62281391;;;;;;
158640;735284;666908;42116;88668027;67822964;;;;;;
158760;735284;666908;42116;84679414;65840904;;;;;;
158880;735284;666908;42116;76267004;58730212;;;;;;
159000;735284;666908;42116;78140071;64196230;;;;;;
159120;735284;666908;42116;79437793;68106950;;;;;;
159240;735284;666908;42116;76727511;63319611;;;;;;
159360;735284;666908;42116;82221931;66542419;;;;;;
159480;735284;666908;42116;80250622;69281419;;;;;;
159600;735284;666908;42116;83815550;64144723;;;;;;
159720;735284;666908;42116;84407600;67595572;;;;;;
159840;735284;666908;42116;83679941;67299019;;;;;;
159960;735284;666908;42116;81430378;67682371;;;;;;
160080;735284;666908;42116;81213029;65940870;;;;;;
160200;735284;666908;42116;84203060;64703918;;;;;;
160320;735284;666908;42116;80090680;59551562;;;;;;
160440;735284;666908;42116;76031707;61704334;;;;;;
160560;735284;666908;42116;84585557;69486885;;;;;;
160680;735284;666908;42116;81404903;63500289;;;;;;
160800;735284;666908;42116;79288522;61234978;;;;;;
160920;735284;666908;42116;80499051;64091053;;;;;;
161040;735284;666908;42116;89692994;66415992;;;;;;
161160;735284;666908;42116;82611290;64569496;;;;;;
161280;735284;666908;42116;80642669;65163810;;;;;;
161400;735284;666908;42116;75662648;58996873;;;;;;
161520;735284;666908;42116;81840218;65674424;;;;;;
161640;735284;666908;42116;85801639;66001870;;;;;;
161760;735284;666908;42116;79765372;63680379;;;;;;
161880;735284;666908;42116;93558805;71281614;;;;;;
162000;735284;666908;42116;87087732;65320707;;;;;;
162120;735284;666908;42116;83580937;68473489;;;;;;
162240;735284;666908;42116;87809225;67857223;;;;;;
162360;735284;666908;42116;82169934;63354931;;;;;;
162480;735284;666908;42116;79222229;64791421;;;;;;
162600;735284;666908;42116;76847636;62358891;;;;;;
162720;735284;666908;42116;83565680;65908804;;;;;;
162840;735284;666908;42116;85205552;67608009;;;;;;
162960;735284;666908;42116;82355439;67875286;;;;;;
163080;735284;666908;42116;83812493;64695433;;;;;;
163200;735284;666908;42116;88556208;64439010;;;;;;
163320;735284;666908;42116;85898955;68150600;;;;;;
163440;735284;666908;42116;79317472;60604613;;;;;;
163560;735284;666908;42116;80987992;65866082;;;;;;
163680;735284;666908;42116;81470954;60397697;;;;;;
163800;735284;666908;42116;81458576;64853690;;;;;;
163920;735284;666908;42116;88589029;66532982;;;;;;
164040;735284;666908;42116;80399666;63948933;;;;;;
164160;735284;666908;42116;83341423;64130411;;;;;;
164280;735284;666908;42116;85303803;66830296;;;;;;
164400;735284;666908;42116;85320638;63392636;;;;;;
164520;735284;666908;42116;79331845;64703720;;;;;;
164640;735284;666908;42116;88549294;66713266;;;;;;
164760;735284;666908;42116;77784929;65081563;;;;;;
164880;735284;666908;42116;82422281;66173853;;;;;;
165000;735284;666908;42116;89853896;68981741;;;;;;
165120;735284;666908;42116;77609988;61275586;;;;;;
165240;735284;666908;42116;82492247;69846040;;;;;;
165360;735284;666908;42116;78738080;60818863;;;;;;
165480;735284;666908;42116;91235102;69155845;;;;;;
165600;735284;666908;42116;78675247;62482211;;;;;;
165720;735284;666908;42116;85605673;66012253;;;;;;
165840;735284;666908;42116;83307913;67376755;;;;;;
165960;735284;666908;42116;85348765;66432980;;;;;;
166080;735284;666908;42116;75584224;60730699;;;;;;
166200;735284;666908;42116;81819666;67033207;;;;;;
166320;735284;666908;42116;82723268;66884696;;;;;;
166440;735284;666908;42116;79775232;64301346;;;;;;
166560;735284;666908;42116;84473373;65697457;;;;;;
166680;735284;666908;42116;84992484;63906167;;;;;;
166800;735284;666908;42116;76819569;62346725;;;;;;
166920;735284;666908;42116;77346426;61066669;;;;;;
167040;735284;666908;42116;89225836;66733577;;;;;;
167160;735284;666908;42116;82249923;65210007;;;;;;
167280;735284;666908;42116;79370356;65414478;;;;;;
167400;735284;666908;42116;78983405;64863244;;;;;;
167520;735284;666908;42116;81501171;65281855;;;;;;
167640;735284;666908;42116;80153319;62826647;;;;;;
167760;735284;666908;42116;78865745;65489821;;;;;;
167880;735284;666908;42116;80437986;64664637;;;;;;
168000;735284;666908;42116;94266115;70113112;;;;;;
168120;735284;666908;42116;87676414;68831334;;;;;;
168240;735284;666908;42116;82287187;66247351;;;;;;
168360;735284;666908;42116;84319328;66683356;;;;;;
168480;735284;666908;42116;84532957;65571762;;;;;;
168600;735284;666908;42116;82397630;63554595;;;;;;
168720;735284;666908;42116;78204169;62465042;;;;;;
168840;735284;666908;42116;81801802;68367901;;;;;;
168960;735284;666908;42116;78831400;61528034;;;;;;
169080;735284;666908;42116;78361814;64018956;;;;;;
169200;735284;666908;42116;78318893;64655781;;;;;;
169320;735284;666908;42116;83905096;64957720;;;;;;
169440;735284;666908;42116;93178029;72390223;;;;;;
169560;735284;666908;42116;80634980;62189122;;;;;;
169680;735284;666908;42116;83111186;65664859;;;;;;
169800;735284;666908;42116;84096756;67736707;;;;;;
169920;735284;666908;42116;86969971;64934027;;;;;;
170040;735284;666908;42116;89935129;69063352;;;;;;
170160;735284;666908;42116;84288221;65438669;;;;;;
170280;735284;666908;42116;81078098;66590707;;;;;;
170400;735284;666908;42116;80926684;66665275;;;;;;
170520;735284;666908;42116;85521144;68728076;;;;;;
170640;735284;666908;42116;81248788;65486780;;;;;;
170760;735284;666908;42116;80412631;65384742;;;;;;
170880;735284;666908;42116;82332032;65487458;;;;;;
171000;735284;666908;42116;84175444;64421356;;;;;;
171120;735284;666908;42116;82233238;69388464;;;;;;
171240;735284;666908;42116;85247513;62164718;;;;;;
171360;735284;666908;42116;84247615;68834520;;;;;;
171480;735284;666908;42116;78920651;65769526;;;;;;
171600;735284;666908;42116;83063088;65826783;;;;;;
171720;735284;666908;42116;77951435;66539378;;;;;;
171840;735284;666908;42116;81355457;65012844;;;;;;
171960;735284;666908;42116;81986741;68011223;;;;;;
172080;735284;666908;42116;84216695;63720828;;;;;;
172200;735284;666908;42116;78112254;64770088;;;;;;
172320;735284;666908;42116;88460356;67647125;;;;;;
172440;735284;666908;42116;85448771;64784256;;;;;;
172560;735284;666908;42116;85054418;66783268;;;;;;
172680;735284;666908;42116;86907729;68723196;;;;;;
172800;735284;666908;42116;80138010;64053609;;;;;;
172920;735284;666908;42116;80682285;63809708;;;;;;
173040;735284;666908;42116;83361376;63287651;;;;;;
173160;735284;666908;42120;84037203;65777056;;;;;;
173280;735284;666908;42120;85803759;66724606;;;;;;
173400;735284;666908;42120;79465958;63831174;;;;;;
173520;735284;666908;42120;75789757;63636243;;;;;;
173640;735284;666908;42120;74865144;61176229;;;;;;
173760;735284;666908;42120;75926456;60686521;;;;;;
173880;735284;666908;42120;83615074;64660248;;;;;;
174000;735284;666908;42120;83717603;66812695;;;;;;
174120;735284;666908;42120;85995182;63547704;;;;;;
174240;735284;666908;42120;79686133;66403391;;;;;;
174360;735284;666908;42120;83910547;65550864;;;;;;
174480;735284;666908;42120;85690705;66257795;;;;;;
174600;735284;666908;42120;70684992;57123085;;;;;;
174720;735284;666908;42120;82887660;66289192;;;;;;
174840;735284;666908;42120;82562605;66877988;;;;;;
174960;735284;666908;42120;77342875;63648889;;;;;;
175080;735284;666908;42120;81094546;64556269;;;;;;
175200;735284;666908;42120;81691664;66491661;;;;;;
175320;735284;666908;42120;84335409;66964811;;;;;;
175440;735284;666908;42120;79350795;62124544;;;;;;
175560;735284;666908;42120;84664471;64740284;;;;;;
175680;735284;666908;42120;78055984;64575061;;;;;;
175800;735284;666908;42120;82989225;65650271;;;;;;
175920;735284;666908;42120;84902887;66371798;;;;;;
176040;735284;666908;42120;81712772;65472624;;;;;;
176160;735284;666908;42120;87674462;64804826;;;;;;
176280;735284;666908;42120;81359314;67984549;;;;;;
176400;735284;666908;42120;90286294;69902152;;;;;;
176520;735284;666908;42120;74317284;62287451;;;;;;
176640;735284;666908;42120;82417241;67185326;;;;;;
176760;735284;666908;42120;80250239;63822554;;;;;;
176880;735284;666908;42120;87175545;65128660;;;;;;
177000;735284;666908;42120;89574123;68653410;;;;;;
177120;735284;666908;42120;87159230;69129802;;;;;;
177240;735284;666908;42120;85285476;66041196;;;;;;
177360;735284;666908;42120;85478954;64576157;;;;;;
177480;735284;666908;42120;81849468;64675111;;;;;;
177600;735284;666908;42120;84252836;67390287;;;;;;
177720;735284;666908;42120;79573028;66795216;;;;;;
177840;735284;666908;42120;78897946;64232497;;;;;;
177960;735284;666908;42120;81831499;63819732;;;;;;
178080;735284;666908;42120;86084011;67580484;;;;;;
178200;735284;666908;42120;85451848;66169342;;;;;;
178320;735284;666908;42120;78158258;63244529;;;;;;
178440;735284;666908;42120;79756437;63321959;;;;;;
178560;735284;666908;42120;85170754;66408696;;;;;;
178680;735284;666908;42120;78586373;61624553;;;;;;
178800;735284;666908;42120;83291183;63216566;;;;;;
178920;735284;666908;42120;80774744;65350092;;;;;;
179040;735284;666908;42120;81917998;65001083;;;;;;
179160;735284;666908;42120;78834740;63341468;;;;;;
179280;735284;666908;42120;81221212;67186113;;;;;;
179400;735284;666908;42120;78697904;64263780;;;;;;
179520;735284;666908;42120;79633837;65285509;;;;;;
179640;735284;666908;42120;85150701;66141636;;;;;;
179760;735284;666908;42120;83763024;70079797;;;;;;
179880;735284;666908;42120;88841246;69041705;;;;;;
180000;735284;666908;42120;90048536;67793769;;;;;;
180120;735284;666908;42120;84986989;66579163;;;;;;
180240;735284;666908;42120;88465139;68673409;;;;;;
180360;735284;666908;42120;76433375;64055179;;;;;;
180480;735284;666908;42120;80626662;64939327;;;;;;
180600;735284;666908;42120;76834467;63692905;;;;;;
180720;735284;666908;42120;83553379;65570798;;;;;;
180840;735284;666908;42120;86849090;68054409;;;;;;
180960;735284;666908;42120;80965998;65432087;;;;;;
181080;735284;666908;42120;83338688;64174116;;;;;;
181200;735284;666908;42120;90256193;68368035;;;;;;
181320;735284;666908;42120;81692789;67141215;;;;;;
181440;735284;666908;42120;84950049;67234648;;;;;;
181560;735284;666908;42120;85190944;65192911;;;;;;
181680;735284;666908;42120;89180560;64910227;;;;;;
181800;735284;666908;42120;83803276;65634908;;;;;;
181920;735284;666908;42120;85867009;63490931;;;;;;
182040;735284;666908;42120;85308037;62860378;;;;;;
182160;735284;666908;42120;79208336;63538977;;;;;;
182280;735284;666908;42120;79452053;66740387;;;;;;
182400;735284;666908;42120;84943806;67298814;;;;;;
182520;735284;666908;42120;80311568;62945592;;;;;;
182640;735284;666908;42120;86582012;66194983;;;;;;
182760;735284;666908;42120;81660433;64110586;;;;;;
182880;735284;666908;42120;86282253;64777730;;;;;;
183000;735284;666908;42120;78846392;63641907;;;;;;
183120;735284;666908;42120;87023857;67438022;;;;;;
183240;735284;666908;42120;85520558;64537676;;;;;;
183360;735284;666908;42120;82663894;64037219;;;;;;
183480;735284;666908;42120;77088546;63769733;;;;;;
183600;735284;666908;42120;83798187;66916413;;;;;;
183720;735284;666908;42120;90795638;66939011;;;;;;
183840;735284;666908;42120;81748184;63409579;;;;;;
183960;735284;666908;42120;79940930;66091754;;;;;;
184080;735284;666908;42120;80582292;64632114;;;;;;
184200;735284;666908;42120;79039750;63675795;;;;;;
184320;735284;666908;42120;84341501;63707780;;;;;;
184440;735284;666908;42120;81127241;65594991;;;;;;
184560;735284;666908;42120;80138863;62075914;;;;;;
184680;735284;666908;42120;84029097;64170869;;;;;;
184800;735284;666908;42120;82708193;66027220;;;;;;
184920;735284;666908;42120;81897727;63955544;;;;;;
185040;735284;666908;42120;84171966;66107112;;;;;;
185160;735284;666908;42120;83367088;64130117;;;;;;
185280;735284;666908;42120;79883984;69111958;;;;;;
185400;735284;666908;42120;88615031;69299748;;;;;;
185520;735284;666908;42120;85928426;68236380;;;;;;
185640;735284;666908;42120;82956405;68239429;;;;;;
185760;735284;666908;42120;81343004;66165956;;;;;;
185880;735284;666908;42120;83170267;64643777;;;;;;
186000;735284;666908;42120;84624750;67881483;;;;;;
186120;735284;666908;42120;88794056;67831139;;;;;;
186240;735284;666908;42120;83760080;65085222;;;;;;
186360;735284;666908;42120;88405498;69813614;;;;;;
186480;735284;666908;42120;87352212;69651055;;;;;;
186600;735284;666908;42120;82749840;64314398;;;;;;
186720;735284;666908;42120;92770710;68327901;;;;;;
186840;735284;666908;42120;75972876;63520889;;;;;;
186960;735284;666908;42120;87016665;67147041;;;;;;
187080;735284;666908;42120;86457555;69805098;;;;;;
187200;735284;666908;42120;79637341;63029523;;;;;;
187320;735284;666908;42120;81596627;63877770;;;;;;
187440;735284;666908;42120;74121300;57481971;;;;;;
187560;735284;666908;42120;0;1175;;;;;;
187680;735284;666908;42124;33826853;26368791;;;;;;
187800;735284;666908;42132;91625802;64925455;;;;;;
187920;735284;666908;42132;94396885;66146187;;;;;;
188040;735284;666908;42132;102030162;67368751;;;;;;
188160;735284;666908;42132;102865722;68202480;;;;;;
188280;735284;666908;42132;92231048;63463482;;;;;;
188400;735284;666908;42132;101779650;68533101;;;;;;
188520;735284;666908;42132;100121204;66827181;;;;;;
188640;735284;666908;42132;103483800;65102893;;;;;;
188760;735284;666908;42132;90921740;68590623;;;;;;
188880;735284;666908;42132;93400979;63543859;;;;;;
189000;735284;666908;42132;95264629;64252226;;;;;;
189120;735284;666908;42132;101832724;62931920;;;;;;
189240;735284;666908;42132;100238068;65040198;;;;;;
189360;735284;666908;42132;94707461;66416632;;;;;;
189480;735284;666908;42132;100110571;68475763;;;;;;
189600;735288;666912;42136;94737106;67823468;;;;;;
189720;735284;666908;42132;95927055;67263187;;;;;;
189840;735284;666908;42132;96075425;64582857;;;;;;
189960;735284;666908;42132;97409449;65509154;;;;;;
190080;735284;666908;42132;95089005;62312774;;;;;;
190200;735284;666908;42132;92520935;66283500;;;;;;
190320;735284;666908;42132;96149596;64326843;;;;;;
190440;735284;666908;42132;97591335;66992692;;;;;;
190560;735284;666908;43528;99502268;67489050;;;;;;
190680;735284;666908;43528;100656052;64824450;;;;;;
190800;735284;666908;43528;90823972;65355647;;;;;;
190920;735284;666908;43528;95672137;65027469;;;;;;
191040;735284;666908;43528;99983195;67221673;;;;;;
191160;735284;666908;43528;96230775;66907797;;;;;;
191280;735284;666908;43528;92195571;66729191;;;;;;
191400;735284;666908;43528;97081846;68374786;;;;;;
191520;735284;666908;43528;97221747;66948950;;;;;;
191640;735284;666908;43528;95550970;65941178;;;;;;
191760;735284;666908;43528;97183669;67193504;;;;;;
191880;735284;666908;43528;96467814;67691671;;;;;;
192000;735284;666908;43528;92552986;65414870;;;;;;
192120;735284;666908;43528;92409997;64676617;;;;;;
192240;735284;666908;43528;97728474;69012877;;;;;;
192360;735284;666908;43528;91361106;62895765;;;;;;
192480;735284;666908;43528;106201708;68678624;;;;;;
192600;735284;666908;43528;104442137;68705125;;;;;;
192720;735284;666908;43528;89660564;67837602;;;;;;
192840;735284;666908;43528;103629399;64178065;;;;;;
192960;735284;666908;43528;99437241;65713718;;;;;;
193080;735284;666908;43528;100142750;64454751;;;;;;
193200;735284;666908;43528;96043455;66432243;;;;;;
193320;735284;666908;43528;93090262;62305910;;;;;;
193440;735284;666908;43528;88083849;62363873;;;;;;
193560;735284;666908;43528;97842968;65428136;;;;;;
193680;735284;666908;43528;96145943;66128757;;;;;;
193800;735284;666908;43528;102244534;67003823;;;;;;
193920;735284;666908;43528;101072091;65236271;;;;;;
194040;735284;666908;43528;96817088;67043694;;;;;;
194160;735284;666908;43528;100492235;63729673;;;;;;
194280;735284;666908;43528;95070415;63066876;;;;;;
194400;735284;666908;43528;102762637;65690351;;;;;;
194520;735284;666908;43528;107989098;67573920;;;;;;
194640;735284;666908;43528;101344397;68850766;;;;;;
194760;735284;666908;43528;90877073;61531961;;;;;;
194880;735284;666908;43528;96026852;64935534;;;;;;
195000;735284;666908;43528;98238546;66875790;;;;;;
195120;735284;666908;43508;94433554;63797901;;;;;;
195240;735284;666908;43508;103711268;68762019;;;;;;
195360;735284;666908;43508;106632272;66324915;;;;;;
195480;735284;666908;43508;91489918;68210273;;;;;;
195600;735284;666908;43508;100731070;68628671;;;;;;
