procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2290272  39764 662068    0    0  8309   396 1444   18 21 27 50  2  0
 1  0      0 2290272  39764 662128    0    0     0     0  325  717  2  0 98  0  0
 1  0      0 2290272  39772 662128    0    0     0    56  207  332  0  0 100  0  0
 2  0      0 2283832  39776 667520    0    0  5412     0  957  660  1 14 85  1  0
 2  0      0 2282908  39776 667728    0    0   160     0 1632  835  0 31 69  0  0
 2  0      0 2282908  39776 667736    0    0     0    16 1742  846  1 28 72  0  0
 2  0      0 2282908  39776 667748    0    0     0     0 1688  858  0 24 76  0  0
 1  0      0 2282908  39784 667760    0    0     0    36 1732  837  1 26 73  0  0
 2  0      0 2282908  39784 667768    0    0     0    84 1868  876  1 30 70  0  0
 2  0      0 2282908  39784 667776    0    0     0     0 1564  813  1 34 65  0  0
 2  0      0 2282656  39784 667784    0    0     0     0 1616  836  1 34 65  0  0
 2  0      0 2282208  39784 667792    0    0     0     4 1561  772  1 35 64  0  0
 2  0      0 2282208  39792 667800    0    0     0  1756 1613  811  1 35 64  0  0
 2  0      0 2275264  39792 667808    0    0     0    44 1520  866  1 46 54  0  0
 6  0      0 2258660  39792 667812    0    0     0     0 1880  755  1 56 44  0  0
 6  0      0 2258660  39792 667816    0    0     0     0 6397  530  0 52 48  0  0
 5  0      0 2258660  39792 667816    0    0     0   244 9331  527  1 51 48  0  0
 6  0      0 2258660  39800 667820    0    0     0  7388 10710  549  1 52 48  0  0
 6  0      0 2258660  39800 667820    0    0     0    40 11495  563  0 51 49  0  0
 7  0      0 2258660  39800 667820    0    0     0     0 12004  546  0 51 49  0  0
 6  0      0 2258660  39800 667820    0    0     0     8 12219  527  1 51 49  0  0
13  0      0 2258660  39800 667820    0    0     0     0 13522  419  0 66 34  0  0
 5  0      0 2257764  39808 667820    0    0     0    64 9673  537  1 51 48  0  0
 4  0      0 2257764  39808 667820    0    0     0     0 11270  522  1 51 48  0  0
 5  0      0 2257764  39808 667812    0    0     0     0 11182  530  1 51 48  0  0
 6  0      0 2257764  39808 667812    0    0     0     0 11418  524  1 51 49  0  0
 7  0      0 2257764  39808 667812    0    0     0     0 11648  520  0 51 49  0  0
 4  0      0 2257764  39816 667812    0    0     0    20 12274  569  1 51 49  0  0
 2  0      0 2276408  39816 667816    0    0     0     4 6921  794  1 49 51  0  0
 2  0      0 2282392  39816 667824    0    0     0     0 1159  941  2 52 46  0  0
 3  0      0 2265340  39816 667832    0    0     0     0 3224  687  1 58 41  0  0
 4  0      0 2265340  39816 667836    0    0     0     0 10273  487  1 51 49  0  0
 5  0      0 2265340  39824 667836    0    0     0    32 12033  477  0 51 49  0  0
 7  0      0 2265340  39824 667836    0    0     0    28 12044  496  1 51 49  0  0
 8  0      0 2265340  39824 667836    0    0     0     4 12103  493  1 50 49  0  0
 8  0      0 2265340  39824 667836    0    0     0     0 12170  492  0 51 49  0  0
 7  0      0 2265340  39824 667836    0    0     0     0 11407  484  1 51 48  0  0
19  0      0 2265340  39832 667836    0    0     0    40 21787  262  0 86 14  0  0
 9  0      0 2265340  39832 667836    0    0     0     0 8572  535  1 51 48  0  0
 8  0      0 2265340  39832 667852    0    0     0     4 12000  473  0 51 49  0  0
12  0      0 2265340  39832 667852    0    0     0     0 12524  496  0 51 49  0  0
 4  0      0 2254284  39840 667852    0    0     0    28 7875  711  1 46 54  0  0
 6  0      0 2280116  39840 667860    0    0     0     0 1172  928  1 58 41  0  0
 5  0      0 2264860  39840 667868    0    0     0     0 3883  684  1 55 44  0  0
 4  0      0 2264860  39840 667868    0    0     0     0 9280  507  1 51 49  0  0
 6  0      0 2264860  39840 667868    0    0     0     4 8937  492  0 52 48  0  0
 6  0      0 2264860  39848 667872    0    0     0    88 9156  558  1 51 48  0  0
 7  0      0 2264860  39848 667900    0    0     0     0 9092  492  0 51 49  0  0
 9  0      0 2264860  39848 667904    0    0     0    72 9193  535  1 51 48  0  0
 9  0      0 2264860  39848 667904    0    0     0     0 9495  480  1 51 48  0  0
 8  0      0 2264860  39848 667904    0    0     0     0 9987  479  1 51 49  0  0
 9  0      0 2264860  39848 667904    0    0     0     8 12283  488  0 51 49  0  0
 9  0      0 2264860  39856 667904    0    0     0    36 12362  512  1 50 49  0  0
 9  0      0 2264860  39856 667904    0    0     0     0 12619  493  0 51 49  0  0
 8  0      0 2264860  39856 667904    0    0     0     0 12241  508  0 51 49  0  0
10  0      0 2264860  39856 667904    0    0     0     0 12210  481  0 51 49  0  0
12  0      0 2264860  39856 667904    0    0     0     0 11939  485  1 51 49  0  0
 9  0      0 2264860  39864 667904    0    0     0    32 11893  498  0 52 48  0  0
 9  0      0 2264860  39864 667904    0    0     0     8 12464  496  0 51 49  0  0
 9  0      0 2264860  39864 667904    0    0     0     0 12145  474  1 51 49  0  0
10  0      0 2264860  39864 667904    0    0     0     0 11993  514  0 51 49  0  0
10  0      0 2264860  39864 667904    0    0     0     0 12636  480  0 51 49  0  0
10  0      0 2264860  39872 667904    0    0     0    12 12241  494  0 51 49  0  0
10  0      0 2264860  39872 667904    0    0     0     4 12173  499  0 51 49  0  0
 1  0      0 2262368  39872 667888    0    0     0     0 10003  655  1 43 57  0  0
 2  0      0 2251980  39872 667892    0    0     0     0  931  783  1 21 78  0  0
 1  0      0 2270772  39872 667896    0    0     0     0 1104  856  1 26 73  0  0
 3  0      0 2276544  39880 667916    0    0     0    28 1193  961  0 33 67  0  0
 2  0      0 2252664  39880 667928    0    0     0     0 1224  977  1 36 64  0  0
 2  0      0 2268932  39880 667936    0    0     0     4 1374 1002  1 36 63  0  0
 1  0      0 2246448  39880 667948    0    0     0    60 1406  975  0 37 63  0  0
 2  0      0 2249928  39880 667968    0    0     0     0 1261 1008  0 44 56  0  0
 1  0      0 2260180  39888 667972    0    0     0    28 1251 1003  1 39 60  0  0
 2  0      0 2264164  39888 667992    0    0     0     0 1155  968  1 45 54  0  0
 2  0      0 2273284  39888 667996    0    0     0     0 1306 1011  1 42 57  0  0
 4  0      0 2251024  39888 668016    0    0     0    68 1287 1015  1 44 56  0  0
 1  0      0 2260292  39892 668024    0    0    12     0 1333 1059  1 42 57  0  0
 3  0      0 2269316  39900 668068    0    0     0    84 1258  956  1 42 57  0  0
 1  0      0 2248400  39900 668084    0    0     0     0 1154 1024  1 39 61  0  0
 2  0      0 2262308  39900 668100    0    0     0     0 1245 1037  3 41 57  0  0
 1  0      0 2242656  39900 668108    0    0     0    68 1324 1002  1 43 57  0  0
 3  0      0 2258924  39900 668124    0    0     0     4 1287 1032  0 43 57  0  0
 4  0      0 2235964  39908 668136    0    0     0    44 1198  975  1 36 63  0  0
 3  0      0 2248068  39908 668148    0    0     0     0 1232 1016  1 43 56  0  0
 1  0      0 2256344  39908 668160    0    0     0     0 1235  972  0 45 55  0  0
 1  0      0 2233788  39908 668172    0    0     0   284 1277  983  1 52 46  0  0
