procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2296404  39700 661196    0    0  4391   245 1118   11 28 35 36  1  0
 1  0      0 2296404  39700 661240    0    0     0     0 1007 1761 10  6 85  0  0
 1  0      0 2293112  39704 661284    0    0    24     0  761 2158 11 12 77  1  0
 1  0      0 2292860  39712 661408    0    0   128    64  362  581  3  2 96  0  0
 2  0      0 2287708  39712 665296    0    0  3860     0  730  570  1 16 81  3  0
 5  0      0 2283480  39712 667004    0    0  1704     8 1374  859  1 50 48  2  0
 2  0      0 2280540  39712 667008    0    0     0     0 1631 1051  1 50 49  0  0
 2  0      0 2278076  39712 667020    0    0     0   164 1261  838  2 62 36  0  0
 2  0      0 2275808  39720 667024    0    0     0   120 1406  925  1 56 43  0  0
 2  0      0 2273792  39720 667032    0    0     0    40 1380  881  2 51 47  0  0
 3  0      0 2270880  39720 667036    0    0     0     0 1349  870  2 54 44  0  0
 4  0      0 2267968  39720 667040    0    0     0     0 1328  862  2 62 36  0  0
 3  0      0 2267072  39720 667048    0    0     0     0 1480  862  1 52 47  0  0
 2  0      0 2265728  39728 667048    0    0     0    24 1468  870  2 51 47  0  0
16  0      0 2258084  39728 667060    0    0     0    40 4176  688  1 79 20  0  0
 7  0      0 2258084  39728 667060    0    0     0     0 3700  697  1 57 42  0  0
 7  0      0 2258084  39728 667068    0    0     0     0 3898  613  1 54 46  0  0
 8  0      0 2258084  39728 667068    0    0     0     0 3864  609  1 54 45  0  0
 7  0      0 2257636  39736 667072    0    0     0    44 3419  659  0 56 44  0  0
 8  0      0 2263444  39736 667084    0    0     0     0 1095  968  2 65 33  0  0
 7  0      0 2266180  39736 667096    0    0     0     4 1016  981  3 62 34  0  0
 5  0      0 2261428  39736 667108    0    0     0     0 1033  986  2 66 32  0  0
 4  0      0 2267936  39736 667116    0    0     0     0  940  965  3 59 38  0  0
 4  0      0 2272068  39744 667124    0    0     0    16  870  897  2 63 35  0  0
 6  0      0 2263528  39744 667124    0    0     0    52 2902  552  1 55 44  0  0
 2  0      0 2263304  39744 667124    0    0     0     0 3705  632  1 54 45  0  0
 3  0      0 2263304  39744 667124    0    0     0     4 3627  464  1 54 45  0  0
 3  0      0 2263304  39744 667124    0    0     0     0 3687  605  1 54 45  0  0
 2  0      0 2279352  39752 667124    0    0     0    96 2753  673  2 56 42  0  0
 3  0      0 2274816  39752 667136    0    0     0     8  803  874  3 64 34  0  0
 2  0      0 2262496  39752 667144    0    0     0     0  805  853  2 62 36  0  0
 5  0      0 2260760  39752 667152    0    0     0     0 1931  792  1 63 36  0  0
 5  0      0 2260760  39752 667152    0    0     0     4 3667  603  1 54 45  0  0
 5  0      0 2260760  39752 667152    0    0     0   124 3671  610  2 54 44  0  0
 6  0      0 2260760  39760 667152    0    0     0    56 3661  600  1 54 45  0  0
 6  0      0 2260760  39760 667152    0    0     0     0 3928  611  1 53 46  0  0
 6  0      0 2260312  39760 667152    0    0     0     0 3733  610  0 54 46  0  0
 6  0      0 2260312  39760 667152    0    0     0     0 3737  654  1 53 46  0  0
 6  0      0 2260312  39760 667152    0    0     0    32 3779  601  1 54 45  0  0
 6  0      0 2260312  39768 667152    0    0     0    24 3770  610  1 54 46  0  0
 6  0      0 2260312  39768 667152    0    0     0     0 3773  607  1 53 46  0  0
 7  0      0 2260312  39768 667152    0    0     0     4 4110  612  0 53 47  0  0
 6  0      0 2260312  39768 667152    0    0     0     0 3843  612  1 54 45  0  0
 4  0      0 2273756  39768 667156    0    0     0     0 2331  819  2 60 38  0  0
 2  0      0 2252900  39776 667160    0    0     0    20 2006  769  2 58 40  0  0
 4  0      0 2252900  39776 667160    0    0     0     0 3515  521  1 53 46  0  0
 4  0      0 2252900  39776 667160    0    0     0     0 3692  591  1 54 46  0  0
 3  0      0 2252900  39776 667160    0    0     0     0 3574  608  1 54 45  0  0
 4  0      0 2252900  39776 667172    0    0     0    12 3735  609  1 54 45  0  0
 4  0      0 2252900  39784 667172    0    0     0    24 3643  622  2 53 46  0  0
 6  0      0 2252900  39784 667172    0    0     0     8 3570  551  1 53 46  0  0
 4  0      0 2252900  39784 667172    0    0     0     0 4187  533  1 53 46  0  0
 6  0      0 2252900  39784 667172    0    0     0     0 3778  528  1 54 45  0  0
 6  0      0 2252900  39784 667172    0    0     0     0 4227  534  2 55 44  0  0
 9  0      0 2252900  39792 667172    0    0     0    20 4350  579  1 54 46  0  0
 9  0      0 2252900  39792 667172    0    0     0     0 3629  544  1 54 45  0  0
 4  0      0 2266408  39792 667172    0    0     0     4 2883  746  1 57 42  0  0
 2  0      0 2256716  39792 667184    0    0     0     0  731  831  1 61 38  0  0
 2  0      0 2271948  39792 667188    0    0     0     0 2299  602  1 56 43  0  0
 3  0      0 2271948  39800 667192    0    0     0    40 3939  556  0 54 46  0  0
 4  0      0 2271948  39800 667192    0    0     0     0 3659  550  1 53 46  0  0
 5  0      0 2271948  39800 667192    0    0     0    20 3739  544  1 53 46  0  0
 6  0      0 2271948  39800 667192    0    0     0     4 3737  545  2 52 46  0  0
 6  0      0 2271696  39800 667192    0    0     0     0 3728  553  1 58 41  0  0
