procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2303016  33676 647452    0    0  9306   624 1586   19 19 24 54  3  0
 1  0      0 2303016  33676 647508    0    0     0     0  512 1201  2  2 96  0  0
 2  0      0 2299600  33676 647508    0    0     4     4  939 2281  4  5 91  0  0
 1  0      0 2299348  33684 647664    0    0   128  1228  464  606  1  2 96  1  0
 2  0      0 2291536  33688 653160    0    0  5572     0 1668  954  1 31 67  1  0
 1  0      0 2290612  33688 653264    0    0     0     0 1992 1033  1 32 67  0  0
15  0      0 2289268  33688 653324    0    0    32  1640 2499 3309  8 41 51  0  0
 1  0      0 2286088  33688 653352    0    0     0     0 1976 2132  6 35 59  0  0
 4  0      0 2285784  33696 653348    0    0     0    92 2482 3156  8 41 51  0  0
 4  0      0 2283516  33704 653348    0    0     0   144 2411 3134  9 41 49  1  0
 2  0      0 2282828  33704 653428    0    0    32     0 1920 1440  1 33 66  0  0
 1  0      0 2282380  33704 653440    0    0     0     8 1675  954  1 35 64  0  0
 1  0      0 2281708  33704 653448    0    0     0     0 1799 1073  2 32 67  0  0
 2  0      0 2281708  33704 653460    0    0     0     4 2211 1008  1 34 66  0  0
 3  0      0 2266196  33712 653468    0    0     0   132 1843 1189  2 50 48  0  0
 3  0      0 2275360  33712 653492    0    0     0     0 1624 1187  1 47 53  0  0
 2  0      0 2279192  33712 653508    0    0     0     0 1448 1159  1 54 45  0  0
 2  0      0 2282692  33712 653516    0    0     0     0 1437 1233  2 51 47  0  0
 3  0      0 2258372  33712 653532    0    0     0     0 1384 1131  2 56 43  0  0
 5  0      0 2259580  33720 653544    0    0     0   216 1399 1186  2 53 45  0  0
 4  0      0 2261956  33720 653560    0    0     0     4 1345 1164  0 49 51  0  0
 4  0      0 2263776  33720 653572    0    0     0     0 1593 1183  1 48 51  0  0
 2  0      0 2259596  33720 653588    0    0     0     0 1382 1200  1 50 49  0  0
 2  0      0 2267280  33720 653600    0    0     0     0 1363 1184  2 51 48  0  0
 2  0      0 2262688  33728 653628    0    0     0   104 1364 1252  2 48 49  0  0
 5  0      0 2261240  33728 653640    0    0     0     0 1403 1201  1 49 50  0  0
 2  0      0 2256024  33728 653656    0    0     0     4 1398 1196  2 52 46  0  0
 3  0      0 2277180  33728 653672    0    0     0     0 1327 1202  1 57 42  0  0
 4  0      0 2276084  33728 653688    0    0     0     0 1318 1179  1 52 47  0  0
 2  0      0 2263512  33728 653692    0    0     0    76 6606  688  1 52 47  0  0
 3  0      0 2263512  33736 653684    0    0     0    28 11074  549  1 51 49  0  0
 5  0      0 2263512  33736 653684    0    0     0     4 10281  553  1 51 48  0  0
 5  0      0 2263512  33736 653684    0    0     0     0 10633  540  1 51 49  0  0
 1  0      0 2258784  33736 653696    0    0     0     0 9025  596  1 48 51  0  0
 3  0      0 2263356  33744 653692    0    0     0    16  908  891  1 38 61  0  0
 2  0      0 2259492  33744 653716    0    0     0     0 1393 1269  1 55 44  0  0
 2  0      0 2270012  33744 653732    0    0     0   164 3408 1036  1 51 48  0  0
 2  0      0 2270012  33744 653732    0    0     0     4 10308  531  0 52 49  0  0
 2  0      0 2270012  33744 653732    0    0     0    44 10381  551  1 51 49  0  0
 3  0      0 2270012  33744 653732    0    0     0    88 10255  542  1 50 49  0  0
 4  0      0 2270012  33752 653732    0    0     0    28 10711  547  1 50 49  0  0
 3  0      0 2270012  33752 653732    0    0     0     0 10911  570  1 51 49  0  0
 3  0      0 2268668  33752 653732    0    0     0     0 9979  576  1 51 49  0  0
 2  0      0 2269632  33752 653732    0    0     0     4  791  857  2 26 73  0  0
 2  0      0 2263476  33752 653752    0    0     0     0 1264 1232  2 55 43  0  0
 1  0      0 2251324  33760 653772    0    0     0    20 1388 1355  2 58 41  0  0
 2  0      0 2252732  33760 653784    0    0     0     0 1378 1198  2 49 50  0  0
 2  0      0 2258664  33760 653808    0    0     0     0 1350 1216  1 52 47  0  0
 3  0      0 2244704  33760 653836    0    0     0    80 1266 1222  1 48 51  0  0
 1  0      0 2267972  33760 653852    0    0     0     8 1233 1154  2 48 51  0  0
 3  0      0 2261552  33768 653864    0    0     0   148 1262 1208  1 51 48  0  0
 2  0      0 2253116  33768 653880    0    0     0     0 1298 1193  2 51 47  0  0
 4  0      0 2254864  33768 653892    0    0     0     0 1352 1202  1 55 44  0  0
 3  0      0 2268992  33768 653904    0    0     0    80 1299 1256  2 54 44  0  0
 3  0      0 2239936  33768 653928    0    0     0     0 1317 1126  1 52 47  0  0
 3  0      0 2267592  33776 653928    0    0     0    32 9451  665  1 50 49  0  0
 4  0      0 2267592  33776 653928    0    0     0     0 10428  558  1 51 48  0  0
 2  0      0 2267592  33776 653928    0    0     0     0 10937  559  1 51 49  0  0
 3  0      0 2267592  33776 653928    0    0     0    32 10164  562  1 50 49  0  0
 4  0      0 2267592  33776 653928    0    0     0     0 11044  625  1 50 49  0  0
 4  0      0 2267592  33784 653920    0    0     0    28 9966  583  1 51 48  0  0
 4  0      0 2267592  33784 653920    0    0     0     4 10672  581  1 51 49  0  0
 4  0      0 2267592  33784 653920    0    0     0     0 9440  565  2 50 48  0  0
 5  0      0 2267528  33784 653944    0    0     0     0 9900  266  1 79 21  0  0
 6  0      0 2267528  33784 653944    0    0     0     0 10088  523  0 51 49  0  0
 3  0      0 2267528  33784 653944    0    0     0     0 11002  537  0 51 49  0  0
 3  0      0 2267528  33792 653936    0    0     0   124 10748  548  0 51 49  0  0
 6  0      0 2267528  33792 653944    0    0     0     4 10047  577  0 51 49  0  0
 7  0      0 2267528  33792 653944    0    0     0     0 10418  527  0 51 49  0  0
 1  0      0 2247788  33792 653948    0    0     0     0 4084  704  1 28 71  0  0
 3  0      0 2243260  33800 653952    0    0     0    52 1336 1171  2 51 47  0  0
 3  0      0 2245700  33800 653984    0    0     0     0 1528 1194  1 54 45  0  0
 1  0      0 2238940  33800 653992    0    0     0    64 1248 1177  2 52 46  0  0
 2  0      0 2267332  33800 654016    0    0     0     4 1388 1233  1 54 45  0  0
 3  0      0 2267272  33800 654024    0    0     0    80 1313 1219  2 51 47  0  0
 1  0      0 2271888  33808 654036    0    0     0    28 1319 1212  2 47 52  0  0
 4  0      0 2273492  33808 654056    0    0     0     0 1366 1203  3 55 42  0  0
 2  0      0 2265076  33808 654068    0    0     0     0 1290 1190  1 53 46  0  0
 4  0      0 2263924  33808 654084    0    0     0     0 1270 1125  1 51 48  0  0
 3  0      0 2284348  33808 654108    0    0     0    84 1321 1238  2 46 53  0  0
 2  0      0 2286068  33816 654108    0    0     0    28 1333 1194  2 49 49  0  0
 2  0      0 2278156  33816 654136    0    0     0     0 1338 1248  2 51 47  0  0
 4  0      0 2270908  33816 654156    0    0     0     0 1311 1160  2 48 50  0  0
 2  0      0 2270612  33816 654168    0    0     0     0 2285 1082  1 53 46  0  0
 2  0      0 2270612  33816 654172    0    0     0    72 10098  540  0 51 49  0  0
 2  0      0 2270612  33816 654172    0    0     0     4 10106  521  1 50 49  0  0
 2  0      0 2270612  33824 654172    0    0     0    28 10268  524  0 51 49  0  0
 3  0      0 2270612  33824 654172    0    0     0     0 10489  514  0 51 49  0  0
 4  0      0 2270612  33824 654172    0    0     0     0 9845  533  1 51 49  0  0
 5  0      0 2270612  33824 654172    0    0     0     0 10206  524  0 51 49  0  0
 3  0      0 2273672  33832 654164    0    0     0    16 1664  785  2 28 70  0  0
 3  0      0 2284388  33832 654192    0    0     0     4 1602 1166  1 58 41  0  0
 4  0      0 2284388  33832 654192    0    0     0     0 10517  330  0 51 49  0  0
 4  0      0 2284388  33832 654192    0    0     0     0 10579  504  1 51 49  0  0
 4  0      0 2266440  33832 654196    0    0     0     4 3391  591  1 33 66  0  0
 2  0      0 2255308  33840 654200    0    0     0    64 1351 1228  2 54 44  0  0
 2  0      0 2254708  33840 654224    0    0     0     0 1438 1159  1 51 48  0  0
 5  0      0 2257128  33840 654236    0    0     0     4 1491 1202  2 44 54  0  0
 5  0      0 2284376  33840 654256    0    0     0     0 1444 1214  2 51 47  0  0
 2  0      0 2249768  33840 654280    0    0     0     4 1356 1187  2 54 44  0  0
 3  0      0 2249928  33840 654284    0    0     0    76 9899  586  1 51 49  0  0
 3  0      0 2249928  33848 654284    0    0     0    64 10769  595  0 51 49  0  0
 3  0      0 2249928  33848 654284    0    0     0     0 10077  563  0 51 49  0  0
 4  0      0 2249928  33848 654284    0    0     0     8 10992  573  1 51 49  0  0
 4  0      0 2249928  33848 654284    0    0     0     0 10975  572  0 51 49  0  0
