Tempo privilegiato,Tempo processore,Tempo utente,Altre operazioni IO,Altri byte IO,Byte dati IO,Byte del file di paging,Byte del pool di paging,Byte del pool non-paging,Byte letti IO,Byte massimi file di paging,Byte privati,Byte scritti IO,Byte virtuali,Conteggio degli handle,Conteggio thread,Creazione ID processo,Errori di pagina,ID processo,Massimo valore byte virtuali,Max working set,Operazioni dati IO,Operazioni lettura IO,Operazioni scrittura IO,Priorità base,Tempo trascorso,Working set,Working set - Privato,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Principale9
0,"1597,3237387","1597,3237387",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2042,9901821",2760601600,2756435968,"-0,846383238","-3,085914257","1,0903416264","0,0162895928","1,0646662195","-0,608285702","-0,438799071","-0,036110314","0,2714769912"
0,"1604,1407776","1604,1407776",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2045,9921786",2760601600,2756435968,"-1,050909924","-3,097108797","1,7074784433","-0,619232391","1,0631317433","-0,666857746","-0,341667991","0,4361062071","0,2353170184"
0,"1591,7909842","1591,7909842",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2048,9939075",2760601600,2756435968,"-0,680386354","-3,075663661","0,5893219184","0,5319724773","1,0657133638","-0,561173288","-0,517596834","-0,41935755","0,3006806773"
0,"1586,9851516","1586,9851516",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2051,9968499",2760601600,2756435968,"-0,536199434","-3,067065171","0,1541673875","0,9799313679","1,066674885","-0,52013935","-0,586050773","-0,752253576","0,3260851686"
0,"1593,2658543","1593,2658543",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2054,9987422",2760601600,2756435968,"-0,724634767","-3,077346384","0,7227463294","0,3944065014","1,0652555898","-0,574115078","-0,496560598","-0,317188892","0,2927660842"
0,"1592,0422461","1592,0422461",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2058,0009788",2760601600,2756435968,"-0,687923041","-3,074848258","0,6119130082","0,5084314345","1,0654478424","-0,563780157","-0,513980448","-0,401945398","0,2991961217"
0,"1594,8176614","1594,8176614",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2060,9872136",2760601600,2756435968,"-0,771191471","-3,079162384","0,8631366021","0,2496687074","1,0647816779","-0,587715381","-0,474428349","-0,209690855","0,2844442481"
0,"1602,459319","1602,459319",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2063,9894349",2760601600,2756435968,"-1,000458668","-3,091761159","1,554931313","-0,462724012","1,063070109","-0,653354278","-0,365549353","0,3196467403","0,2439163987"
0,"1593,8408874","1593,8408874",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2066,9912245",2760601600,2756435968,"-0,741884769","-3,07667025","0,7745983401","0,3406443279","1,0648504155","-0,579646958","-0,488319418","-0,277346788","0,2895156331"
0,"1590,5041142","1590,5041142",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2069,9934173",2760601600,2756435968,"-0,6417731","-3,070573564","0,4724469593","0,6516579239","1,0654964728","-0,551202571","-0,535844435","-0,508481551","0,3071387664"
0,"1602,7093628","1602,7093628",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,"2,9827579687",22912,9294405632,4719943680,0,0,0,8,"2073,0107688",2760638464,2756472832,"-0,932901224","-3,093286452","1,6536673734","-0,446134503","0,9849401648","-0,583995652","-0,636802682","0,3660248402","-0,054019362"
"0,523264192","1600,1418992","1599,618635",0,0,0,4759842816,367104,20304,0,4762353664,4759842816,0,9290121216,307,28,16052,"0,6697759452",22912,9294405632,4719943680,0,0,0,8,"2075,9968321",2760646656,2756481024,"-0,85928811","-3,0747457","1,0989981547","0,1053682036","1,0233179043","-0,555993103","-0,33503157","0,8907932533","0,1574090991"
0,"1592,7753807","1592,7753807",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2078,9986678",2760630272,2756464640,"-0,579579445","-3,612820783","-0,22738232","-0,452258774","-0,811432578","-0,382096929","-0,00461768","-0,429227622","0,0486759238"
"9,3680741828","1573,8364627","1564,4683885",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,"0,9992441051",22912,9294405632,4719943680,0,0,0,8,"2082,0008857",2760642560,2756476928,"0,8641662853","-2,822315968","-5,722196525","8,3632727664","0,6382402989","0,7121467532","1,3747770577","11,329548952","-0,278772194"
"3,1388205407","1558,4243985","1555,2855779",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2084,9876764",2760642560,2756476928,"0,6492927165","-2,941381811","-4,01050186","5,7008628302","0,936914298","0,090556076","-0,241559853","1,6191937547","0,2835605159"
0,"1580,2012204","1580,2012204",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2087,9896675",2760642560,2756476928,"-0,332660526","-3,051814727","-0,460491586","1,6120835811","1,0678645832","-0,463869774","-0,681538851","-1,222371299","0,3603536527"
"0,5204392047","1586,298696","1585,7782568",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2090,9919394",2760642560,2756476928,"-0,461114726","-3,049553432","-0,170223229","1,3849882075","1,0439850169","-0,455316092","-0,470264722","-0,078730377","0,2961381479"
0,"1596,9717917","1596,9717917",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2093,9937144",2760642560,2756476928,"-0,835816111","-3,079545018","1,0577484296","0,048656564","1,0641220654","-0,607893078","-0,442592697","-0,060674376","0,2714202055"
0,"1604,0388821","1604,0388821",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2096,9959016",2760642560,2756476928,"-1,047844931","-3,091165351","1,6975239642","-0,610175147","1,062533886","-0,668608029","-0,341899263","0,4288631268","0,2339357473"
"1,5614214741","1569,2285815","1567,66716",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2099,9979738",2760642560,2756476928,"0,1600094457","-2,994777827","-2,239340762","3,6589074703","1,0024355866","-0,187551092","-0,464603593","0,1815162203","0,3226619167"
"3,6424160186","1566,7592332","1563,1168171",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2103,0007884",2760642560,2756476928,"0,451952056","-2,941254396","-3,509462912","5,2539564298","0,9129298626","0,0772071113","-0,002375872","2,8944845699","0,2082693488"
0,"1596,0518772","1596,0518772",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2105,9876509",2760642560,2756476928,"-0,808214152","-3,076322897","0,9742534466","0,1342529776","1,064037898","-0,600613585","-0,455649255","-0,124386809","0,2760882266"
"1,5614544501","1594,2449936","1592,6835391",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2108,9896597",2760642560,2756476928,"-0,590536808","-3,03613701","0,0253781166","1,32678777","0,9968506681","-0,402386442","-0,108163136","1,9144479967","0,1899985889"
0,"1597,3712917","1597,3712917",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2111,9926403",2760642560,2756476928,"-0,847798529","-3,077740869","1,0936034842","0,01117853","1,0636135046","-0,612223155","-0,436827714","-0,032986511","0,2689970543"
0,"1600,6847378","1600,6847378",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2114,9942854",2760642560,2756476928,"-0,947209154","-3,082969096","1,3935381137","-0,297739491","1,0628314356","-0,640769988","-0,389610505","0,1965372707","0,2513950548"
"0,5202394107","1581,0075691","1580,4873296",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2117,9977103",2760642560,2756476928,"-0,302384043","-3,036820003","-0,64963301","1,8777393391","1,0444956023","-0,411355454","-0,545582118","-0,445499971","0,3237159077"
"1,5612048765","1584,6229496","1583,0617447",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2121,000199",2760642560,2756476928,"-0,30187653","-3,018099373","-0,845849912","2,223430386","0,9986456886","-0,320561251","-0,245254004","1,2475960082","0,2407753877"
0,"1588,2557963","1588,2557963",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,"2,6784749018",22912,9294405632,4719943680,0,0,0,8,"2123,986966",2760675328,2756509696,"-0,506909183","-3,062664493","0,3365866471","0,8966993062","0,995366978","-0,470099673","-0,813457291","-0,63831701","0,0508608451"
"0,5204493805","1584,2479142","1583,7274648",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,"2,9977951217",22912,9294405632,4719943680,0,0,0,8,"2126,9891792",2760712192,2756546560,"-0,324136678","-3,04376633","-0,279792646","1,6159429589","0,965445076","-0,366651182","-0,775452626","-0,191585318","0,008462227"
0,"1598,6267256","1598,6267256",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2129,9907789",2760712192,2756546560,"-0,885448894","-3,078073512","1,2071530099","-0,106026736","1,0631829583","-0,622642104","-0,418618402","0,0539102488","0,2621002682"
0,"1600,5554964","1600,5554964",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2132,9936426",2760712192,2756546560,"-0,943315986","-3,080943569","1,38172429","-0,285865719","1,0626982206","-0,639322566","-0,39112794","0,1875180185","0,2518326504"
0,"1586,5853966","1586,5853966",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2135,9963568",2760712192,2756546560,"-0,524179398","-3,056739034","0,116871272","1,0163836458","1,0656277799","-0,519752408","-0,590140443","-0,780183832","0,3257787944"
0,"1595,7198584","1595,7198584",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2138,9985285",2760712192,2756546560,"-0,798234245","-3,071879952","0,9438188837","0,1648321418","1,0635956314","-0,598184379","-0,459994241","-0,147440182","0,2773438028"
"1,5614277155","1586,410559","1584,8491313",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2142,0005887",2760712192,2756546560,"-0,355469499","-3,018918621","-0,684283678","2,0567225357","0,998020705","-0,335665945","-0,21939754","1,3716676591","0,2309948904"
"5,7548118346","1588,3280664","1582,5732545",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2144,9872198",2760712192,2756546560,"0,0259994998","-2,923226308","-2,619528332","4,6283182854","0,8162505252","0,1389233067","0,8102263313","7,3160388108","-0,035977295"
0,"1599,6949109","1599,6949109",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2147,9887687",2760712192,2756546560,"-0,917493449","-3,077408214","1,3035483409","-0,20583941","1,0625308188","-0,632702652","-0,403327011","0,1279177224","0,2561352149"
0,"1586,6068493","1586,6068493",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2150,9914423",2760712192,2756546560,"-0,524820092","-3,054705731","0,1185517671","1,0141865932","1,0652709607","-0,52069141","-0,589773573","-0,778685625","0,325409345"
0,"1588,3547409","1588,3547409",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2153,9937628",2760712192,2756546560,"-0,577260382","-3,05726784","0,2767469332","0,8512091241","1,0648250798","-0,535821741","-0,564860005","-0,657607298","0,3160998243"
0,"1596,3782486","1596,3782486",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2156,9956751",2760712192,2756546560,"-0,817983981","-3,070516919","1,0031129212","0,1032204568","1,0630315155","-0,604733012","-0,450540991","-0,101819077","0,2735493821"
0,"1598,0295408","1598,0295408",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2159,9983965",2760712192,2756546560,"-0,86752606","-3,072914471","1,1525623267","-0,050752043","1,06260637","-0,619035522","-0,427003623","0,0125678386","0,2647515264"
"0,5205104607","1579,2287377","1578,7082273",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2163,0002574",2760712192,2756546560,"-0,248965616","-3,028251611","-0,811402201","2,043210013","1,0440706552","-0,397099467","-0,570425328","-0,56838819","0,3324138411"
"0,5228884593","1580,6918124","1580,1689239",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2165,9884664",2760712192,2756546560,"-0,292611778","-3,030274762","-0,680188918","1,9083429888","1,0435834648","-0,409509718","-0,549001073","-0,463743425","0,324467584"
0,"1593,1733493","1593,1733493",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2168,990533",2760712192,2756546560,"-0,72182708","-3,063403509","0,7127439416","0,4018225129","1,0634380286","-0,577871634","-0,496150538","-0,323811666","0,2903205843"
"0,5203559588","1589,6874541","1589,1670981",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2171,9932852",2760712192,2756546560,"-0,562766229","-3,044824325","0,1354115903","1,0680317254","1,0416200854","-0,487199872","-0,421425618","0,1558768924","0,2768717417"
"0,5204886484","1594,7772187","1594,2567301",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2174,9952719",2760712192,2756546560,"-0,715456714","-3,053074326","0,596100722","0,593612807","1,0404508063","-0,530953926","-0,348870405","0,5086295742","0,2498527384"
0,"1599,680308","1599,680308",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2177,9968482",2760712192,2756546560,"-0,917049449","-3,073241204","1,3017024397","-0,204872851","1,0618291098","-0,634088722","-0,403412488","0,1269305745","0,2557006224"
"1,561213768","1593,9992571","1592,4380434",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2180,9993198",2760712192,2756546560,"-0,583163132","-3,026463486","0,0021955229","1,3486528773","0,9954842543","-0,40268884","-0,111177146","1,8970695141","0,1901465543"
"3,1227412172","1584,7911677","1581,6684265",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2184,0014898",2760712192,2756546560,"-0,143424484","-2,97367215","-1,616794022","3,231173917","0,9298832787","-0,141026082","0,1308852796","3,423326357","0,1432554402"
"0,5230065126","1580,525681","1580,0026744",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2186,9890243",2760712192,2756546560,"-0,28761097","-3,027090281","-0,695655782","1,9236309099","1,0431207662","-0,409129765","-0,551253872","-0,475070619","0,3249820548"
0,"1590,1290518","1590,1290518",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2189,9909426",2760712192,2756546560,"-0,630486848","-3,055320517","0,4367580506","0,685334857","1,0635985253","-0,552840109","-0,539435294","-0,534672102","0,3060874688"
"0,5205067674","1598,4762826","1597,9557759",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2192,9928248",2760712192,2756546560,"-0,826431949","-3,056888857","0,9306768708","0,2485622325","1,0392329108","-0,563558513","-0,29609392","0,7649022749","0,2299512419"
0,"1604,0587045","1604,0587045",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2195,9949749",2760712192,2756546560,"-1,048408163","-3,078212935","1,6977919183","-0,613262509","1,0604660971","-0,672517223","-0,340962233","0,4302353099","0,2322019105"
0,"1598,446091","1598,446091",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2198,9969138",2760712192,2756546560,"-0,880015909","-3,068240694","1,1895944747","-0,090095708","1,0616008986","-0,62456926","-0,420909966","0,0414538284","0,2618798077"
"5,7241769017","1563,2206739","1557,496497",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2201,9995289",2760712192,2756546560,"0,7760846457","-2,873320532","-4,878247072","6,9479795487","0,8216276293","0,3476299514","0,4454448889","5,5344477315","0,0979156889"
"20,819945414","1547,4424429","1526,6224975",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2205,001458",2760712192,2756546560,"2,829819464","-2,491283177","-13,89826044","18,319895033","0,1723257438","2,2508675311","3,8288320289","25,362480018","-0,742887625"
"1,5699069255","1586,1292971","1584,5593902",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2207,9873038",2760712192,2756546560,"-0,346130377","-3,009131963","-0,715164002","2,0876351243","0,9961646039","-0,335585512","-0,221108338","1,3639895693","0,2308397585"
0,"1598,3912192","1598,3912192",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2210,9903233",2760712192,2756546560,"-0,878367278","-3,06649175","1,1844172411","-0,085138339","1,0613309751","-0,624703009","-0,42164271","0,0376626295","0,2619658453"
"0,5204904863","1598,4262833","1597,9057928",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2213,9922994",2760699904,2756534272,"-0,69459208","-3,592257563","0,0203266016","-0,639364592","-0,838056931","-0,375111003","0,2010959935","0,6835763066","-0,015368989"
"0,5202521596","1598,2146344","1597,6943823",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2216,9956507",2760699904,2756534272,"-0,688266477","-3,591488175","0,0012321324","-0,619830565","-0,83807172","-0,373476373","0,1980360445","0,6685876078","-0,014284563"
0,"1580,0462155","1580,0462155",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2219,9979363",2760699904,2756534272,"-0,197634696","-3,572360307","-1,38209319","0,7325585356","-0,811749034","-0,278864609","-0,185137325","-1,310939557","0,113754895"
"10,929953596","1558,2990984","1547,3691448",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2223,0000076",2760699904,2756534272,"1,5990688158","-3,278055905","-8,847574913","9,92858967","-1,279672729","1,1875821195","2,1175097837","12,330294021","-0,440355772"
0,"1592,5612681","1592,5612681",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2225,9865489",2760699904,2756534272,"-0,573114672","-3,592845892","-0,249131647","-0,434170006","-0,814577314","-0,386418066","-0,0068174","-0,444021042","0,0473625083"
"1,0409949473","1596,3657517","1595,3247568",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2228,9884847",2760699904,2756534272,"-0,578277611","-3,574446674","-0,428242682","-0,106087749","-0,860469099","-0,297240962","0,2962118107","1,2622149023","-0,036581456"
0,"1597,778374","1597,778374",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2231,9907002",2760699904,2756534272,"-0,729638998","-3,600901463","0,2231008087","-0,92058616","-0,81583872","-0,431430145","0,0675325253","-0,082628925","0,0196259062"
0,"1602,8401924","1602,8401924",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2234,9922081",2760699904,2756534272,"-0,881504923","-3,609107059","0,6813265306","-1,392486962","-0,81699625","-0,474960223","0,1396578866","0,2680040387","-0,007236938"
"0,520399355","1585,6568346","1585,1364352",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2237,9947099",2760699904,2756534272,"-0,311483287","-3,567201113","-1,136144692","0,5506244146","-0,835874524","-0,266898444","0,0192525312","-0,201066063","0,0518648223"
0,"1571,2838409","1571,2838409","2,3311750538","21,979650507","22,312675515",4759785472,365504,20032,"0,3330250077",4762353664,4759785472,"21,979650507",9288024064,304,26,16052,"0,3330250077",22912,9294405632,4719943680,"0,999075023","0,3330250077","0,6660500154",8,"2240,9978274",2760683520,2756517888,"11,7988176","-4,131235298","-8,469277106","-7,426219386","4,2546496847","0,0351720532","-0,948722773","-0,596069023","-0,265789793"
"2,602082832","1571,6580305","1569,0559477","2,3314628007","19,317834635","12,989578461",4759814144,367104,20168,"0,3330661144",4762353664,4759814144,"12,656512347",9289072640,307,27,16052,"10,65811566",22912,9294405632,4719943680,"0,6661322288","0,3330661144","0,3330661144",8,"2244,0002299",2760794112,2756603904,"7,2075133768","-3,376977995","-1,498566879","3,1048065227","-1,358710414","-0,118659871","0,4262965087","1,9373923223","-0,070318611"
0,"1590,2053528","1590,2053528",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2246,9872655",2760794112,2756603904,"-0,5024133","-3,586734074","-0,462557012","-0,214754717","-0,814256596","-0,36581934","-0,040000592","-0,607293223","0,0595538209"
0,"1598,2973323","1598,2973323",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2249,9894838",2760794112,2756603904,"-0,745191218","-3,600099714","0,2700081608","-0,96912632","-0,816064872","-0,435317419","0,0752939067","-0,046761975","0,0166406889"
0,"1599,2023707","1599,2023707",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2252,9929342",2760794112,2756603904,"-0,772343919","-3,601226349","0,3518945239","-1,053533255","-0,816329776","-0,443224698","0,0881997861","0,0159321812","0,011795607"
"0,5204270359","1586,7820326","1586,2616056",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2255,9952763",2760794112,2756603904,"-0,345221231","-3,567430849","-1,034364617","0,4455888895","-0,836232105","-0,275977936","0,0356573186","-0,123166722","0,0456667255"
0,"1598,8126152","1598,8126152",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2258,9975043",2760794112,2756603904,"-0,760649155","-3,599733788","0,3165026998","-1,017279332","-0,816387114","-0,440186951","0,0826716656","-0,01106118","0,0137576407"
0,"1584,3991127","1584,3991127",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2261,999431",2760794112,2756603904,"-0,32820944","-3,574774279","-0,988494323","0,3263039164","-0,813362315","-0,316816868","-0,122657768","-1,009477389","0,0900524306"
"1,5612607233","1590,924677","1589,3634163",0,0,0,4759814144,367104,20168,0,4762353664,4759814144,0,9289072640,307,27,16052,0,22912,9294405632,4719943680,0,0,0,8,"2265,0018123",2760794112,2756603904,"-0,3605455","-3,548782443","-1,182883556","0,7419631374","-0,882330578","-0,190020095","0,3434901115","1,6062749043","-0,040160987"
"0,5231905159","1599,3934071","1598,8702165",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,"1,0044199836",22912,9294405632,4719943680,0,0,0,8,"2267,9882961",2760806400,2756616192,"-0,828365082","-3,049503099","1,0369306813","0,1773799536","1,0111995881","-0,549405669","-0,374384799","0,8419127148","0,1238799183"
0,"1594,9197102","1594,9197102",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2270,9900146",2760806400,2756616192,"-0,774187819","-3,053096963","0,8693094378","0,2377593106","1,06097524","-0,596507833","-0,470559904","-0,202854672","0,279400951"
0,"1586,7520664","1586,7520664",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2273,9924134",2760806400,2756616192,"-0,52913862","-3,038773629","0,1297890973","0,9991053263","1,0626587252","-0,526663718","-0,586907826","-0,768622274","0,3226124246"
0,"1603,4651251","1603,4651251",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2276,9947004",2760806400,2756616192,"-1,03056928","-3,066820327","1,6428745409","-0,558920904","1,0589990651","-0,67004298","-0,348793283","0,3890883353","0,2340348224"
0,"1601,2404937","1601,2404937",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2279,9962795",2760806400,2756616192,"-0,963824495","-3,062617622","1,4414123388","-0,35158086","1,0594063036","-0,651129428","-0,380474194","0,2349912793","0,2457671296"
0,"1588,8879788","1588,8879788",0,0,0,4759838720,367104,20304,0,4762353664,4759838720,0,9290121216,307,28,16052,0,22912,9294405632,4719943680,0,0,0,8,"2282,9985758",2760806400,2756616192,"-0,593219276","-3,041167773","0,3230094176","0,7998776893","1,0619884952","-0,545421676","-0,556441805","-0,620660989","0,3111451937"
