'VmPeak','VmSize','VmHWM','VmRSS','VmPTE','Threads','MemFree','Buffers','Cached','Active','Inactive','Dirty','Writeback','AnonPages','Mapped','Slab','PageTables','Committed_AS','NumOfAllocFH','proc-fd','avgThroughput','avgElapsed','avgLatency','Errors',Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
172392,170340,32696,30768,200,9,4611164,156192,1117348,0,423224,933424,4611164,8159224,152,0,83144,23740,110216,7204,317924,1530,0,2,"-3,087189064","-0,060162222","-0,377774707","-0,095020494","0,8256426093","-0,059673645","0,1212731816"
172392,170340,32696,30812,200,21,4611440,156296,1117340,0,423236,933512,4611440,8159224,160,0,83176,23740,110152,7208,317360,1530,0,2,"-3,032684898","-0,069518098","-0,336933695","-0,075249834","0,7188556634","0,071789474","0,2472347394"
172392,170340,32696,31352,200,57,4611012,156372,1117348,0,423832,933568,4611012,8159224,32,0,83656,23740,110112,7208,314968,1020,0,2,"-2,642523555","-0,061403375","-0,355998266","-0,003520295","-0,617467929","-0,51899766","0,3977566023"
172392,170340,32696,31384,200,44,4610876,156428,1117348,0,423892,933600,4610876,8159224,32,0,83548,23740,110128,7208,314984,1020,0,2,"-2,71183649","-0,059981117","-0,379040227","-0,027692275","-0,477329378","-0,687493328","0,3417030591"
172392,170340,32696,31464,200,29,4610988,156528,1117348,0,423976,933696,4610988,8159224,20,0,83684,23740,110200,7208,315028,1530,0,2,"-2,98594348","-0,028168578","-0,367307465","-0,063877863","0,6623087881","0,1547247979","0,2958343108"
172392,170340,32696,31536,200,21,4610688,156596,1117348,0,424080,933744,4610688,8159224,160,0,83952,23740,110200,7208,317132,1530,0,2,"-2,943685551","-0,080445599","-0,347627906","-0,080192297","0,7714264787","0,0503686103","0,2289444328"
172392,170340,32696,30768,200,9,4610908,156668,1117340,0,423340,933784,4610908,8159224,152,0,83100,23740,110108,7208,314640,1530,0,2,"-3,187977829","-0,011135226","-0,351463556","-0,09982494","0,8588311083","-0,111693441","0,2143601445"
172392,170340,32696,30768,200,9,4611276,156740,1117356,0,423368,933840,4611276,8159224,180,0,83148,23740,110116,7208,314640,1530,0,2,"-3,182860093","-0,006811317","-0,354824431","-0,099922345","0,8602430817","-0,111152908","0,2112689939"
172392,170340,32696,31352,200,63,4610240,156808,1117356,0,423984,933868,4610240,8159224,144,0,83640,23740,110112,7208,314640,1020,0,2,"-2,61287722","-0,03013762","-0,307849479","0,0074597331","-0,673823338","-0,450826253","0,4164933293"
172392,170340,32696,31536,200,51,4610088,156884,1117356,0,424184,933924,4610088,8159224,164,0,83768,23740,110092,7204,316936,1020,0,2,"-2,60431377","-0,065235399","-0,347604859","-0,016138422","-0,529692707","-0,598491217","0,2716740915"
172392,170340,32696,31448,200,34,4610224,156948,1117356,0,424136,933956,4610224,8159224,28,0,83696,23740,110132,7208,316804,1020,0,2,"-2,686956523","-0,062841939","-0,407307227","-0,047962937","-0,34338229","-0,822997123","0,2868289933"
172392,170340,32696,31512,200,17,4610732,157008,1117356,0,424224,933988,4610732,8159224,44,0,83728,23740,110172,7208,314444,1020,0,2,"-2,845694143","-0,037930136","-0,427080097","-0,079921124","-0,164193183","-1,052990585","0,2251179322"
172392,170340,32696,31536,200,15,4610376,157060,1117356,0,424288,933988,4610376,8159224,152,0,83880,23740,110136,7204,316500,1020,0,2,"-2,800145008","-0,071254057","-0,41844572","-0,084241032","-0,133731047","-1,070639838","0,1175076135"
172392,170340,32696,30768,200,9,4610300,157136,1117356,0,423548,934052,4610300,8159224,152,0,83168,23740,110192,7208,316292,1020,0,2,"-2,897178122","-0,027475405","-0,3996145","-0,089385928","-0,117549437","-1,13144851","0,1877059523"
172392,170340,32696,31336,200,63,4609868,157192,1117352,0,424128,934056,4609868,8159224,156,0,83624,23740,110224,7208,316116,1530,0,2,"-2,765796533","0,0103040479","-0,25228782","0,0020648709","0,2907207194","0,6016929576","0,430172639"
172392,170340,32696,31376,200,51,4609964,157268,1117356,0,424224,934112,4609964,8159224,164,0,83548,23740,110252,7204,316116,1020,0,2,"-2,628966414","-0,005697392","-0,326924185","-0,010408349","-0,569065833","-0,575881517","0,2878008367"
172392,170340,32696,31436,200,36,4609580,157328,1117356,0,424320,934136,4609580,8159224,36,0,83772,23740,110236,7204,316116,1020,0,2,"-2,691329983","-0,007870583","-0,399063001","-0,040855293","-0,388755336","-0,779789987","0,2303427819"
172392,170340,32696,31536,200,26,4609784,157416,1117356,0,424444,934200,4609784,8159224,40,0,83880,23740,110264,7208,316068,1020,0,2,"-2,717332537","-0,026563249","-0,405278163","-0,060963622","-0,262731646","-0,92155644","0,2561433349"
172392,170340,32696,31532,200,11,4610036,157484,1117356,0,424456,934256,4610036,8159224,16,0,83772,23740,110216,7208,316068,1020,0,2,"-2,809926463","-0,032362286","-0,444744384","-0,090686992","-0,090298463","-1,126221268","0,193709824"
172392,170340,32696,30768,200,9,4610300,157572,1117352,0,423720,934320,4610300,8159224,164,0,83132,23740,110244,7208,317808,1530,0,2,"-3,058563162","0,0072538032","-0,348559608","-0,096567354","0,8593485227","-0,090028425","0,2011457769"
172392,170340,32696,31352,200,62,4609504,157636,1117356,0,424332,934352,4609504,8159224,156,0,83636,23740,110240,7204,317612,1530,0,2,"-2,730375048","0,0290396112","-0,268126598","0,0011180118","0,3012215138","0,5993092119","0,3479447051"
172392,170340,32696,31368,200,53,4609576,157700,1117356,0,424372,934392,4609576,8159224,164,0,83664,23740,110128,7208,315192,1530,0,2,"-2,849170901","0,0344504855","-0,271596358","-0,020826329","0,430873402","0,4399930766","0,3901442025"
172392,170340,32696,31420,200,40,4609804,157768,1117352,0,424460,934424,4609804,8159224,156,0,83772,23740,110224,7208,317260,1530,0,2,"-2,836633452","0,0026067305","-0,298298416","-0,043214336","0,5679716613","0,2904843663","0,3224592281"
172392,170340,32696,31440,200,30,4609512,157816,1117356,0,424532,934424,4609512,8159224,32,0,83692,23740,110216,7208,315032,1530,0,2,"-2,958403608","0,0477043548","-0,351737583","-0,06283433","0,6733091573","0,1497719671","0,304164819"
172392,170340,32696,31496,200,22,4609080,157880,1117356,0,424600,934468,4609080,8159224,32,0,83720,23740,110280,7208,317192,1530,0,2,"-2,918012156","0,0232671506","-0,369159674","-0,076435838","0,7604694053","0,0616473242","0,2562283546"
172392,170340,32696,31532,200,14,4609144,157940,1117356,0,424680,934484,4609144,8159224,36,0,83764,23740,110252,7208,314780,1530,0,2,"-3,035169693","0,0503699234","-0,378286953","-0,09318361","0,852410031","-0,060848173","0,2332631277"
172392,170340,32696,30768,200,9,4609920,157988,1117360,0,423960,934496,4609920,8159224,0,0,83156,23740,110128,7208,314872,1530,0,2,"-3,152061045","0,0734517273","-0,400712811","-0,101018412","0,8806455679","-0,125181574","0,2325532474"
172392,170340,32696,31348,200,60,4609140,158056,1117360,0,424576,934532,4609140,8159224,160,0,83648,23740,110240,7208,314884,1020,0,2,"-2,589072211","0,0433108844","-0,29054923","0,0042571038","-0,640734236","-0,487775999","0,4078565927"
172392,170340,32696,31516,200,46,4608260,158120,1117360,0,424784,934556,4608260,8159224,144,0,83860,23740,110292,7204,316664,1020,0,2,"-2,589964318","0,0287055444","-0,337833935","-0,02147451","-0,485996925","-0,652994583","0,2606310458"
172392,170340,32696,31516,200,35,4608100,158180,1117364,0,424808,934596,4608100,8159224,176,0,83860,23740,110212,7208,318956,1020,0,2,"-2,567508399","-0,030516139","-0,352773664","-0,045599827","-0,329968837","-0,811787397","0,2640678849"
172392,170340,32696,31516,200,15,4608260,158252,1117360,0,424840,934632,4608260,8159224,156,0,83856,23740,110356,7204,316632,1020,0,2,"-2,748989362","0,025753772","-0,389546812","-0,078957029","-0,151484243","-1,053308121","0,1255362199"
172392,170340,32696,31516,200,13,4608028,158320,1117364,0,424872,934672,4608028,8159224,44,0,83860,23740,110304,7208,316612,1020,0,2,"-2,745673938","0,0218435001","-0,422352174","-0,085502435","-0,106975492","-1,097673546","0,1980329911"
172392,170340,32696,31516,200,9,4608300,158388,1117364,0,424896,934716,4608300,8159224,24,0,83860,23740,110328,7208,318876,1020,0,2,"-2,694670287","-0,008652349","-0,442321463","-0,092210164","-0,061422121","-1,13685121","0,1703843463"
172392,170340,32696,31516,200,60,4607280,158460,1117356,0,424920,934760,4607280,8159224,152,0,83856,23740,110212,7208,318564,1020,0,2,"-2,440835668","0,007070758","-0,299187866","0,0018497486","-0,602263535","-0,489855488","0,3800878632"
172392,170340,32696,31516,200,51,4607964,158528,1117364,0,424944,934808,4607964,8159224,156,0,83860,23740,110196,7208,316328,1530,0,2,"-2,777454588","0,0665898869","-0,275250776","-0,024838462","0,4721821866","0,4122254268","0,3729400541"
172392,170340,32696,31516,200,40,4607804,158608,1117360,0,424960,934868,4607804,8159224,164,0,83860,23740,110236,7204,316140,1530,0,2,"-2,853268832","0,0851935242","-0,298696884","-0,043834072","0,5769147261","0,2805776037","0,2553800272"
172392,170340,32696,31516,200,23,4607832,158656,1117364,0,424996,934884,4607832,8159224,156,0,83860,23740,110300,7208,316140,1530,0,2,"-2,919681869","0,0741168004","-0,321240229","-0,075474872","0,7658236238","0,0572093649","0,2541027441"
172392,170340,32696,31516,200,12,4608044,158728,1117364,0,425016,934940,4608044,8159224,40,0,83864,23740,110180,7208,316048,1020,0,2,"-2,780485835","0,0355183147","-0,428920932","-0,091526741","-0,066094042","-1,140753711","0,1970179014"
172392,170340,32696,31516,200,9,4608068,158776,1117364,0,425048,934952,4608068,8159224,24,0,83860,23740,110152,7208,313812,1020,0,2,"-2,869596351","0,066826899","-0,434268363","-0,098384464","-0,032519441","-1,195016163","0,1982458579"
172392,170340,32696,31516,200,60,4607404,158836,1117364,0,425072,934988,4607404,8159224,44,0,83860,23740,110220,7208,315852,1530,0,2,"-2,734545671","0,1096892678","-0,285447202","-0,007444616","0,372295968","0,5285010706","0,4287211625"
172392,170340,32696,31516,200,56,4607692,158884,1117360,0,425112,934996,4607692,8159224,156,0,83864,23740,110220,7204,315852,1020,0,2,"-2,561124592","0,0761026074","-0,308868898","-0,005329166","-0,570701606","-0,549442306","0,3099023327"
172392,170340,32696,31516,200,41,4607688,158940,1117364,0,425140,935024,4607688,8159224,164,0,83860,23740,110164,7208,315636,1020,0,2,"-2,637218892","0,0551712144","-0,329890736","-0,036680099","-0,381562797","-0,767489989","0,31403632"
172392,170340,32696,31516,200,28,4607784,159004,1117364,0,425164,935064,4607784,8159224,152,0,83860,23740,110148,7204,315704,1020,0,2,"-2,722294693","0,0623535891","-0,372142144","-0,061107883","-0,24471319","-0,932069032","0,1865049721"
172392,170340,32696,31516,200,15,4607896,159060,1117360,0,425188,935092,4607896,8159224,152,0,83856,23740,110316,7212,315488,1020,0,2,"-2,750191326","0,0510738868","-0,358637222","-0,082922649","-0,108921305","-1,097478999","0,2782382768"
172392,170340,32696,31516,200,9,4607076,159108,1117372,0,425228,935112,4607076,8159224,44,0,83860,23740,110244,7204,319844,1020,0,2,"-2,673390024","0,0249751973","-0,453677231","-0,094463698","-0,039618395","-1,148184983","0,0904754314"
172392,170340,32696,31516,200,9,4607324,159164,1117372,0,425272,935124,4607324,8159224,40,0,83860,23740,110168,7208,315452,1530,0,2,"-3,019390767","0,10030323","-0,392956333","-0,106857853","0,9525840317","-0,156990114","0,2057062797"
172392,170340,32696,31516,200,61,4606892,159204,1117368,0,425296,935132,4606892,8159224,20,0,83856,23740,110188,7208,317508,1530,0,2,"-2,672233752","0,1036569851","-0,297455176","-0,006652338","0,3768750339","0,5398963001","0,4246913939"
172392,170340,32696,31516,200,51,4606856,159248,1117372,0,425336,935140,4606856,8159224,160,0,83856,23740,110296,7208,314972,1530,0,2,"-2,792842888","0,1400745614","-0,260020127","-0,022853778","0,4636179406","0,4125223782","0,3839169351"
172392,170340,32696,31516,200,42,4607300,159288,1117372,0,425372,935144,4607300,8159224,144,0,83856,23740,110292,7204,314936,1530,0,2,"-2,860764095","0,1473498116","-0,29564956","-0,039209885","0,5517403139","0,3034937354","0,27533408"
172392,170340,32696,31516,200,31,4607016,159340,1117372,0,425408,935160,4607016,8159224,160,0,83856,23740,110296,7208,314832,1530,0,2,"-2,904105951","0,1330921358","-0,298822917","-0,061137727","0,6859592603","0,1479056847","0,2967948789"
172392,170340,32696,31516,200,15,4607268,159372,1117372,0,425456,935144,4607268,8159224,152,0,83856,23740,110228,7208,312588,1530,0,2,"-3,068641427","0,1488028144","-0,330908351","-0,093969177","0,8704427997","-0,083404582","0,2387164088"
172392,170340,32696,31516,200,9,4607192,159412,1117372,0,425528,935116,4607192,8159224,160,0,83860,23740,110260,7204,316708,1530,0,2,"-2,981442933","0,1007080614","-0,362851604","-0,103060828","0,9290305849","-0,128514086","0,1153984447"
172392,170340,32696,31520,200,9,4607192,159448,1117376,0,425568,935116,4607192,8159224,40,0,83860,23740,110324,7208,314252,1530,0,2,"-3,032596565","0,1437202638","-0,379196691","-0,102609334","0,9222146782","-0,137207096","0,2150804315"
172392,170340,32696,31520,200,60,4606908,159496,1117376,0,425612,935120,4606908,8159224,32,0,83860,23740,110180,7204,316148,1530,0,2,"-2,729360699","0,1427157635","-0,307965056","-0,008224886","0,3764723576","0,5292232079","0,353502788"
172392,170340,32696,31520,200,51,4606848,159528,1117376,0,425676,935092,4606848,8159224,156,0,83864,23740,110204,7208,318272,1020,0,2,"-2,477702417","0,0524294858","-0,321475372","-0,016628176","-0,487246363","-0,620081567","0,3403618501"
172392,170340,32696,30768,200,40,4607432,159544,1117376,0,424976,935056,4607432,8159224,164,0,83112,23740,110168,7204,318208,1020,0,2,"-2,643948096","0,0963182991","-0,342713287","-0,031827821","-0,425836107","-0,737979444","0,2415727203"
172392,170340,32696,30768,200,30,4607752,159572,1117376,0,425032,935024,4607752,8159224,156,0,83108,23740,110232,7208,318120,1020,0,2,"-2,678762251","0,083334637","-0,34919971","-0,04995296","-0,316990563","-0,86827315","0,2716262929"
172392,170340,32696,30768,200,14,4607516,159604,1117376,0,425088,935004,4607516,8159224,160,0,83112,23740,110212,7208,318120,1020,0,2,"-2,763614367","0,0741190019","-0,380226272","-0,081169655","-0,134970721","-1,08232665","0,1992396827"
172392,170340,32696,30768,200,9,4607688,159632,1117376,0,425128,934988,4607688,8159224,24,0,83108,23740,110308,7208,313684,1020,0,2,"-2,918480926","0,158801326","-0,412090787","-0,088544219","-0,109717799","-1,150209467","0,2204830591"
172392,170340,32696,30768,200,9,4608048,159668,1117376,0,425180,934976,4608048,8159224,44,0,83112,23740,110184,7208,318036,1020,0,2,"-2,797225731","0,0745817101","-0,429353152","-0,091594487","-0,077006309","-1,150491717","0,1889303797"
172392,170340,32696,30768,200,53,4607192,159704,1117376,0,425208,934984,4607192,8159224,28,0,83112,23740,110356,7204,315732,1020,0,2,"-2,624321871","0,1749062207","-0,337377862","-0,001929272","-0,612735488","-0,544330642","0,3304499203"
172392,170340,32696,30768,200,41,4607800,159752,1117376,0,425240,934996,4607800,8159224,164,0,83108,23740,110156,7204,313496,1530,0,2,"-3,000633479","0,1958843347","-0,284691759","-0,039492966","0,5296960844","0,2867527915","0,2913737446"
172392,170340,32696,30768,200,30,4607388,159796,1117376,0,425284,935000,4607388,8159224,152,0,83112,23740,110228,7208,317632,1530,0,2,"-2,901544417","0,1288947682","-0,305475158","-0,05894906","0,6608268907","0,1618289301","0,2916175446"
172392,170340,32696,30768,200,20,4607724,159832,1117380,0,425316,935008,4607724,8159224,152,0,83112,23740,110160,7204,315308,1530,0,2,"-3,052186448","0,1638336422","-0,337811644","-0,079417585","0,7673937628","0,0187841028","0,1886872277"
172392,170340,32696,30768,200,9,4607440,159868,1117380,0,425352,935008,4607440,8159224,156,0,83112,23740,110180,7204,317188,1530,0,2,"-3,046955323","0,1352880081","-0,362018921","-0,099679206","0,8910961442","-0,114866368","0,1284368931"
172392,170340,32696,30768,200,9,4607068,159924,1117380,0,425384,935028,4607068,8159224,164,0,83108,23740,110160,7204,314880,1020,0,2,"-2,904629314","0,13980889","-0,393508157","-0,091941314","-0,085527117","-1,162864978","0,1216779532"
172392,170340,32696,30848,200,58,4607032,159980,1117380,0,425504,935048,4607032,8159224,28,0,83192,23740,110184,7208,317260,1020,0,2,"-2,538402991","0,1274976008","-0,334774642","0,0009840204","-0,611938908","-0,513679441","0,4068309912"
172392,170340,32696,30848,200,48,4606888,159992,1117380,0,425572,934988,4606888,8159224,44,0,83188,23740,110216,7208,316980,1020,0,2,"-2,595115078","0,1276731972","-0,346112315","-0,017173827","-0,508373597","-0,640402576","0,3623395124"
172392,170340,32696,30848,200,39,4606960,160008,1117380,0,425644,934936,4606960,8159224,144,0,83192,23740,110272,7208,316740,1020,0,2,"-2,64464884","0,1216480987","-0,328078923","-0,032642586","-0,419648786","-0,751004109","0,3142752478"
172392,170340,32696,31340,200,23,4607336,160044,1117380,0,426188,934920,4607336,8159224,160,0,83684,23740,110208,7208,316548,1530,0,2,"-2,905625639","0,1059926709","-0,326683021","-0,077562037","0,7805391992","0,0463018305","0,2459908361"
172392,170340,32696,31340,200,9,4606456,160076,1117380,0,426248,934892,4606456,8159224,152,0,83684,23740,110332,7208,316436,2040,0,2,"-3,176647533","0,1549335673","-0,303962671","-0,109503007","1,890786581","0,9144948019","0,2060845531"
172392,170340,32696,31340,200,9,4606952,160112,1117380,0,426304,934872,4606952,8159224,160,0,83684,23740,110168,7208,316104,1530,0,2,"-2,993964688","0,1032345817","-0,354456911","-0,105596279","0,9428399575","-0,146135509","0,1841100812"
172392,170340,32696,31340,200,63,4606272,160168,1117376,0,426344,934888,4606272,8159224,152,0,83684,23740,110248,7204,317984,1530,0,2,"-2,648636608","0,1324238618","-0,257510038","0,0010604202","0,3227855014","0,5951848977","0,3417476917"
172392,170340,32696,31340,200,53,4606476,160176,1117380,0,426392,934844,4606476,8159224,32,0,83680,23740,110268,7204,316060,1530,0,2,"-2,758747071","0,1666201032","-0,310979057","-0,01777889","0,4231392546","0,4612235902","0,3215048365"
172392,170340,32696,31340,200,43,4606184,160204,1117384,0,426432,934836,4606184,8159224,40,0,83680,23740,110292,7208,316060,1530,0,2,"-2,789898722","0,1545159944","-0,316852153","-0,037212743","0,5421401559","0,3235879933","0,3475127987"
172392,170340,32696,31340,200,27,4606188,160224,1117384,0,426468,934820,4606188,8159224,176,0,83680,23740,110244,7208,318024,1020,0,2,"-2,60564906","0,0670851288","-0,35684919","-0,06015642","-0,242191591","-0,92087841","0,2305173875"
172392,170340,32696,31340,200,21,4606228,160252,1117384,0,426516,934804,4606228,8159224,156,0,83684,23740,110280,7208,317948,1020,0,2,"-2,635188151","0,0702909239","-0,372253092","-0,070606995","-0,182820786","-0,993835113","0,2071465207"
172392,170340,32696,31340,200,9,4606700,160272,1117384,0,426552,934788,4606700,8159224,160,0,83684,23740,110392,7204,317824,1020,0,2,"-2,709408129","0,0874646318","-0,399416537","-0,089259489","-0,083810404","-1,123581873","0,0867029115"
172392,170340,32696,31340,200,9,4606460,160316,1117380,0,426596,934788,4606460,8159224,144,0,83684,23740,110300,7204,315348,1020,0,2,"-2,795940415","0,1164432255","-0,398941924","-0,092292496","-0,071633406","-1,150249905","0,1004624109"
172392,170340,32696,31340,200,60,4605796,160324,1117384,0,426632,934760,4605796,8159224,44,0,83684,23740,110276,7208,319612,1020,0,2,"-2,368611618","0,0776402326","-0,334783987","0,0038842721","-0,612029449","-0,4712829","0,3786555158"
172392,170340,32696,31340,200,47,4605896,160348,1117384,0,426688,934728,4605896,8159224,28,0,83684,23740,110368,7204,317488,1020,0,2,"-2,509958498","0,1261995065","-0,364196186","-0,017572999","-0,502331372","-0,626293034","0,2665152196"
172392,170340,32696,31340,200,41,4606076,160364,1117388,0,426720,934716,4606076,8159224,40,0,83684,23740,110184,7204,315180,1530,0,2,"-2,848923626","0,1674634437","-0,339514536","-0,043402376","0,5698023492","0,2881417121","0,2663536118"
172392,170340,32696,31340,200,28,4606052,160388,1117388,0,426764,934692,4606052,8159224,152,0,83680,23740,110192,7208,317280,1530,0,2,"-2,836101583","0,1069441266","-0,324292934","-0,068577815","0,7296463811","0,1169166835","0,2557298686"
172392,170340,32696,31340,200,9,4606452,160412,1117380,0,426820,934664,4606452,8159224,152,0,83684,23740,110180,7204,314956,1530,0,2,"-3,031837771","0,1360956877","-0,361904312","-0,104467486","0,9245592968","-0,135694265","0,1148441867"
172392,170340,32696,31340,200,9,4606328,160428,1117388,0,426856,934640,4606328,8159224,156,0,83680,23740,110184,7204,317004,1020,0,2,"-2,749253987","0,0770436645","-0,414172064","-0,095478688","-0,048141442","-1,158000459","0,0821704504"
172392,170340,32696,31340,200,59,4605804,160436,1117388,0,426908,934596,4605804,8159224,164,0,83680,23740,110224,7208,317060,1530,0,2,"-2,669609226","0,127351585","-0,25583489","-0,008363354","0,3776185893","0,5313264867","0,3908719629"
172392,170340,32696,31340,200,49,4606248,160452,1117388,0,426944,934580,4606248,8159224,36,0,83684,23740,110228,7208,314692,1530,0,2,"-2,798196921","0,1644300899","-0,309009732","-0,027720952","0,4801281665","0,392005619","0,3746585316"
172392,170340,32696,31340,200,30,4605896,160468,1117388,0,426980,934556,4605896,8159224,40,0,83684,23740,110316,7204,314692,1020,0,2,"-2,688310023","0,1479566811","-0,391507443","-0,051873887","-0,313036204","-0,867360164","0,2017595219"
172392,170340,32696,31340,200,23,4606216,160484,1117388,0,427024,934532,4606216,8159224,16,0,83684,23740,110272,7204,316852,1020,0,2,"-2,664048656","0,1054246895","-0,423764879","-0,066244122","-0,223449409","-0,955805403","0,1591483808"
172392,170340,32696,31340,200,11,4606552,160504,1117388,0,427060,934516,4606552,8159224,164,0,83684,23740,110404,7204,316852,1020,0,2,"-2,716908864","0,0984680661","-0,39252428","-0,085123569","-0,114730527","-1,09356903","0,0945966583"
172392,170340,32696,31340,200,9,4606332,160520,1117388,0,427100,934492,4606332,8159224,152,0,83684,23740,110316,7204,316796,1530,0,2,"-2,950783224","0,1226076221","-0,364123817","-0,100241935","0,9005351787","-0,100828086","0,1030357171"
172392,170340,32696,31340,200,59,4605936,160548,1117384,0,427148,934472,4605936,8159224,160,0,83684,23740,110364,7208,316796,1530,0,2,"-2,660086028","0,1410181751","-0,243664702","-0,004192974","0,3482504046","0,5554933309","0,3941818926"
172392,170340,32696,31340,200,47,4606156,160584,1117388,0,427180,934468,4606156,8159224,152,0,83680,23740,110260,7208,314628,1530,0,2,"-2,803907417","0,1561795049","-0,273437237","-0,030461228","0,4955324406","0,3714233514","0,3522779489"
172392,170340,32696,31340,200,35,4605508,160628,1117388,0,427232,934468,4605508,8159224,152,0,83684,23740,110320,7208,318508,1530,0,2,"-2,733551253","0,1055274433","-0,303604888","-0,051289284","0,6284999813","0,2396905932","0,2764293161"
172392,170340,32696,31340,200,23,4605852,160664,1117388,0,427280,934456,4605852,8159224,24,0,83684,23740,110256,7208,318508,1530,0,2,"-2,805149835","0,0999452313","-0,372724591","-0,076182198","0,7717717439","0,0734134525","0,2352045147"
172392,170340,32696,31340,200,9,4606212,160692,1117388,0,427348,934416,4606212,8159224,40,0,83688,23740,110296,7204,313904,1020,0,2,"-2,823316503","0,1411863827","-0,431854971","-0,092648191","-0,080346869","-1,147688966","0,1101351868"
172392,170340,32696,31340,200,9,4605832,160732,1117388,0,427380,934424,4605832,8159224,152,0,83684,23740,110332,7208,316072,1020,0,2,"-2,733453304","0,0945397237","-0,388084383","-0,092225136","-0,068385647","-1,143959837","0,1571152413"
172392,170340,32696,31340,200,63,4605532,160788,1117392,0,427424,934436,4605532,8159224,176,0,83680,23740,110204,7208,318128,1020,0,2,"-2,390936351","0,080769949","-0,291334995","0,0074354324","-0,638058125","-0,444729049","0,3760177913"
172392,170340,32696,31340,200,46,4605544,160844,1117392,0,427468,934452,4605544,8159224,144,0,83684,23740,110296,7208,317964,1530,0,2,"-2,689693813","0,1217308173","-0,286159135","-0,031144436","0,5101737708","0,3786906211","0,326777498"
172392,170340,32696,31340,200,30,4606292,160896,1117392,0,427508,934464,4606292,8159224,164,0,83684,23740,110192,7204,313796,1530,0,2,"-2,938606316","0,1703615548","-0,318538557","-0,064261844","0,6851345252","0,1421648341","0,2063292829"
172392,170340,32696,31340,200,17,4605644,160940,1117396,0,427560,934460,4605644,8159224,40,0,83684,23740,110296,7204,313796,1530,0,2,"-2,988434798","0,1943842418","-0,377008973","-0,086323798","0,8107286912","-0,010970358","0,1632109025"
172392,170340,32696,31340,200,9,4605840,160972,1117396,0,427620,934432,4605840,8159224,44,0,83684,23740,110268,7204,317756,1530,0,2,"-2,910212277","0,1251132961","-0,406765553","-0,101908016","0,913113462","-0,10230942","0,1025654841"
172392,170340,32696,31340,200,9,4606072,161008,1117396,0,427676,934412,4606072,8159224,24,0,83684,23740,110288,7208,315144,1020,0,2,"-2,760809461","0,1199299352","-0,433377703","-0,093892185","-0,062742839","-1,152973763","0,1730255164"
172392,170340,32696,31340,200,59,4605308,161048,1117396,0,427720,934404,4605308,8159224,152,0,83680,23740,110244,7208,317228,1020,0,2,"-2,428181978","0,1057181921","-0,302039606","0,0006810566","-0,602222052","-0,494340344","0,3649117188"
172392,170340,32696,31340,200,49,4605264,161092,1117396,0,427772,934400,4605264,8159224,156,0,83684,23740,110156,7208,317228,1020,0,2,"-2,490046037","0,0909864126","-0,326322572","-0,021050604","-0,47414936","-0,640606695","0,3176440942"
172392,170340,32696,31340,200,35,4605128,161108,1117396,0,427840,934348,4605128,8159224,164,0,83684,23740,110232,7208,317228,1020,0,2,"-2,554256789","0,0909562459","-0,345905438","-0,045560834","-0,333531734","-0,811737657","0,2559399227"
172392,170340,32696,31340,200,19,4605604,161144,1117396,0,427888,934336,4605604,8159224,156,0,83684,23740,110368,7204,317228,1530,0,2,"-2,85711263","0,1407959502","-0,341857863","-0,079839688","0,7823448655","0,0435836287","0,1379136446"
172392,170340,32696,31340,200,9,4605692,161176,1117396,0,427932,934320,4605692,8159224,160,0,83680,23740,110312,7208,315104,1530,0,2,"-2,967899805","0,1462299913","-0,345645378","-0,101772953","0,9101181574","-0,116276972","0,1756754495"
172392,170340,32696,31340,200,9,4605692,161212,1117396,0,427972,934316,4605692,8159224,16,0,83680,23740,110248,7204,317516,1530,0,2,"-2,912726323","0,1291073279","-0,41478896","-0,102553604","0,9149664415","-0,10413625","0,1028784676"
172392,170340,32696,31340,200,60,4605052,161256,1117392,0,428032,934304,4605052,8159224,44,0,83684,23740,110396,7204,317280,1530,0,2,"-2,626794513","0,1776116902","-0,28937788","-0,000790628","0,3218370356","0,5895977468","0,3289017041"
172392,170340,32696,31340,200,49,4605004,161284,1117396,0,428088,934276,4605004,8159224,156,0,83684,23740,110264,7204,317280,1530,0,2,"-2,698906631","0,1484674556","-0,287899342","-0,025620534","0,4696240396","0,4225716746","0,2642826267"
172392,170340,32696,31340,200,37,4604976,161324,1117396,0,428136,934268,4604976,8159224,164,0,83684,23740,110264,7208,317236,1020,0,2,"-2,533600133","0,0970609267","-0,338373898","-0,040838098","-0,362049204","-0,778843429","0,2627928391"
172392,170340,32696,31340,200,44,4605036,161368,1117392,0,428184,934260,4605036,8159224,152,0,83684,23740,110344,7204,314932,1020,0,2,"-2,576129458","0,1569841204","-0,323985335","-0,024425473","-0,472056191","-0,674147057","0,2396663289"
172392,170340,32696,31340,200,15,4605532,161408,1117396,0,428224,934260,4605532,8159224,152,0,83680,23740,110240,7208,316852,510,0,2,"-2,454426587","0,0537367075","-0,428443219","-0,074914049","-1,092027568","-2,106734394","0,1501921954"
172392,170340,32696,31340,200,16,4605516,161452,1117388,0,428260,934264,4605516,8159224,152,0,83680,23740,110232,7204,314676,1530,0,2,"-2,963911737","0,1617262857","-0,342415433","-0,089865936","0,8351657984","-0,029204391","0,1343888286"
