procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2323268  33620 645084    0    0  9789   483 1702   15 19 27 51  2  0
 2  0      0 2323268  33620 645160    0    0    32     4  443  791  1  0 99  0  0
 1  0      0 2323268  33628 645176    0    0     0    68  322  467  1  1 99  0  0
 1  0      0 2323268  33628 645184    0    0     0     0  340  532  1  0 99  0  0
 2  0      0 2319124  33632 648336    0    0  3200     0  506  581  1  7 93  0  0
 2  0      0 2306272  33632 650748    0    0  2372     0 1673 1364  1 64 34  1  0
 2  0      0 2285944  33640 650788    0    0     0    28 1718 1398  2 60 39  0  0
 3  0      0 2300960  33640 650820    0    0     0     4 1577 1198  1 63 35  0  0
 3  0      0 2285140  33640 650848    0    0     0   312 1752 1244  1 59 40  0  0
 7  0      0 2308148  33640 650856    0    0     0    28 20075  827  0 89 11  0  0
 5  0      0 2308148  33640 650856    0    0     0    76 12856  716  0 51 49  0  0
 5  0      0 2308148  33648 650856    0    0     0    40 13299  639  1 51 48  0  0
 6  0      0 2308148  33648 650856    0    0     0   236 13350  645  0 52 48  0  0
 5  0      0 2310148  33648 650864    0    0     0     0 6068 1074  2 55 44  0  0
 7  0      0 2294640  33648 650888    0    0     0     0 1826 1364  2 63 36  0  0
 3  0      0 2278664  33648 650900    0    0     0     0 1734 1362  2 65 33  0  0
 3  0      0 2304344  33656 650912    0    0     0    16 1281 1124  2 67 32  0  0
 4  0      0 2298720  33656 650924    0    0     0     0 7050  652  1 54 46  0  0
 3  0      0 2298720  33656 650924    0    0     0    76 10534  632  1 51 48  0  0
 4  0      0 2298720  33656 650924    0    0     0     0 12461  614  1 51 48  0  0
 3  0      0 2298720  33656 650924    0    0     0     0 13066  629  0 51 49  0  0
 4  0      0 2296704  33656 650924    0    0     0     0 11415  616  0 52 48  0  0
 5  0      0 2296704  33664 650928    0    0     0    44 9862  651  0 52 48  0  0
 5  0      0 2296452  33664 650928    0    0    32     8 11133 1635  4 53 43  0  0
 6  0      0 2291716  33668 651112    0    0   148     4 10966 2177  4 56 40  0  0
 5  0      0 2291716  33668 651148    0    0     0     0 10489  675  1 52 48  0  0
17  0      0 2291716  33676 651144    0    0     0    40 21374  561  0 79 21  0  0
 5  0      0 2291716  33676 651144    0    0     0   108 11311  629  2 51 48  0  0
 6  0      0 2291716  33676 651148    0    0     0     4 11127  635  1 51 47  0  0
 7  0      0 2290876  33676 651168    0    0     0     4 4128 1372  1 74 25  0  0
11  0      0 2273324  33676 651180    0    0     0     0  897  908  1 66 33  0  0
 6  0      0 2297152  33684 651192    0    0     0    16  926  947  1 63 36  0  0
 8  0      0 2270880  33684 651200    0    0     0     0  957 1006  2 64 35  0  0
 8  0      0 2270496  33684 651204    0    0     0     0 6072  577  2 53 46  0  0
 5  0      0 2270496  33684 651204    0    0     0    64 8469  577  2 51 47  0  0
 5  0      0 2268736  33684 651204    0    0     0     4 6677  577  2 52 46  0  0
 6  0      0 2268736  33684 651204    0    0     0     0 7805  575  2 52 47  0  0
 7  0      0 2268992  33692 651208    0    0     0    44 9857  599  3 50 47  0  0
 7  0      0 2268992  33692 651208    0    0     0     0 9198  566  1 52 47  0  0
 8  0      0 2269248  33692 651212    0    0     0     0 10783  572  1 52 47  0  0
 8  0      0 2269248  33692 651212    0    0     0     4 12561  562  1 55 45  0  0
 9  0      0 2269504  33692 651212    0    0     0    12 12334  605  1 51 48  0  0
 9  0      0 2269760  33700 651212    0    0     0    12 12233  593  0 51 49  0  0
 9  0      0 2269760  33700 651212    0    0     0     0 12094  561  0 51 49  0  0
 2  0      0 2287000  33700 651212    0    0     0     0 9891  791  0 53 47  0  0
 6  0      0 2271228  33700 651232    0    0     0     0 1170 1203  1 68 31  0  0
 2  0      0 2299696  33700 651240    0    0     0     0  909  896  1 69 30  0  0
 2  0      0 2277528  33708 651256    0    0     0   200  987 1044  2 64 34  0  0
 2  0      0 2289744  33708 651272    0    0     0     0  965 1079  1 70 29  0  0
 2  0      0 2295684  33708 651296    0    0     0    72  903  977  1 64 35  0  0
 3  0      0 2270256  33708 651304    0    0     0     0 2069 1041  1 60 39  0  0
 4  0      0 2270256  33708 651304    0    0     0     0 9918  616  1 51 48  0  0
 4  0      0 2270256  33716 651296    0    0     0    48 12015  611  0 51 49  0  0
 4  0      0 2270256  33716 651304    0    0     0   304 12679  620  0 51 49  0  0
 5  0      0 2270256  33716 651304    0    0     0    16 12835  612  1 51 48  0  0
