procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2308380  39640 652904    0    0  4239   227 1016   10 26 34 39  1  0
 1  0      0 2308380  39640 652980    0    0    32   112  431  862  3  2 96  0  0
 2  0      0 2308380  39640 652980    0    0     0     0  331  518  1  1 99  0  0
 1  0      0 2308380  39640 652980    0    0     0     0  297  532  2  1 97  1  0
 2  0      0 2301604  39640 657808    0    0  4868     4  889  730  2 28 70  1  0
 2  0      0 2300624  39648 658568    0    0   700   180 1414  842  3 46 51  0  0
 2  0      0 2300148  39648 658580    0    0     0     0 1311  781  1 47 52  0  0
 2  0      0 2299924  39648 658588    0    0     0     0 1308  832  2 47 51  0  0
 2  0      0 2299924  39648 658592    0    0     0     0 1278  817  1 46 53  0  0
 2  0      0 2299924  39648 658600    0    0     0    40 1311  787  1 48 51  1  0
 1  0      0 2299672  39656 658596    0    0     0   104 1449  853  3 44 53  0  0
 2  0      0 2299672  39656 658612    0    0     0    12 1442  876  1 48 51  0  0
 2  0      0 2299000  39656 658620    0    0     0     0 1243  784  2 48 50  0  0
 3  0      0 2298328  39656 658624    0    0     0     0 1322  815  2 52 47  0  0
 4  0      0 2286904  39656 658632    0    0     0    36 1191  913  1 66 33  0  0
 5  0      0 2286232  39656 658636    0    0     0     0 3500  609  5 53 43  0  0
 4  0      0 2286232  39664 658636    0    0     0    28 3712  598  6 52 42  0  0
 5  0      0 2286232  39664 658636    0    0     0     4 3655  596  4 52 43  0  0
 6  0      0 2286232  39664 658636    0    0     0     0 3531  594  5 52 42  0  0
 7  0      0 2286232  39664 658636    0    0     0     8 3577  600  4 52 44  0  0
 6  0      0 2286980  39664 658636    0    0     0     0 3623  647  4 52 43  0  0
 6  0      0 2287744  39664 658636    0    0     0     0 3584  648  5 52 43  0  0
 6  0      0 2288500  39672 658636    0    0     0    28 3573  403  1 74 25  0  0
 6  0      0 2288500  39672 658636    0    0     0     0 3362  653  1 53 46  0  0
 7  0      0 2288500  39672 658636    0    0     0     0 3532  637  1 52 47  0  0
 5  0      0 2293076  39672 658644    0    0     0     0 1715  918  1 66 33  0  0
 2  0      0 2291600  39672 658652    0    0     0     0  821  833  2 66 32  0  0
 2  0      0 2271860  39680 658660    0    0     0    16 2291  727  1 62 38  0  0
 2  0      0 2271860  39680 658660    0    0     0     4 3407  588  1 53 46  0  0
 3  0      0 2271860  39680 658660    0    0     0     0 3316  583  1 53 46  0  0
 5  0      0 2268340  39680 658660    0    0     0    24 3459  586  1 55 44  0  0
 5  0      0 2268596  39680 658660    0    0     0     0 3446  581  1 53 47  0  0
 6  0      0 2268596  39688 658660    0    0     0    24 3386  605  1 53 46  0  0
 6  0      0 2268852  39688 658660    0    0     0     0 3798  570  1 53 46  0  0
 5  0      0 2269108  39688 658660    0    0     0     4 3848  545  3 53 44  0  0
 6  0      0 2300684  39688 658660    0    0     0     4 3953  581  6 52 42  0  0
 7  0      0 2300684  39688 658660    0    0     0    40 3444  562  4 53 42  0  0
 7  0      0 2300684  39696 658664    0    0     0    28 3440  576  5 52 43  0  0
 8  0      0 2300684  39696 658664    0    0     0    76 3393  567  4 53 43  0  0
 8  0      0 2300684  39696 658664    0    0     0     0 3609  565  6 51 43  0  0
 8  0      0 2300684  39696 658664    0    0     0     4 3784  612  5 52 42  0  0
 9  0      0 2300684  39696 658664    0    0     0     0 3713  559  6 51 43  0  0
 9  0      0 2300684  39704 658664    0    0     0    20 3757  576  6 51 43  0  0
 8  0      0 2300684  39704 658664    0    0     0     0 3701  591  4 53 43  0  0
 8  0      0 2300684  39704 658664    0    0     0     0 3636  551  7 50 43  0  0
 9  0      0 2300684  39704 658664    0    0     0     0 3720  554  6 51 43  0  0
 9  0      0 2300684  39704 658664    0    0     0     4 3813  553  6 51 43  0  0
 8  0      0 2300684  39712 658664    0    0     0    12 3607  581  5 53 42  0  0
 9  0      0 2300684  39712 658668    0    0     0     0 3676  563  6 52 42  0  0
 9  0      0 2300684  39712 658668    0    0     0     0 3731  561  7 51 43  0  0
 9  0      0 2300684  39712 658668    0    0     0     0 3762  540  5 52 43  0  0
10  0      0 2300684  39712 658668    0    0     0     0 3606  555  5 52 43  0  0
10  0      0 2300684  39720 658668    0    0     0    20 3632  572  5 52 43  0  0
 9  0      0 2300684  39720 658668    0    0     0     0 3660  568  5 51 44  0  0
 9  0      0 2300684  39720 658668    0    0     0     0 3565  545  5 52 43  0  0
 9  0      0 2300684  39720 658668    0    0     0     0 3710  565  4 52 43  0  0
 8  0      0 2300684  39720 658668    0    0     0     0 3502  567  5 52 43  0  0
 9  0      0 2300684  39728 658668    0    0     0    32 3704  562  5 52 43  0  0
 9  0      0 2300684  39728 658668    0    0     0     4 3737  564  6 51 42  0  0
10  0      0 2300684  39728 658668    0    0     0     0 3730  586  5 51 44  0  0
11  0      0 2300684  39728 658668    0    0     0     0 3715  563  5 52 42  0  0
10  0      0 2300684  39728 658668    0    0     0    64 3696  576  5 52 43  0  0
 3  0      0 2297100  39736 658668    0    0     0    20 3307  648  6 52 42  0  0
 2  0      0 2296528  39736 658676    0    0     0     0  876  916  2 62 37  0  0
 4  0      0 2272112  39736 658692    0    0     0    16  997  856  4 65 32  0  0
 4  0      0 2272112  39736 658692    0    0     0     0 3642  566  5 52 43  0  0
 6  0      0 2303704  39736 658692    0    0     0     0 3567  583  6 52 42  0  0
 6  0      0 2303704  39744 658696    0    0     0    84 3604  576  5 52 43  0  0
 4  0      0 2299000  39744 658696    0    0     0    20 3681  601  5 54 41  0  0
 3  0      0 2299000  39744 658696    0    0     0     0 3678  582  5 51 44  0  0
 3  0      0 2299000  39744 658696    0    0     0     4 3823  572  4 51 44  0  0
 3  0      0 2299000  39744 658696    0    0     0    64 3699  579  4 52 43  0  0
 5  0      0 2298776  39752 658696    0    0     0    28 3599  562  5 52 43  0  0
 4  0      0 2298776  39752 658696    0    0     0     4 3869  537  3 58 38  0  0
 4  0      0 2298776  39752 658696    0    0     0     0 3924  607  1 52 47  0  0
 5  0      0 2298776  39752 658696    0    0     0     0 3619  604  1 53 46  0  0
 5  0      0 2298776  39752 658696    0    0     0     4 3629  631  1 54 46  0  0
 4  0      0 2298776  39760 658696    0    0     0    16 3808  604  1 53 46  0  0
 4  0      0 2298524  39760 658696    0    0     0     4 4397  630  1 53 46  0  0
 1  0      0 2289648  39760 658708    0    0     0     0 2676 1118  1 55 44  0  0
 3  0      0 2293616  39760 658732    0    0     0     0 2767 1584  3 49 47  0  0
 4  0      0 2298092  39768 658748    0    0     0    16 1614 1149  3 54 43  0  0
 2  0      0 2277632  39768 658772    0    0     0     4 1638 1214  3 55 41  0  0
 3  0      0 2269696  39768 658784    0    0     0     0 1625 1154  3 56 42  0  0
 1  0      0 2297508  39768 658800    0    0     0    96 1628 1103  4 57 39  0  0
 2  0      0 2282488  39768 658820    0    0     0     0 1848 1264  3 59 38  0  0
 1  0      0 2274960  39776 658828    0    0     0    24 1680 1349  2 56 42  0  0
 3  0      0 2293208  39776 658852    0    0     0     0 1633 1179  4 58 38  0  0
 2  0      0 2270876  39776 658864    0    0     0     4 1614 1196  2 56 42  0  0
 2  0      0 2292088  39776 658876    0    0     0    88 1868 1332  3 64 33  0  0
 1  0      0 2299728  39776 658896    0    0     0     0 1501 1140  2 52 46  0  0
 4  0      0 2275788  39776 658920    0    0     0     0 1716 1280  2 55 42  0  0
 1  0      0 2289220  39784 658936    0    0     0    24 1667 1288  3 57 40  0  0
 2  0      0 2279172  39784 658944    0    0     0     0 1866  856  1 58 41  0  0
 2  0      0 2279172  39784 658944    0    0     0     4 3729  603  1 53 47  0  0
 3  0      0 2279172  39784 658944    0    0     0    68 3831  598  1 53 47  0  0
 4  0      0 2279172  39784 658944    0    0     0     8 3747  599  1 53 47  0  0
 2  0      0 2279172  39792 658944    0    0     0    24 3634  611  1 53 47  0  0
 2  0      0 2275588  39792 658948    0    0     0     0 3728  598  0 53 47  0  0
 3  0      0 2271332  39792 658948    0    0     0     0 3474  563  1 53 46  0  0
 3  0      0 2271332  39792 658948    0    0     0     8 3687  609  1 53 47  0  0
 4  0      0 2271332  39792 658948    0    0     0     0 3786  599  0 53 47  0  0
 2  0      0 2298400  39800 658948    0    0     0    52 3194  624  2 55 43  0  0
 2  0      0 2280712  39800 658960    0    0     0    12  894 1010  1 66 33  0  0
 2  0      0 2293056  39800 658968    0    0     0     0 2831  756  2 55 43  0  0
 3  0      0 2293056  39800 658968    0    0     0     0 3760  593  1 52 47  0  0
 3  0      0 2293056  39800 658968    0    0     0     4 3640  602  0 53 47  0  0
 4  0      0 2293056  39808 658968    0    0     0    24 3870  588  1 53 46  0  0
 4  0      0 2293056  39808 658968    0    0     0    16 3701  604  1 53 47  0  0
 5  0      0 2293056  39808 658968    0    0     0     0 3713  595  1 53 47  0  0
 6  0      0 2293056  39808 658968    0    0     0     0 3749  598  1 53 46  0  0
11  0      0 2292816  39808 658968    0    0     0     4 4202  212  0 87 13  0  0
 6  0      0 2292816  39816 658960    0    0     0    24 3587  195  0 94  6  0  0
 7  0      0 2292816  39816 658984    0    0     0     0 3723  587  0 53 47  0  0
 6  0      0 2283408  39816 658984    0    0     0     0 3184  754  1 54 45  0  0
 3  0      0 2277108  39816 658996    0    0     0     0  984  977  1 59 41  0  0
 4  0      0 2274988  39816 659004    0    0     0     0 1487  802  1 60 40  0  0
 4  0      0 2274988  39824 659004    0    0     0   100 3718  593  1 53 46  0  0
 5  0      0 2274988  39824 659004    0    0     0     0 3690  603  1 53 47  0  0
 5  0      0 2274988  39824 659004    0    0     0    24 3590  593  1 53 46  0  0
 5  0      0 2274988  39824 659004    0    0     0     0 3693  598  1 53 47  0  0
 6  0      0 2274988  39824 659004    0    0     0     0 3743  465  1 62 38  0  0
 8  0      0 2274988  39832 659004    0    0     0    24 3877  596  1 53 47  0  0
17  0      0 2274988  39832 659004    0    0     0     4 4424  603  0 64 36  0  0
 8  0      0 2274988  39832 659004    0    0     0     0 3708  557  5 52 43  0  0
 8  0      0 2274988  39832 659004    0    0     0     0 3843  559  5 52 43  0  0
 8  0      0 2274988  39832 659004    0    0     0     0 3648  559  6 51 43  0  0
 8  0      0 2274988  39840 659004    0    0     0    12 3694  583  5 51 43  0  0
 9  0      0 2274988  39840 659004    0    0     0     0 3689  568  4 52 44  0  0
10  0      0 2272720  39856 659792    0    0   672     4 3797  640 15 59 26  0  0
12  0      0 2262640  39856 659840    0    0     0     0 3719  540 37 64  0  0  0
11  0      0 2261380  39856 659840    0    0     0     0 3771  541 13 53 34  0  0
 5  0      0 2278964  39864 659840    0    0     0    44 2835  742 11 59 29  0  0
 8  0      0 2252524  39876 659932    0    0    16   144  870  932 24 76  0  0  0
 4  0      0 2251440  39876 659852    0    0     0     0  918  835 35 64  1  0  0
 2  0      0 2231452  39884 660440    0    0   568     4  844  910  9 66 25  1  0
 4  0      0 2240292  39884 660448    0    0     0     0 1858  816  2 73 25  0  0
 4  0      0 2240292  39892 660452    0    0     0   120 3772  589  1 53 46  0  0
 6  0      0 2240292  39892 660452    0    0     0   132 3736  578  0 53 47  0  0
 6  0      0 2240292  39892 660452    0    0     0     0 3846  590  0 53 47  0  0
 6  0      0 2240292  39892 660452    0    0     0     0 3824  574  1 53 47  0  0
 7  0      0 2240292  39892 660452    0    0     0     4 3768  573  1 53 47  0  0
 8  0      0 2240292  39900 660452    0    0     0    36 3699  602  1 53 46  0  0
 8  0      0 2240292  39900 660452    0    0     0     0 3742  576  1 52 47  0  0
 8  0      0 2240292  39900 660452    0    0     0     4 3632  587  1 53 46  0  0
 9  0      0 2240292  39900 660452    0    0     0     0 3742  587  1 53 47  0  0
10  0      0 2240292  39900 660452    0    0     0     0 3454  584  1 53 46  0  0
10  0      0 2240292  39908 660452    0    0     0    16 3382  586  0 53 47  0  0
 2  0      0 2227920  39908 660456    0    0     0     0 2784  705  1 57 42  0  0
 2  0      0 2229044  39908 660464    0    0     0     0  765  779  2 61 37  0  0
 3  0      0 2259616  39908 660472    0    0     0     0  897  836  1 70 29  0  0
 3  0      0 2256456  39908 660480    0    0     0     0  882  835  2 67 31  0  0
 2  0      0 2258536  39916 660484    0    0     0    16  938  946  1 65 34  0  0
 4  0      0 2291276  39916 660492    0    0     0    52  982 1110  4 70 27  0  0
 4  0      0 2291060  39916 660504    0    0     0     0  957  929  2 70 29  0  0
 4  0      0 2295812  39916 660516    0    0     0     0 1001 1001  1 64 35  0  0
 2  0      0 2291284  39916 660516    0    0     0     0 1522  857  0 62 38  0  0
 3  0      0 2291284  39924 660524    0    0     0    44 3735  552  1 53 47  0  0
